External ID,Name,Internal Reference,Barcode,available_in_pos,record_type,Variant Values
product_template_4s22009_1,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,4S22009-1-17-S2,4S220091201702,True,variant_product,"Talla: 17, Manga de Camisa: S2 - 34/35"
product_template_4s22009_1,H. CAMISA P/S BRUNO CASSINI WHITE 32-33,4S22009-1-17-S1,4S220091201701,True,variant_product,"Talla: 17, Manga de Camisa: S1 - 32/33"
product_template_cm0042dbu_f,H. CAMISA FRENCH SHIRT DK. BLUE BRUNO CASSINI,CM0042DBU-F/L,C0042DBF231203,True,variant_product,Talla: L
product_template_cm0042ryb_f,H. CAMISA FRENCH SHIRT BLUE BRUNO CASSINI,CM0042RYB-F/XL,C0042RYF231204,True,variant_product,Talla: XL
product_template_cm0042ryb_f,H. CAMISA FRENCH SHIRT BLUE BRUNO CASSINI,CM0042RYB-F/XXL,C0042RYF231205,True,variant_product,Talla: XXL
product_template_cm0042dgr_f,H. CAMISA FRENCH SHIRT MINT BRUNO CASSINI,CM0042DGR-F/XL,C0042DGF231204,True,variant_product,Talla: XL
product_template_cm0042ryb_f,H. CAMISA FRENCH SHIRT BLUE BRUNO CASSINI,CM0042RYB-F/S,C0042RYF231201,True,variant_product,Talla: S
product_template_cm0042ryb_f,H. CAMISA FRENCH SHIRT BLUE BRUNO CASSINI,CM0042RYB-F/M,C0042RYF231202,True,variant_product,Talla: M
product_template_cm0042ryb_f,H. CAMISA FRENCH SHIRT BLUE BRUNO CASSINI,CM0042RYB-F/L,C0042RYF231203,True,variant_product,Talla: L
product_template_cm0044wht_f,H. CAMISA FRENCH SHIRT WHITE BRUNO CASSINI,CM0044WHT-F/S,C0044WHF231201,True,variant_product,Talla: S
product_template_cm0044lbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0044LBU-F/XXL,C0044LBF231205,True,variant_product,Talla: XXL
product_template_cm0044lbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0044LBU-F/S,C0044LBF231201,True,variant_product,Talla: S
product_template_cm0044lbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0044LBU-F/XL,C0044LBF231204,True,variant_product,Talla: XL
product_template_cm0044lbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0044LBU-F/L,C0044LBF231203,True,variant_product,Talla: L
product_template_cm0044lbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0044LBU-F/M,C0044LBF231202,True,variant_product,Talla: M
product_template_2011_1_f,H. CAMISA LINO FRENCH SHIRT WHITE BRUNO CASSINI,2011-1-F/L,20111F20231203,True,variant_product,Talla: L
product_template_2011_1_f,H. CAMISA LINO FRENCH SHIRT WHITE BRUNO CASSINI,2011-1-F/M,20111F20231202,True,variant_product,Talla: M
product_template_2011_1_f,H. CAMISA LINO FRENCH SHIRT WHITE BRUNO CASSINI,2011-1-F/S,20111F20231201,True,variant_product,Talla: S
product_template_2011_1_f,H. CAMISA LINO FRENCH SHIRT WHITE BRUNO CASSINI,2011-1-F/XL,20111F20231204,True,variant_product,Talla: XL
product_template_2011_1_f,H. CAMISA LINO FRENCH SHIRT WHITE BRUNO CASSINI,2011-1-F/XXL,20111F20231205,True,variant_product,Talla: XXL
product_template_2011_23_f,H. CAMISA LINO FRENCH SHIRT BLUE BRUNO CASSINI,2011-23-F/L,201123F20231203,True,variant_product,Talla: L
product_template_2011_23_f,H. CAMISA LINO FRENCH SHIRT BLUE BRUNO CASSINI,2011-23-F/M,201123F20231202,True,variant_product,Talla: M
product_template_2011_23_f,H. CAMISA LINO FRENCH SHIRT BLUE BRUNO CASSINI,2011-23-F/S,201123F20231201,True,variant_product,Talla: S
product_template_2011_23_f,H. CAMISA LINO FRENCH SHIRT BLUE BRUNO CASSINI,2011-23-F/XL,201123F20231204,True,variant_product,Talla: XL
product_template_2011_23_f,H. CAMISA LINO FRENCH SHIRT BLUE BRUNO CASSINI,2011-23-F/XXL,201123F20231205,True,variant_product,Talla: XXL
product_template_2011_55_f,H. CAMISA LINO FRENCH SHIRT OLIVE BRUNO CASSINI,2011-55-F/L,201155F231203,True,variant_product,Talla: L
product_template_2011_55_f,H. CAMISA LINO FRENCH SHIRT OLIVE BRUNO CASSINI,2011-55-F/M,201155F231202,True,variant_product,Talla: M
product_template_2011_55_f,H. CAMISA LINO FRENCH SHIRT OLIVE BRUNO CASSINI,2011-55-F/S,201155F231201,True,variant_product,Talla: S
product_template_2011_55_f,H. CAMISA LINO FRENCH SHIRT OLIVE BRUNO CASSINI,2011-55-F/XL,201155F231204,True,variant_product,Talla: XL
product_template_2011_55_f,H. CAMISA LINO FRENCH SHIRT OLIVE BRUNO CASSINI,2011-55-F/XXL,201155F231205,True,variant_product,Talla: XXL
product_template_cm0044wht_f,H. CAMISA FRENCH SHIRT WHITE BRUNO CASSINI,CM0044WHT-F/M,C0044WHF231202,True,variant_product,Talla: M
product_template_cm0042mbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0042MBU-F/XXL,C0042MBF231205,True,variant_product,Talla: XXL
product_template_cm0042mbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0042MBU-F/XL,C0042MBF231204,True,variant_product,Talla: XL
product_template_cm0042mbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0042MBU-F/S,C0042MBF231201,True,variant_product,Talla: S
product_template_cm0042mbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0042MBU-F/M,C0042MBF231202,True,variant_product,Talla: M
product_template_cm0042mbu_f,H. CAMISA FRENCH SHIRT SKY BLUE BRUNO CASSINI,CM0042MBU-F/L,C0042MBF231203,True,variant_product,Talla: L
product_template_cm0044mbu_f,H. CAMISA FRENCH SHIRT PURPLE BRUNO CASSINI,CM0044MBU-F/XXL,C0044MBF231205,True,variant_product,Talla: XXL
product_template_cm0044mbu_f,H. CAMISA FRENCH SHIRT PURPLE BRUNO CASSINI,CM0044MBU-F/XL,C0044MBF231204,True,variant_product,Talla: XL
product_template_cm0044mbu_f,H. CAMISA FRENCH SHIRT PURPLE BRUNO CASSINI,CM0044MBU-F/S,C0044MBF231201,True,variant_product,Talla: S
product_template_cm0044mbu_f,H. CAMISA FRENCH SHIRT PURPLE BRUNO CASSINI,CM0044MBU-F/M,C0044MBF231202,True,variant_product,Talla: M
product_template_cm0044mbu_f,H. CAMISA FRENCH SHIRT PURPLE BRUNO CASSINI,CM0044MBU-F/L,C0044MBF231203,True,variant_product,Talla: L
product_template_cm0042dgr_f,H. CAMISA FRENCH SHIRT MINT BRUNO CASSINI,CM0042DGR-F/L,C0042DGF231203,True,variant_product,Talla: L
product_template_cm0042dgr_f,H. CAMISA FRENCH SHIRT MINT BRUNO CASSINI,CM0042DGR-F/XXL,C0042DGF231205,True,variant_product,Talla: XXL
product_template_cm0042dbu_f,H. CAMISA FRENCH SHIRT DK. BLUE BRUNO CASSINI,CM0042DBU-F/S,C0042DBF231201,True,variant_product,Talla: S
product_template_cm0042dbu_f,H. CAMISA FRENCH SHIRT DK. BLUE BRUNO CASSINI,CM0042DBU-F/XXL,C0042DBF231205,True,variant_product,Talla: XXL
product_template_cm0042dbu_f,H. CAMISA FRENCH SHIRT DK. BLUE BRUNO CASSINI,CM0042DBU-F/XL,C0042DBF231204,True,variant_product,Talla: XL
product_template_cm0042dbu_f,H. CAMISA FRENCH SHIRT DK. BLUE BRUNO CASSINI,CM0042DBU-F/M,C0042DBF231202,True,variant_product,Talla: M
product_template_cm0042dgr_f,H. CAMISA FRENCH SHIRT MINT BRUNO CASSINI,CM0042DGR-F/M,C0042DGF231202,True,variant_product,Talla: M
product_template_cm0042dgr_f,H. CAMISA FRENCH SHIRT MINT BRUNO CASSINI,CM0042DGR-F/S,C0042DGF231201,True,variant_product,Talla: S
product_template_2011_55_n,H. CAMISA LINO NORMAL SHIRT OLIVE BRUNO CASSINI,2011-55-N/L,201155N231203,True,variant_product,Talla: L
product_template_2011_55_n,H. CAMISA LINO NORMAL SHIRT OLIVE BRUNO CASSINI,2011-55-N/M,201155N231202,True,variant_product,Talla: M
product_template_2011_55_n,H. CAMISA LINO NORMAL SHIRT OLIVE BRUNO CASSINI,2011-55-N/S,201155N231201,True,variant_product,Talla: S
product_template_2011_55_n,H. CAMISA LINO NORMAL SHIRT OLIVE BRUNO CASSINI,2011-55-N/XL,201155N231204,True,variant_product,Talla: XL
product_template_2011_55_n,H. CAMISA LINO NORMAL SHIRT OLIVE BRUNO CASSINI,2011-55-N/XXL,201155N231205,True,variant_product,Talla: XXL
product_template_cm0042dbu_n,H. CAMISA NORMAL SHIRT BLUE BRUNO CASSINI,CM0042DBU-N/M,C0042DBN231202,True,variant_product,Talla: M
product_template_cm0042dbu_n,H. CAMISA NORMAL SHIRT BLUE BRUNO CASSINI,CM0042DBU-N/XL,C0042DBN231204,True,variant_product,Talla: XL
product_template_cm0042dbu_n,H. CAMISA NORMAL SHIRT BLUE BRUNO CASSINI,CM0042DBU-N/S,C0042DBN231201,True,variant_product,Talla: S
product_template_cm0044wht_n,H. CAMISA NORMAL SHIRT WHITE BRUNO CASSINI,CM0044WHT-N/XL,C0044WHN231204,True,variant_product,Talla: XL
product_template_cm0044wht_n,H. CAMISA NORMAL SHIRT WHITE BRUNO CASSINI,CM0044WHT-N/M,C0044WHN231202,True,variant_product,Talla: M
product_template_cm0044wht_n,H. CAMISA NORMAL SHIRT WHITE BRUNO CASSINI,CM0044WHT-N/S,C0044WHN231201,True,variant_product,Talla: S
product_template_cm0044wht_f,H. CAMISA FRENCH SHIRT WHITE BRUNO CASSINI,CM0044WHT-F/XXL,C0044WHF231205,True,variant_product,Talla: XXL
product_template_cm0044wht_f,H. CAMISA FRENCH SHIRT WHITE BRUNO CASSINI,CM0044WHT-F/XL,C0044WHF231204,True,variant_product,Talla: XL
product_template_cm0044wht_n,H. CAMISA NORMAL SHIRT WHITE BRUNO CASSINI,CM0044WHT-N/L,C0044WHN231203,True,variant_product,Talla: L
product_template_8020_4_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-4-F/M,802004F202302,True,variant_product,Talla: M
product_template_8020_4_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-4-F/L,802004F202303,True,variant_product,Talla: L
product_template_8020_3_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-3-F/XXL,802003F202305,True,variant_product,Talla: XXL
product_template_8020_3_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-3-F/XL,802003F202304,True,variant_product,Talla: XL
product_template_8020_3_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-3-F/S,802003F202301,True,variant_product,Talla: S
product_template_8020_3_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-3-F/M,802003F202302,True,variant_product,Talla: M
product_template_8020_3_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-3-F/L,802003F202303,True,variant_product,Talla: L
product_template_8020_15_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-15-F/XXL,802015F202305,True,variant_product,Talla: XXL
product_template_8020_15_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-15-F/XL,802015F202304,True,variant_product,Talla: XL
product_template_8020_15_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-15-F/S,802015F202301,True,variant_product,Talla: S
product_template_8020_15_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-15-F/M,802015F202302,True,variant_product,Talla: M
product_template_8020_15_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-15-F/L,802015F202303,True,variant_product,Talla: L
product_template_8020_106_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-106-F/XXL,8020106F202305,True,variant_product,Talla: XXL
product_template_8020_106_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-106-F/XL,8020106F202304,True,variant_product,Talla: XL
product_template_8020_106_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-106-F/S,8020106F202301,True,variant_product,Talla: S
product_template_8020_106_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-106-F/M,8020106F202302,True,variant_product,Talla: M
product_template_8020_106_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-106-F/L,8020106F202303,True,variant_product,Talla: L
product_template_8020_4_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-4-F/XXL,802004F202305,True,variant_product,Talla: XXL
product_template_8020_4_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-4-F/XL,802004F202304,True,variant_product,Talla: XL
product_template_8020_4_f,H. CAMISA LINO FRENCH BRUNO CASSINI,8020-4-F/S,802004F202301,True,variant_product,Talla: S
product_template_pt_008_black_1,Pantalon PT-008-BLACK-1,PT-008-BLACK-1/28,PT-008-BLACK-1/O28,True,variant_product,Talla: 28
product_template_pant_bruno_cassini,PANTALON BRUNO CASSINI,PANT-BRUNO CASSINI,PANT-BRUNO CASSINI,True,variant_product,
product_template_ern_sabat_1259,H. CAMISA P/S BRUNO CASSINI WHITE 34-35,ERN-SABAT-1259-15-S2,ERNST125915002,True,variant_product,"Talla: 15, Manga de Camisa: S2 - 34/35"
product_template_ern_sabat_1259,H. CAMISA P/S BRUNO CASSINI WHITE 32-33,ERN-SABAT-1259-15-S1,ERNST125915001,True,variant_product,"Talla: 15, Manga de Camisa: S1 - 32/33"
product_template_lv_22c0905_4c,Leva LV-22C0905-4C,LV-22C0905-4C/48,LV-22C0905-4C/O48,True,variant_product,Talla: 48
product_template_pt_22c0905_4c,Pantalon PT-22C0905-4C,PT-22C0905-4C/30,PT-22C0905-4C/O30,True,variant_product,Talla: 30
product_template_zp_pat_vn_cassini,Zapato ZP-PAT-VN-CASSINI,ZP-PAT-VN-CASSINI/7,ZP-PAT-VN-CASSINI/O7,True,variant_product,Talla: 7
product_template_zp_gam_az_s_f_cassini,Zapato ZP-GAM-AZ-S/F-CASSINI,ZP-GAM-AZ-S/F-CASSINI/9.5,ZPGAMAZSFCAS/O9.5,True,variant_product,Talla: 9.5
product_template_zp_gam_cof_s_f_cassini,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/9.5,ZPGAMCOFSFCAS/O9.5,True,variant_product,Talla: 9.5
product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,ZP-50224-CASSINI-BRW/10,ZP-50224-CAS-BRW/O10,True,variant_product,Talla: 10
product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,ZP-50224-CASSINI-BRW/9,ZP-50224-CAS-BRW/O9,True,variant_product,Talla: 9
product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,ZP-50224-CASSINI-COF/10,ZP-50224-CAS-COF/O10,True,variant_product,Talla: 10
product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,ZP-50224-CASSINI-COF/9.5,ZP-50224-CAS-COF/O9.5,True,variant_product,Talla: 9.5
product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,ZP-50224-CASSINI-COF/9,ZP-50224-CAS-COF/O9,True,variant_product,Talla: 9
product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,ZP-50224-CASSINI-COF/8.5,ZP-50224-CAS-COF/O8.5,True,variant_product,Talla: 8.5
product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,ZP-50224-CASSINI-COF/8,ZP-50224-CAS-COF/O8,True,variant_product,Talla: 8
product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,ZP-50224-CASSINI-COF/7.5,ZP-50224-CAS-COF/O7.5,True,variant_product,Talla: 7.5
product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,ZP-50224-CASSINI-COF/7,ZP-50224-CAS-COF/O7,True,variant_product,Talla: 7
product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,ZP-50224-CASSINI-BRW/9.5,ZP-50224-CAS-BRW/O9.5,True,variant_product,Talla: 9.5
product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,ZP-50224-CASSINI-BRW/8.5,ZP-50224-CAS-BRW/O8.5,True,variant_product,Talla: 8.5
product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,ZP-50224-CASSINI-BRW/8,ZP-50224-CAS-BRW/O8,True,variant_product,Talla: 8
product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,ZP-50224-CASSINI-BRW/7.5,ZP-50224-CAS-BRW/O7.5,True,variant_product,Talla: 7.5
product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,ZP-50224-CASSINI-BRW/7,ZP-50224-CAS-BRW/O7,True,variant_product,Talla: 7
product_template_pt_22c0905_4c,Pantalon PT-22C0905-4C,PT-22C0905-4C/32,PT-22C0905-4C/O32,True,variant_product,Talla: 32
product_template_lv_22c0905_4c,Leva LV-22C0905-4C,LV-22C0905-4C/50,LV-22C0905-4C/O50,True,variant_product,Talla: 50
product_template_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,ZP-CASSINI-PS-PT-VN/9.5,ZPCASSPSPTVN/O9.5,True,variant_product,Talla: 9.5
product_template_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,ZP-CASSINI-PS-PT-VN/10,ZPCASSPSPTVN/O10,True,variant_product,Talla: 10
product_template_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,ZP-CASSINI-PS-PT-VN/9,ZPCASSPSPTVN/O9,True,variant_product,Talla: 9
product_template_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,ZP-CASSINI-PS-PT-VN/8.5,ZPCASSPSPTVN/O8.5,True,variant_product,Talla: 8.5
product_template_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,ZP-CASSINI-PS-PT-VN/8,ZPCASSPSPTVN/O8,True,variant_product,Talla: 8
product_template_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,ZP-CASSINI-PS-PT-VN/7,ZPCASSPSPTVN/O7,True,variant_product,Talla: 7
product_template_zp_gam_ml_s_f_cassini,Zapato ZP-GAM-ML-S/F-CASSINI,ZP-GAM-ML-S/F-CASSINI/9.5,ZPGAMMLSFCAS/O9.5,True,variant_product,Talla: 9.5
product_template_zp_gam_ml_s_f_cassini,Zapato ZP-GAM-ML-S/F-CASSINI,ZP-GAM-ML-S/F-CASSINI/9,ZPGAMMLSFCAS/O9,True,variant_product,Talla: 9
product_template_zp_gam_ml_s_f_cassini,Zapato ZP-GAM-ML-S/F-CASSINI,ZP-GAM-ML-S/F-CASSINI/8.5,ZPGAMMLSFCAS/O8.5,True,variant_product,Talla: 8.5
product_template_pt_17001_7,Pantalon PT-17001-7,PT-17001-7/34,PT-17001-7/O34,True,variant_product,Talla: 34
product_template_zp_gam_cof_s_f_cassini,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/9,ZPGAMCOFSFCAS/O9,True,variant_product,Talla: 9
product_template_zp_gam_cof_s_f_cassini,Zapato ZP-GAM-COF-S/F-CASSINI,ZP-GAM-COF-S/F-CASSINI/7,ZPGAMCOFSFCAS/OO7,True,variant_product,Talla: 7
product_template_zp_gam_ne_s_f_cassini,Zapato ZP-GAM-NE-S/F-CASSINI,ZP-GAM-NE-S/F-CASSINI/9.5,ZPGAMNEGSFCAS/O9.5,True,variant_product,Talla: 9.5
product_template_zp_gam_ne_s_f_cassini,Zapato ZP-GAM-NE-S/F-CASSINI,ZP-GAM-NE-S/F-CASSINI/9,ZPGAMNEGSFCAS/O9,True,variant_product,Talla: 9
product_template_22c27428_67bc_2,Terno 22C27428-67BC-2,22C27428-67BC-2/46,22C274286720234628,True,variant_product,Talla: 46
product_template_22c27428_67bc_2,Terno 22C27428-67BC-2,22C27428-67BC-2/48,22C274286720234830,True,variant_product,Talla: 48
product_template_22c27428_67bc_2,Terno 22C27428-67BC-2,22C27428-67BC-2/50,22C274286720235032,True,variant_product,Talla: 50
product_template_22c27428_67bc_2,Terno 22C27428-67BC-2,22C27428-67BC-2/52,22C274286720235234,True,variant_product,Talla: 52
product_template_22c27428_67bc_2,Terno 22C27428-67BC-2,22C27428-67BC-2/54,22C274286720235436,True,variant_product,Talla: 54
product_template_22c27428_67bc_2,Terno 22C27428-67BC-2,22C27428-67BC-2/56,22C274286720235638,True,variant_product,Talla: 56
product_template_22c27428_67bc_2,Terno 22C27428-67BC-2,22C27428-67BC-2/58,22C274286720235840,True,variant_product,Talla: 58
product_template_22c27428_69bc_2,Terno 22C27428-69BC-2,22C27428-69BC-2/46,22C274286920234628,True,variant_product,Talla: 46
product_template_22c27428_69bc_2,Terno 22C27428-69BC-2,22C27428-69BC-2/48,22C274286920234830,True,variant_product,Talla: 48
product_template_22c27428_69bc_2,Terno 22C27428-69BC-2,22C27428-69BC-2/50,22C274286920235032,True,variant_product,Talla: 50
product_template_22c27428_69bc_2,Terno 22C27428-69BC-2,22C27428-69BC-2/52,22C274286920235234,True,variant_product,Talla: 52
product_template_22c27428_69bc_2,Terno 22C27428-69BC-2,22C27428-69BC-2/54,22C274286920235436,True,variant_product,Talla: 54
product_template_22c27428_69bc_2,Terno 22C27428-69BC-2,22C27428-69BC-2/56,22C274286920235638,True,variant_product,Talla: 56
product_template_22c27428_69bc_2,Terno 22C27428-69BC-2,22C27428-69BC-2/58,22C274286920235840,True,variant_product,Talla: 58
product_template_23a1516_6bc_2,Terno 23A1516-6BC-2,23A1516-6BC-2/46,23A15166202304628,True,variant_product,Talla: 46
product_template_23a1516_6bc_2,Terno 23A1516-6BC-2,23A1516-6BC-2/48,23A15166202304830,True,variant_product,Talla: 48
product_template_23a1516_6bc_2,Terno 23A1516-6BC-2,23A1516-6BC-2/50,23A15166202305032,True,variant_product,Talla: 50
product_template_23a1516_6bc_2,Terno 23A1516-6BC-2,23A1516-6BC-2/52,23A15166202305234,True,variant_product,Talla: 52
product_template_23a1516_6bc_2,Terno 23A1516-6BC-2,23A1516-6BC-2/54,23A15166202305436,True,variant_product,Talla: 54
product_template_23a1516_6bc_2,Terno 23A1516-6BC-2,23A1516-6BC-2/56,23A15166202305638,True,variant_product,Talla: 56
product_template_23a1516_6bc_2,Terno 23A1516-6BC-2,23A1516-6BC-2/58,23A15166202305840,True,variant_product,Talla: 58
product_template_23a700112_12bc_2,Terno 23A700112-12BC-2,23A700112-12BC-2/46,23A7001121220234628,True,variant_product,Talla: 46
product_template_23a700112_12bc_2,Terno 23A700112-12BC-2,23A700112-12BC-2/48,23A7001121220234830,True,variant_product,Talla: 48
product_template_23a700112_12bc_2,Terno 23A700112-12BC-2,23A700112-12BC-2/50,23A7001121220235032,True,variant_product,Talla: 50
product_template_23a700112_12bc_2,Terno 23A700112-12BC-2,23A700112-12BC-2/52,23A7001121220235234,True,variant_product,Talla: 52
product_template_23a700112_12bc_2,Terno 23A700112-12BC-2,23A700112-12BC-2/54,23A7001121220235436,True,variant_product,Talla: 54
product_template_23a700112_12bc_2,Terno 23A700112-12BC-2,23A700112-12BC-2/56,23A7001121220235638,True,variant_product,Talla: 56
product_template_23a700112_12bc_2,Terno 23A700112-12BC-2,23A700112-12BC-2/58,23A7001121220235840,True,variant_product,Talla: 58
product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,23E9919-95BC-2/46,23E99199524094628,True,variant_product,Talla: 46
product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,23E9919-95BC-2/48,23E99199524094830,True,variant_product,Talla: 48
product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,23E9919-95BC-2/50,23E99199524095032,True,variant_product,Talla: 50
product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,23E9919-95BC-2/52,23E99199524095234,True,variant_product,Talla: 52
product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,23E9919-95BC-2/54,23E99199524095436,True,variant_product,Talla: 54
product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,23E9919-95BC-2/56,23E99199524095638,True,variant_product,Talla: 56
product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,23E9919-95BC-2/58,23E99199524095840,True,variant_product,Talla: 58
product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,23E312010-1BC-2/46,22E312010120234628,True,variant_product,Talla: 46
product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,23E312010-1BC-2/48,22E312010120234830,True,variant_product,Talla: 48
product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,23E312010-1BC-2/50,22E312010120235032,True,variant_product,Talla: 50
product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,23E312010-1BC-2/52,22E312010120235234,True,variant_product,Talla: 52
product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,23E312010-1BC-2/54,22E312010120235436,True,variant_product,Talla: 54
product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,23E312010-1BC-2/56,22E312010120235638,True,variant_product,Talla: 56
product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,23E312010-1BC-2/58,22E312010120235840,True,variant_product,Talla: 58
product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,23E312010-3BC-2/46,22E312010320234628,True,variant_product,Talla: 46
product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,23E312010-3BC-2/48,22E312010320234830,True,variant_product,Talla: 48
product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,23E312010-3BC-2/50,22E312010320235032,True,variant_product,Talla: 50
product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,23E312010-3BC-2/52,22E312010320235234,True,variant_product,Talla: 52
product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,23E312010-3BC-2/54,22E312010320235436,True,variant_product,Talla: 54
product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,23E312010-3BC-2/56,22E312010320235638,True,variant_product,Talla: 56
product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,23E312010-3BC-2/58,22E312010320235840,True,variant_product,Talla: 58
product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,23E312010-4BC-2/46,23E312010424094628,True,variant_product,Talla: 46
product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,23E312010-4BC-2/48,23E312010424094830,True,variant_product,Talla: 48
product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,23E312010-4BC-2/50,23E312010424095032,True,variant_product,Talla: 50
product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,23E312010-4BC-2/52,23E312010424095234,True,variant_product,Talla: 52
product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,23E312010-4BC-2/54,23E312010424095436,True,variant_product,Talla: 54
product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,23E312010-4BC-2/56,23E312010424095638,True,variant_product,Talla: 56
product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,23E312010-4BC-2/58,23E312010424095840,True,variant_product,Talla: 58
product_template_ern_sabat_1259dc,H. CAMISA D/P BRUNO CASSINI WHITE 32-33,ERN-SABAT-1259DC-15-S1,ERNSDC125915001,True,variant_product,"Talla: 15, Manga de Camisa: S1 - 32/33"
product_template_ern_sabat_1259dc,H. CAMISA D/P BRUNO CASSINI WHITE 32-33,ERN-SABAT-1259DC-14.5-S1,ERNS125914501,True,variant_product,"Talla: 14.5, Manga de Camisa: S1 - 32/33"
product_template_ern_sabat_1259dc,H. CAMISA D/P BRUNO CASSINI WHITE 34-35,ERN-SABAT-1259DC-15-S2,ERNSDC125915002,True,variant_product,"Talla: 15, Manga de Camisa: S2 - 34/35"
