External ID,Name,Internal Reference,Barcode,available_in_pos,record_type,Variant Values
product_template_ve_lucero_nvy,VESTIDO LUCERO NAVY,VE-LUCERO-NVY/XL,VE-LUCERO-NVY/XL,True,variant_product,Talla: XL
product_template_ve_lucero_nvy,VESTIDO LUCERO NAVY,VE-LUCERO-NVY/L,VE-LUCERO-NVY/L,True,variant_product,Talla: L
product_template_ve_katya_pk,VESTIDO KATYA PINK,VE-KATYA-PK/L,VE-KATYA-PK/L,True,variant_product,Talla: L
product_template_ve_katya_az,VESTIDO KATYA AZUL,VE-KATYA-AZ/XL,VE-KATYA-AZ/XL,True,variant_product,Talla: XL
product_template_ve_nino_bge,VESTIDO NINOSKA BEIGE,VE-NINO-BGE/S,VE-NINO-BGE/S,True,variant_product,Talla: S
product_template_ve_nino_bge,VESTIDO NINOSKA BEIGE,VE-NINO-BGE/M,VE-NINO-BGE/M,True,variant_product,Talla: M
product_template_ve_nino_bge,VESTIDO NINOSKA BEIGE,VE-NINO-BGE/L,VE-NINO-BGE/L,True,variant_product,Talla: L
product_template_ve_ariana_wh,VESTIDO ARIANA WHITE,VE-ARIANA-WH/M,VE-ARIANA-WH/M,True,variant_product,Talla: M
product_template_ve_ariana_wh,VESTIDO ARIANA WHITE,VE-ARIANA-WH/L,VE-ARIANA-WH/L,True,variant_product,Talla: L
product_template_bl_rive_wh,BLUSA RIVERA WHITE,BL-RIVE-WH-/XL,BL-RIVE-WH-/XL,True,variant_product,Talla: XL
product_template_bl_rive_wh,BLUSA RIVERA WHITE,BL-RIVE-WH-/M,BL-RIVE-WH-/M,True,variant_product,Talla: M
product_template_bl_rive_wh,BLUSA RIVERA WHITE,BL-RIVE-WH-/L,BL-RIVE-WH-/L,True,variant_product,Talla: L
product_template_bl_rive_cel,BLUSA RIVERA CELESTE,BL-RIVE-CEL-/XL,BL-RIVE-CEL-/XL,True,variant_product,Talla: XL
product_template_bl_rive_cel,BLUSA RIVERA CELESTE,BL-RIVE-CEL-/M,BL-RIVE-CEL-/M,True,variant_product,Talla: M
product_template_bl_rive_cel,BLUSA RIVERA CELESTE,BL-RIVE-CEL-/L,BL-RIVE-CEL-/L,True,variant_product,Talla: L
product_template_bl_vale_mok,BLUSA VALENTINE MOKA,BL-VALE-MOK-S,BL-VALE-MOK-S,True,variant_product,Talla: S
product_template_bl_vale_mok,BLUSA VALENTINE MOKA,BL-VALE-MOK-M,BL-VALE-MOK-M,True,variant_product,Talla: M
product_template_bl_vale_mok,BLUSA VALENTINE MOKA,BL-VALE-MOK-L,BL-VALE-MOK-L,True,variant_product,Talla: L
product_template_bl_butt_wh,BLUSA BUTTERFLY WHITE,BL-BUTT-WH/XL,BL-BUTT-WH/XL,True,variant_product,Talla: XL
product_template_bl_butt_wh,BLUSA BUTTERFLY WHITE,BL-BUTT-WH/M,BL-BUTT-WH/M,True,variant_product,Talla: M
product_template_bl_butt_wh,BLUSA BUTTERFLY WHITE,BL-BUTT-WH/L,BL-BUTT-WH/L,True,variant_product,Talla: L
product_template_car_ch_nvy,CARTERA CAROLINA HERRERA NAVY,CAR-CH-NVY,CAR-CH-NVY,True,variant_product,
product_template_car_guess_bl,CARTERA GUESS BLACKL LINE,CAR-GUESS-BL,CAR-GUESS-BL,True,variant_product,
product_template_car_guess_rd,CARTERA GUESS RED,CAR-GUESS-RD,CAR-GUESS-RD,True,variant_product,
product_template_car_coach_bl,CARTERA COACH BLACK DE MANO,CAR-COACH-BL,CAR-COACH-BL,True,variant_product,
product_template_pt_24e510097_5,Pantalon PT-24E510097-5,PT-24E510097-5/46,PT-24E510097-5/46,True,variant_product,Talla: 46
product_template_pt_23e312010_4,Pantalon PT-23E312010-4,PT-23E312010-4/40,PT-23E312010-4/40,True,variant_product,Talla: 40
product_template_gem_hublot_blk,GEMELOS HUBLOT BLACK,GEM-HUBLOT-BLK,GEM-HUBLOT-BLK,True,variant_product,
product_template_pt_24c29918_20,Pantalon PT-24C29918-20,PT-24C29918-20/38,PT-24C29918-20/38,True,variant_product,Talla: 38
product_template_pt_23c25168_220,Pantalon PT-23C25168-220,PT-23C25168-220/34,PT-23C25168-220/34,True,variant_product,Talla: 34
product_template_pt_24e2712_3,Pantalon PT-24E2712-3,PT-24E2712-3/36,PT24E27123/36,True,variant_product,Talla: 36
product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,25C0905-81BC-2/52,2509058125095234,True,variant_product,Talla: 52
product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,25C29375-56BC-2/46,2529375562594628,True,variant_product,Talla: 46
product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,25C29375-56BC-2/48,2529375562594830,True,variant_product,Talla: 48
product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,25C29375-56BC-2/50,2529375562595032,True,variant_product,Talla: 50
product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,25C29375-56BC-2/52,2529375562595234,True,variant_product,Talla: 52
product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,25C29375-56BC-2/54,2529375562595436,True,variant_product,Talla: 54
product_template_ch_25b231291_1,Chaleco CH-25B231291-1,CH-25B231291-1/58,252312911C125958,True,variant_product,Talla: 58
product_template_ch_25b231291_1,Chaleco CH-25B231291-1,CH-25B231291-1/56,252312911C125956,True,variant_product,Talla: 56
product_template_ch_25c0905_101,Chaleco CH-25C0905-101,CH-25C0905-101/50,250905101C1250950,True,variant_product,Talla: 50
product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,25C0905-81BC-2/58,2509058125095840,True,variant_product,Talla: 58
product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,25C29375-56BC-2/56,2529375562595638,True,variant_product,Talla: 56
product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,25C29375-56BC-2/58,2529375562595840,True,variant_product,Talla: 58
product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,25C0905-101BC-2/48,25090510125094830,True,variant_product,Talla: 48
product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,25C0905-101BC-2/50,25090510125095032,True,variant_product,Talla: 50
product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,25C0905-101BC-2/52,25090510125095234,True,variant_product,Talla: 52
product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,25C0905-101BC-2/54,25090510125095436,True,variant_product,Talla: 54
product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,25C0905-101BC-2/56,25090510125095638,True,variant_product,Talla: 56
product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,25C0905-101BC-2/58,25090510125095840,True,variant_product,Talla: 58
product_template_ch_25c0905_101,Chaleco CH-25C0905-101,CH-25C0905-101/46,250905101C1250946,True,variant_product,Talla: 46
product_template_ch_25c35289_93,Chaleco CH-25C35289-93,CH-25C35289-93/48,253528993C125948,True,variant_product,Talla: 48
product_template_ch_25c29375_56,Chaleco CH-25C29375-56,CH-25C29375-56/58,252937556C125958,True,variant_product,Talla: 58
product_template_ch_25c35289_93,Chaleco CH-25C35289-93,CH-25C35289-93/46,253528993C125946,True,variant_product,Talla: 46
product_template_ch_25c29375_56,Chaleco CH-25C29375-56,CH-25C29375-56/54,252937556C125954,True,variant_product,Talla: 54
product_template_ch_25c29375_56,Chaleco CH-25C29375-56,CH-25C29375-56/52,252937556C125952,True,variant_product,Talla: 52
product_template_ch_25c29375_56,Chaleco CH-25C29375-56,CH-25C29375-56/56,252937556C125956,True,variant_product,Talla: 56
product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,25B231291-1BC-2/54,2523129112595436,True,variant_product,Talla: 54
product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,25B231291-1BC-2/56,2523129112595638,True,variant_product,Talla: 56
product_template_ch_25b231291_1,Chaleco CH-25B231291-1,CH-25B231291-1/48,252312911C125948,True,variant_product,Talla: 48
product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,25B231291-1BC-2/58,2523129112595840,True,variant_product,Talla: 58
product_template_ch_25c35289_93,Chaleco CH-25C35289-93,CH-25C35289-93/56,253528993C125956,True,variant_product,Talla: 56
product_template_ch_25c35289_93,Chaleco CH-25C35289-93,CH-25C35289-93/54,253528993C125954,True,variant_product,Talla: 54
product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,25C0905-81BC-2/46,2509058125094628,True,variant_product,Talla: 46
product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,25C0905-81BC-2/48,2509058125094830,True,variant_product,Talla: 48
product_template_ch_25c29375_56,Chaleco CH-25C29375-56,CH-25C29375-56/50,252937556C125950,True,variant_product,Talla: 50
product_template_ch_25c35289_93,Chaleco CH-25C35289-93,CH-25C35289-93/52,253528993C125952,True,variant_product,Talla: 52
product_template_ch_25c35289_93,Chaleco CH-25C35289-93,CH-25C35289-93/50,253528993C125950,True,variant_product,Talla: 50
product_template_ch_25c29375_56,Chaleco CH-25C29375-56,CH-25C29375-56/48,252937556C125948,True,variant_product,Talla: 48
product_template_ch_25c0905_101,Chaleco CH-25C0905-101,CH-25C0905-101/52,250905101C1250952,True,variant_product,Talla: 52
product_template_ch_25c0905_101,Chaleco CH-25C0905-101,CH-25C0905-101/54,250905101C1250954,True,variant_product,Talla: 54
product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,25C0905-81BC-2/50,2509058125095032,True,variant_product,Talla: 50
product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,25B231291-1BC-2/46,2523129112594628,True,variant_product,Talla: 46
product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,25B231291-1BC-2/50,2523129112595032,True,variant_product,Talla: 50
product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,25C0905-101BC-2/46,25090510125094628,True,variant_product,Talla: 46
product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,25B231291-1BC-2/52,2523129112595234,True,variant_product,Talla: 52
product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,25C35289-93BC-2/58,2535289932595840,True,variant_product,Talla: 58
product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,25C0905-81BC-2/56,2509058125095638,True,variant_product,Talla: 56
product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,25C0905-81BC-2/54,2509058125095436,True,variant_product,Talla: 54
product_template_ch_25c35289_93,Chaleco CH-25C35289-93,CH-25C35289-93/58,253528993C125958,True,variant_product,Talla: 58
product_template_ch_25c0905_101,Chaleco CH-25C0905-101,CH-25C0905-101/58,250905101C1250958,True,variant_product,Talla: 58
product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,25B231291-1BC-2/48,2523129112594830,True,variant_product,Talla: 48
product_template_ch_25c0905_101,Chaleco CH-25C0905-101,CH-25C0905-101/56,250905101C1250956,True,variant_product,Talla: 56
product_template_ch_25c29375_56,Chaleco CH-25C29375-56,CH-25C29375-56/46,252937556C125946,True,variant_product,Talla: 46
product_template_ch_25b231291_1,Chaleco CH-25B231291-1,CH-25B231291-1/52,252312911C125952,True,variant_product,Talla: 52
product_template_ch_25c0905_101,Chaleco CH-25C0905-101,CH-25C0905-101/48,250905101C1250948,True,variant_product,Talla: 48
product_template_ch_25b231291_1,Chaleco CH-25B231291-1,CH-25B231291-1/46,252312911C125946,True,variant_product,Talla: 46
product_template_ch_25b231291_1,Chaleco CH-25B231291-1,CH-25B231291-1/50,252312911C125950,True,variant_product,Talla: 50
product_template_ch_25b231291_1,Chaleco CH-25B231291-1,CH-25B231291-1/54,252312911C125954,True,variant_product,Talla: 54
product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,25E27112-6BC-2/58,2527112625095840,True,variant_product,Talla: 58
product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,25C35289-93BC-2/46,2535289932594628,True,variant_product,Talla: 46
product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,25C35289-93BC-2/48,2535289932594830,True,variant_product,Talla: 48
product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,25C35289-93BC-2/50,2535289932595032,True,variant_product,Talla: 50
product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,25C35289-93BC-2/52,2535289932595234,True,variant_product,Talla: 52
product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,25C35289-93BC-2/54,2535289932595436,True,variant_product,Talla: 54
product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,25E27112-6BC-2/50,2527112625095032,True,variant_product,Talla: 50
product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,25E27112-6BC-2/48,2527112625094830,True,variant_product,Talla: 48
product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,25C35289-93BC-2/56,2535289932595638,True,variant_product,Talla: 56
product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,25E27112-6BC-2/46,2527112625094628,True,variant_product,Talla: 46
product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,25E27112-6BC-2/52,2527112625095234,True,variant_product,Talla: 52
product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,25E27112-6BC-2/56,2527112625095638,True,variant_product,Talla: 56
product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,25E27112-6BC-2/54,2527112625095436,True,variant_product,Talla: 54
product_template_sh_nap_wh_bg,M. SHORT P/DAMA NAPOLE BLANCO/BEIGE,SH-NAP-WH-BG/XS,SHNAPWHBG/OXS,True,variant_product,Talla: XS
product_template_sh_nap_wh_bg,M. SHORT P/DAMA NAPOLE BLANCO/BEIGE,SH-NAP-WH-BG/S,SHNAPWHBG/OS,True,variant_product,Talla: S
product_template_sh_nap_wh_bg,M. SHORT P/DAMA NAPOLE BLANCO/BEIGE,SH-NAP-WH-BG/M,SHNAPWHBG/OM,True,variant_product,Talla: M
product_template_sh_nap_wh_bg,M. SHORT P/DAMA NAPOLE BLANCO/BEIGE,SH-NAP-WH-BG/L,SHNAPWHBG/OL,True,variant_product,Talla: L
product_template_sh_nap_wh_az,M. SHORT P/DAMA NAPOLE BLANCO/AZUL,SH-NAP-WH-AZ/XS,SHNAPWHAZ/OXS,True,variant_product,Talla: XS
product_template_sh_nap_wh_az,M. SHORT P/DAMA NAPOLE BLANCO/AZUL,SH-NAP-WH-AZ/S,SHNAPWHAZ/OS,True,variant_product,Talla: S
product_template_sh_nap_wh_az,M. SHORT P/DAMA NAPOLE BLANCO/AZUL,SH-NAP-WH-AZ/M,SHNAPWHAZ/OM,True,variant_product,Talla: M
product_template_sh_nap_wh_az,M. SHORT P/DAMA NAPOLE BLANCO/AZUL,SH-NAP-WH-AZ/L,SHNAPWHAZ/OL,True,variant_product,Talla: L
product_template_cam_nap_ov_az,M. CAMISA P/DAMA NAPOLI OVERSIDE AZUL,CAM-NAP-OV-AZ/S,CAMNAPOVAZ/OS,True,variant_product,Talla: S
product_template_cam_nap_ov_az,M. CAMISA P/DAMA NAPOLI OVERSIDE AZUL,CAM-NAP-OV-AZ/M,CAMNAPOVAZ/OM,True,variant_product,Talla: M
product_template_cam_nap_ov_bg,M. CAMISA P/DAMA NAPOLI OVERSIDE BEIGE,CAM-NAP-OV-BG/M,CAMNAPOVBG/OM,True,variant_product,Talla: M
product_template_cam_nap_ov_bg,M. CAMISA P/DAMA NAPOLI OVERSIDE BEIGE,CAM-NAP-OV-BG/S,CAMNAPOVBG/OS,True,variant_product,Talla: S
product_template_zp_cassini_ps_pt_blk,Zapato ZP-CASSINI-PS-PT-BLK,ZP-CASSINI-PS-PT-BLK/6,ZPCASSINIPSPTBLK/O6,True,variant_product,Talla: 6
product_template_zp_cassini_ps_pt_blk,Zapato ZP-CASSINI-PS-PT-BLK,ZP-CASSINI-PS-PT-BLK/5.5,ZPCASSINIPSPTBLK/O5.5,True,variant_product,Talla: 5.5
product_template_zp_50224_cassini_vn,Zapato ZP-50224-CASSINI-VN,ZP-50224-CASSINI-VN/10,ZP-50224-CASSINI-VN/10,True,variant_product,Talla: 10
product_template_pt_25c29118_13,Pantalon PT-25C29118-13,PT-25C29118-13/38,PT-25C29118-13/38,True,variant_product,Talla: 38
product_template_lv_25c29118_13,Leva LV-25C29118-13,LV-25C29118-13/54,LV-25C29118-13/54,True,variant_product,Talla: 54
product_template_pt_25e27122_42,Pantalon PT-25E27122-42,PT-25E27122-42/38,PT25E2712242/38,True,variant_product,Talla: 38
product_template_pt_25e27122_42,Pantalon PT-25E27122-42,PT-25E27122-42/36,PT25E2712242/36,True,variant_product,Talla: 36
product_template_pt_25e27122_42,Pantalon PT-25E27122-42,PT-25E27122-42/34,PT25E2712242/34,True,variant_product,Talla: 34
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 32-33,17605DC-14.5-S1,17605DC202591451,True,variant_product,"Talla: 14.5, Manga de Camisa: S1 - 32/33"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 32-33,17605DC-15-S1,17605DC202591501,True,variant_product,"Talla: 15, Manga de Camisa: S1 - 32/33"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 34-35,17605DC-15-S2,17605DC202591502,True,variant_product,"Talla: 15, Manga de Camisa: S2 - 34/35"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 32-33,17605DC-15.5-S1,17605DC202591551,True,variant_product,"Talla: 15.5, Manga de Camisa: S1 - 32/33"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 34-35,17605DC-15.5-S2,17605DC202591552,True,variant_product,"Talla: 15.5, Manga de Camisa: S2 - 34/35"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 32-33,17605DC-16-S1,17605DC202591601,True,variant_product,"Talla: 16, Manga de Camisa: S1 - 32/33"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 34-35,17605DC-16-S2,17605DC202591602,True,variant_product,"Talla: 16, Manga de Camisa: S2 - 34/35"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 34-35,17605DC-17-S2,17605DC202591702,True,variant_product,"Talla: 17, Manga de Camisa: S2 - 34/35"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 34-35,17605DC-16.5-S2,17605DC202591652,True,variant_product,"Talla: 16.5, Manga de Camisa: S2 - 34/35"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 32-33,17605DC-17-S1,17605DC202591701,True,variant_product,"Talla: 17, Manga de Camisa: S1 - 32/33"
product_template_17605dc,H. CAMISA D/P BLACK BRUNO CASSINI 32-33,17605DC-16.5-S1,17605DC202591651,True,variant_product,"Talla: 16.5, Manga de Camisa: S1 - 32/33"
product_template_18001,Camisa 18001,18001-17.5-S2,18001202591752,True,variant_product,"Talla: 17.5, Manga de Camisa: S2 - 34/35"
product_template_18001,Camisa 18001,18001-16.5-S1,18001202591651,True,variant_product,"Talla: 16.5, Manga de Camisa: S1 - 32/33"
product_template_5010,Camisa 5010,5010-16.5-S1,5010202591651,True,variant_product,"Talla: 16.5, Manga de Camisa: S1 - 32/33"
product_template_5010,Camisa 5010,5010-16.5-S2,5010202591652,True,variant_product,"Talla: 16.5, Manga de Camisa: S2 - 34/35"
product_template_5010,Camisa 5010,5010-17-S1,5010202591701,True,variant_product,"Talla: 17, Manga de Camisa: S1 - 32/33"
product_template_8020_1,H. CAMISA P/S BRUNO CASSINI LINO WHITE,8020-1/M,8020120259M01,True,variant_product,Talla: M
product_template_11303,Camisa 11303,11303-14.5-S1,11303202591451,True,variant_product,"Talla: 14.5, Manga de Camisa: S1 - 32/33"
product_template_11303,Camisa 11303,11303-15-S1,11303202591501,True,variant_product,"Talla: 15, Manga de Camisa: S1 - 32/33"
product_template_11303,Camisa 11303,11303-15-S2,11303202591502,True,variant_product,"Talla: 15, Manga de Camisa: S2 - 34/35"
product_template_11303,Camisa 11303,11303-15.5-S1,11303202591551,True,variant_product,"Talla: 15.5, Manga de Camisa: S1 - 32/33"
product_template_11303,Camisa 11303,11303-15.5-S2,11303202591552,True,variant_product,"Talla: 15.5, Manga de Camisa: S2 - 34/35"
product_template_5010,Camisa 5010,5010-17.5-S2,5010202591752,True,variant_product,"Talla: 17.5, Manga de Camisa: S2 - 34/35"
product_template_5010,Camisa 5010,5010-17-S2,5010202591702,True,variant_product,"Talla: 17, Manga de Camisa: S2 - 34/35"
product_template_11303,Camisa 11303,11303-16-S1,11303202591601,True,variant_product,"Talla: 16, Manga de Camisa: S1 - 32/33"
product_template_11303,Camisa 11303,11303-16-S2,11303202591602,True,variant_product,"Talla: 16, Manga de Camisa: S2 - 34/35"
product_template_11303,Camisa 11303,11303-16.5-S1,11303202591651,True,variant_product,"Talla: 16.5, Manga de Camisa: S1 - 32/33"
product_template_11303,Camisa 11303,11303-16.5-S2,11303202591652,True,variant_product,"Talla: 16.5, Manga de Camisa: S2 - 34/35"
product_template_11303,Camisa 11303,11303-17-S1,11303202591701,True,variant_product,"Talla: 17, Manga de Camisa: S1 - 32/33"
product_template_11303,Camisa 11303,11303-17-S2,11303202591702,True,variant_product,"Talla: 17, Manga de Camisa: S2 - 34/35"
product_template_11303,Camisa 11303,11303-17.5-S2,11303202591752,True,variant_product,"Talla: 17.5, Manga de Camisa: S2 - 34/35"
product_template_11304,Camisa 11304,11304-14.5-S1,11304202591451,True,variant_product,"Talla: 14.5, Manga de Camisa: S1 - 32/33"
product_template_11304,Camisa 11304,11304-15-S1,11304202591501,True,variant_product,"Talla: 15, Manga de Camisa: S1 - 32/33"
product_template_11304,Camisa 11304,11304-15-S2,11304202591502,True,variant_product,"Talla: 15, Manga de Camisa: S2 - 34/35"
product_template_11304,Camisa 11304,11304-15.5-S1,11304202591551,True,variant_product,"Talla: 15.5, Manga de Camisa: S1 - 32/33"
product_template_11304,Camisa 11304,11304-15.5-S2,11304202591552,True,variant_product,"Talla: 15.5, Manga de Camisa: S2 - 34/35"
product_template_11304,Camisa 11304,11304-16-S1,11304202591601,True,variant_product,"Talla: 16, Manga de Camisa: S1 - 32/33"
product_template_11304,Camisa 11304,11304-16-S2,11304202591602,True,variant_product,"Talla: 16, Manga de Camisa: S2 - 34/35"
product_template_11304,Camisa 11304,11304-16.5-S1,11304202591651,True,variant_product,"Talla: 16.5, Manga de Camisa: S1 - 32/33"
product_template_11304,Camisa 11304,11304-16.5-S2,11304202591652,True,variant_product,"Talla: 16.5, Manga de Camisa: S2 - 34/35"
product_template_11304,Camisa 11304,11304-17-S1,11304202591701,True,variant_product,"Talla: 17, Manga de Camisa: S1 - 32/33"
product_template_11304,Camisa 11304,11304-17-S2,11304202591702,True,variant_product,"Talla: 17, Manga de Camisa: S2 - 34/35"
product_template_11304,Camisa 11304,11304-17.5-S2,11304202591752,True,variant_product,"Talla: 17.5, Manga de Camisa: S2 - 34/35"
product_template_8020_1,H. CAMISA P/S BRUNO CASSINI LINO WHITE,8020-1/S,8020120259S01,True,variant_product,Talla: S
product_template_18001,Camisa 18001,18001-15-S1,18001202591501,True,variant_product,"Talla: 15, Manga de Camisa: S1 - 32/33"
product_template_18001,Camisa 18001,18001-15-S2,18001202591502,True,variant_product,"Talla: 15, Manga de Camisa: S2 - 34/35"
product_template_18001,Camisa 18001,18001-16-S1,18001202591601,True,variant_product,"Talla: 16, Manga de Camisa: S1 - 32/33"
product_template_18001,Camisa 18001,18001-16-S2,18001202591602,True,variant_product,"Talla: 16, Manga de Camisa: S2 - 34/35"
product_template_18001,Camisa 18001,18001-17-S2,18001202591702,True,variant_product,"Talla: 17, Manga de Camisa: S2 - 34/35"
product_template_18001,Camisa 18001,18001-15.5-S2,18001202591552,True,variant_product,"Talla: 15.5, Manga de Camisa: S2 - 34/35"
product_template_18001,Camisa 18001,18001-15.5-S1,18001202591551,True,variant_product,"Talla: 15.5, Manga de Camisa: S1 - 32/33"
product_template_18001,Camisa 18001,18001-17-S1,18001202591701,True,variant_product,"Talla: 17, Manga de Camisa: S1 - 32/33"
product_template_18001,Camisa 18001,18001-16.5-S2,18001202591652,True,variant_product,"Talla: 16.5, Manga de Camisa: S2 - 34/35"
product_template_18001,Camisa 18001,18001-14.5-S1,18001202591451,True,variant_product,"Talla: 14.5, Manga de Camisa: S1 - 32/33"
product_template_17604bg_dc,H. CAMISA D/P BIG SIZE BRUNO CASSINI DARK BLUE 32-33,17604BG-DC-18.5-S1,1760425BGDC1851,True,variant_product,"Talla: 18.5, Manga de Camisa: S1 - 32/33"
product_template_17604bg_dc,H. CAMISA D/P BIG SIZE BRUNO CASSINI DARK BLUE 34-35,17604BG-DC-19-S2,1760425BGDC1902,True,variant_product,"Talla: 19, Manga de Camisa: S2 - 34/35"
product_template_8020_55,H. CAMISA P/S BRUNO CASSINI LINO OLIVO,8020-55/M,8020552259M01,True,variant_product,Talla: M
product_template_17604bg_dc,H. CAMISA D/P BIG SIZE BRUNO CASSINI DARK BLUE 34-35,17604BG-DC-20-S2,1760425BGDC2002,True,variant_product,"Talla: 20, Manga de Camisa: S2 - 34/35"
product_template_17604dc,H. CAMISA D/P DARK BLUE BRUNO CASSINI 32-33,17604DC-14.5-S1,17604DC202491451,True,variant_product,"Talla: 14.5, Manga de Camisa: S1 - 32/33"
product_template_8020_105,H. CAMISA P/S BRUNO CASSINI LINO BROWN,8020-105/L,8020105259L01,True,variant_product,Talla: L
product_template_8020_105,H. CAMISA P/S BRUNO CASSINI LINO BROWN,8020-105/M,8020105259M01,True,variant_product,Talla: M
product_template_17604dc,H. CAMISA D/P DARK BLUE BRUNO CASSINI 34-35,17604DC-15-S2,17604DC202491502,True,variant_product,"Talla: 15, Manga de Camisa: S2 - 34/35"
product_template_8020_55,H. CAMISA P/S BRUNO CASSINI LINO OLIVO,8020-55/L,8020552259L01,True,variant_product,Talla: L
product_template_17601bg_dc,H. CAMISA D/P BIG SIZE BRUNO CASSINI WHITE 32-33,17601BG-DC-18-S1,1760125BGDC1801,True,variant_product,"Talla: 18, Manga de Camisa: S1 - 32/33"
product_template_17601bg_dc,H. CAMISA D/P BIG SIZE BRUNO CASSINI WHITE 34-35,17601BG-DC-18-S2,1760125BGDC1802,True,variant_product,"Talla: 18, Manga de Camisa: S2 - 34/35"
product_template_17601bg_dc,H. CAMISA D/P BIG SIZE BRUNO CASSINI WHITE 32-33,17601BG-DC-18.5-S1,1760125BGDC1851,True,variant_product,"Talla: 18.5, Manga de Camisa: S1 - 32/33"
product_template_17604bg,H. CAMISA P/S BIG SIZE BRUNO CASSINI DARK BLUE 32-33,17604BG-19-S1,176042022011901,True,variant_product,"Talla: 19, Manga de Camisa: S1 - 32/33"
product_template_17604bg,H. CAMISA P/S BIG SIZE BRUNO CASSINI DARK BLUE 34-35,17604BG-19-S2,176042022011902,True,variant_product,"Talla: 19, Manga de Camisa: S2 - 34/35"
product_template_8020_3,H. CAMISA P/S BRUNO CASSINI LINO BLACK,8020-3/XXL,8020320259XXL1,True,variant_product,Talla: XXL
product_template_17604bg,H. CAMISA P/S BIG SIZE BRUNO CASSINI DARK BLUE 34-35,17604BG-18-S2,176042022011802,True,variant_product,"Talla: 18, Manga de Camisa: S2 - 34/35"
product_template_17601bg_dc,H. CAMISA D/P BIG SIZE BRUNO CASSINI WHITE 34-35,17601BG-DC-20-S2,1760125BGDC2002,True,variant_product,"Talla: 20, Manga de Camisa: S2 - 34/35"
product_template_8020_3,H. CAMISA P/S BRUNO CASSINI LINO BLACK,8020-3/XL,8020320259XL1,True,variant_product,Talla: XL
product_template_8020_3,H. CAMISA P/S BRUNO CASSINI LINO BLACK,8020-3/S,8020320259S01,True,variant_product,Talla: S
product_template_8020_4,H. CAMISA P/S BRUNO CASSINI LINO NAVY,8020-4/M,8020420259M01,True,variant_product,Talla: M
product_template_8020_3,H. CAMISA P/S BRUNO CASSINI LINO BLACK,8020-3/M,8020320259M01,True,variant_product,Talla: M
