odoo_ext_id,tmpl_id,tmpl_name,variant_values,reason
__export__.product_product_93526_22413947,__import__.product_template_k820_3,H. CAMISA P/S BRUNO CASSINI BLUE POINT 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93434_8452243a,__import__.product_template_k818_3,H. CAMISA P/S BRUNO CASSINI BLUE POINT 34-35,Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_93435_46154619,__import__.product_template_k818_3,H. CAMISA P/S BRUNO CASSINI BLUE POINT 34-35,Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_93347_ae9a83bf,__import__.product_template_c1100_1_2,H. CAMISA P/S BRUNO CASSINI CUADRO BLUE 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93356_592056da,__import__.product_template_c1100_1_2,H. CAMISA P/S BRUNO CASSINI CUADRO BLUE 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93537_dd63ddd6,__import__.product_template_c1100_2,H. CAMISA P/S BRUNO CASSINI CUADRO BLUE 32-33 (c1100_2),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93548_320a78f7,__import__.product_template_c1100_2,H. CAMISA P/S BRUNO CASSINI CUADRO BLUE 32-33 (c1100_2),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93324_010c2465,__import__.product_template_c1100_1,H. CAMISA P/S BRUNO CASSINI CUADRO CELESTE 34-35,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93335_46ff846e,__import__.product_template_c1100_1,H. CAMISA P/S BRUNO CASSINI CUADRO CELESTE 34-35,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93362_a761cd0e,__import__.product_template_c1100_9_2,H. CAMISA P/S BRUNO CASSINI CUADRO SKY 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93576_229089c8,__import__.product_template_c1100_9,H. CAMISA P/S BRUNO CASSINI CUADRO SKY 32-33 (c1100_9),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93444_e4b6a012,__import__.product_template_ad7025p8_7,H. CAMISA P/S BRUNO CASSINI CUADROS BLUE 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93455_376ed7f7,__import__.product_template_ad7025p8_7,H. CAMISA P/S BRUNO CASSINI CUADROS BLUE 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93600_a1394f29,__import__.product_template_ad7025p8_10,H. CAMISA P/S BRUNO CASSINI CUADROS ORANGE 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93611_df3fbdf4,__import__.product_template_ad7025p8_10,H. CAMISA P/S BRUNO CASSINI CUADROS ORANGE 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93464_be64484c,__import__.product_template_ad7025p8_2,H. CAMISA P/S BRUNO CASSINI CUADROS SKY BLUE 34-35,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93620_a4262c55,__import__.product_template_ad7025p8_3,H. CAMISA P/S BRUNO CASSINI CUADROS VIOLET 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_94569_de169ed4,__import__.product_template_hd42_126l,H. CAMISA P/S BRUNO CASSINI LIGHT BLUE 32-33 (hd42_126l),Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_94570_79cf9bb6,__import__.product_template_hd42_126l,H. CAMISA P/S BRUNO CASSINI LIGHT BLUE 32-33 (hd42_126l),Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_94545_2beeb1fc,__import__.product_template_603_3,H. CAMISA P/S BRUNO CASSINI LINEN BLUE 32-33 (603_3),Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_94546_d2cd607f,__import__.product_template_603_3,H. CAMISA P/S BRUNO CASSINI LINEN BLUE 32-33 (603_3),Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_93558_6ea7fc27,__import__.product_template_605_3,H. CAMISA P/S BRUNO CASSINI LINEN BLUE 32-33 (605_3),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93569_f5af265e,__import__.product_template_605_3,H. CAMISA P/S BRUNO CASSINI LINEN BLUE 32-33 (605_3),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93393_23407676,__import__.product_template_603_9,H. CAMISA P/S BRUNO CASSINI LINEN ORANGE 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93404_bbf3a1ce,__import__.product_template_603_9,H. CAMISA P/S BRUNO CASSINI LINEN ORANGE 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93422_7e97ad0f,__import__.product_template_603_4,H. CAMISA P/S BRUNO CASSINI LINEN RED 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93431_a3edd152,__import__.product_template_603_4,H. CAMISA P/S BRUNO CASSINI LINEN RED 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93410_8268ee7e,__import__.product_template_603_2,H. CAMISA P/S BRUNO CASSINI LINEN SKY 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_88506_8153958a,__import__.product_template_cm0005mbu,H. CAMISA P/S BRUNO CASSINI M. BLUE 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_88482_7723097a,__import__.product_template_1_18,H. CAMISA P/S BRUNO CASSINI PURPLE 32-33,Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_88483_bbde51c1,__import__.product_template_1_18,H. CAMISA P/S BRUNO CASSINI PURPLE 32-33,Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_93476_aa80a45b,__import__.product_template_k820_6,H. CAMISA P/S BRUNO CASSINI RED POINT 32-33,Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_93477_5db6ed36,__import__.product_template_k820_6,H. CAMISA P/S BRUNO CASSINI RED POINT 32-33,Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_88533_0b78c449,__import__.product_template_ss23101_02,H. CAMISA P/S BRUNO CASSINI SKY BLUE 32-33,"Talla: 15.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_88565_216f1a60,__import__.product_template_4s22026_2,H. CAMISA P/S BRUNO CASSINI SKY BLUE 32-33 (4s22026_2),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_88570_83fb1950,__import__.product_template_4s22026_2,H. CAMISA P/S BRUNO CASSINI SKY BLUE 32-33 (4s22026_2),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_93374_b78ab7fa,__import__.product_template_a3025,H. CAMISA P/S BRUNO CASSINI WHITE 32-33 (a3025),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_93383_f47720a2,__import__.product_template_a3025,H. CAMISA P/S BRUNO CASSINI WHITE 32-33 (a3025),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_94509_4d0322cf,__import__.product_template_150_3,H. CAMISA P/S BRUNO CASSINI WHITE 34-35 (150_3),Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_94510_883b1fe4,__import__.product_template_150_3,H. CAMISA P/S BRUNO CASSINI WHITE 34-35 (150_3),Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_88588_a566711f,__import__.product_template_4s22009_1,H. CAMISA P/S BRUNO CASSINI WHITE 34-35 (4s22009_1),Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_88589_611d8c25,__import__.product_template_4s22009_1,H. CAMISA P/S BRUNO CASSINI WHITE 34-35 (4s22009_1),Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_93521_fd603da8,__import__.product_template_k818_1,H. CAMISA P/S BRUNO CASSINI WHITE 34-35 (k818_1),Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_93522_9feb2324,__import__.product_template_k818_1,H. CAMISA P/S BRUNO CASSINI WHITE 34-35 (k818_1),Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_87300_e1658f1e,__import__.product_template_a108_24,H. CAMISA P/S CORAL BRUNO CASSINI 34-35,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87311_8911a724,__import__.product_template_a108_24,H. CAMISA P/S CORAL BRUNO CASSINI 34-35,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87492_1f03590d,__import__.product_template_a108_7,H. CAMISA P/S LIGHT BLUE BRUNO CASSINI 32-33,"Talla: 15.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87493_ef0b043b,__import__.product_template_a108_7,H. CAMISA P/S LIGHT BLUE BRUNO CASSINI 32-33,"Talla: 17,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87495_14cf2a90,__import__.product_template_a108_7,H. CAMISA P/S LIGHT BLUE BRUNO CASSINI 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87498_f2243b9b,__import__.product_template_a158_3,H. CAMISA P/S LIGHT BLUE BRUNO CASSINI 34-35 (a158_3),Manga de Camisa: S1 - 32/33,Not present in Phase 2 or simple CSV
__export__.product_product_87499_2a72b7cf,__import__.product_template_a158_3,H. CAMISA P/S LIGHT BLUE BRUNO CASSINI 34-35 (a158_3),Manga de Camisa: S2 - 34/35,Not present in Phase 2 or simple CSV
__export__.product_product_87273_1bff9e50,__import__.product_template_str3,H. CAMISA P/S LINEN LIGHT BLUE BRUNO CASSINI 34-35,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87377_acc97786,__import__.product_template_a126_10,H. CAMISA P/S PURPLE BRUNO CASSINI 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_85916_4d1f3d9b,__import__.product_template_ht8811_2,H. CAMISA P/S ROSE BRUNO CASSINI 34-35,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_85927_78be568f,__import__.product_template_ht8811_2,H. CAMISA P/S ROSE BRUNO CASSINI 34-35,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_85954_6250c3ef,__import__.product_template_ht1965_2,H. CAMISA P/S SQUARE BLUE BRUNO CASSINI 34-35,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86030_0960c074,__import__.product_template_ht2082_3,H. CAMISA P/S SQUARE BLUE BRUNO CASSINI 34-35 (ht2082_3),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86034_3f917989,__import__.product_template_ht2082_3,H. CAMISA P/S SQUARE BLUE BRUNO CASSINI 34-35 (ht2082_3),"Talla: 15.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86041_738dcc26,__import__.product_template_ht2082_3,H. CAMISA P/S SQUARE BLUE BRUNO CASSINI 34-35 (ht2082_3),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_85936_732d6ff6,__import__.product_template_ht1739_5,H. CAMISA P/S STRIPE BLUE BRUNO CASSINI 34-35,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_85964_54f112ca,__import__.product_template_ht2081_3,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_85975_cca9d8f5,__import__.product_template_ht2081_3,H. CAMISA P/S WHITE BRUNO CASSINI 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87541_5d759c35,__import__.product_template_a108_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (a108_1),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87552_1f563e69,__import__.product_template_a108_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (a108_1),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87423_c0b928c9,__import__.product_template_a156_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (a156_1),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87432_f03d9227,__import__.product_template_a156_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (a156_1),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87520_208469b8,__import__.product_template_a163_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (a163_1),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87531_ad5a7495,__import__.product_template_a163_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (a163_1),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86141_cf6d25bb,__import__.product_template_ht1840_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht1840_1),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86152_1fa75f34,__import__.product_template_ht1840_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht1840_1),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86099_6776eee9,__import__.product_template_ht2231_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht2231_1),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86110_dcb9f403,__import__.product_template_ht2231_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht2231_1),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86183_48328b3c,__import__.product_template_ht2231_7,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht2231_7),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86194_4ccceec4,__import__.product_template_ht2231_7,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht2231_7),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86120_8dccea4d,__import__.product_template_ht8811_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht8811_1),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86131_591a48a1,__import__.product_template_ht8811_1,H. CAMISA P/S WHITE BRUNO CASSINI 32-33 (ht8811_1),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86051_51041295,__import__.product_template_ht2102_81,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86062_6a26e0b7,__import__.product_template_ht2102_81,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87584_7c0ab0d1,__import__.product_template_a115_1,H. CAMISA P/S WHITE BRUNO CASSINI 34-35 (a115_1),,Not present in Phase 2 or simple CSV
__export__.product_product_87455_ace49ba9,__import__.product_template_a151_1,H. CAMISA P/S WHITE BRUNO CASSINI 34-35 (a151_1),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87462_df2bfc61,__import__.product_template_a151_1,H. CAMISA P/S WHITE BRUNO CASSINI 34-35 (a151_1),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86162_13de5b0b,__import__.product_template_ht1840_2,H. CAMISA P/S WHITE BRUNO CASSINI 34-35 (ht1840_2),"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_86173_cfb416f3,__import__.product_template_ht1840_2,H. CAMISA P/S WHITE BRUNO CASSINI 34-35 (ht1840_2),"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_87216_e196a667,__import__.product_template_17601_sk,H. CAMISA P/SMOKING WHITE BRUNO CASSINI 32-33,"Talla: 14.5,Manga de Camisa: S2 - 34/35",Not present in Phase 2 or simple CSV
__export__.product_product_87227_075cb199,__import__.product_template_17601_sk,H. CAMISA P/SMOKING WHITE BRUNO CASSINI 32-33,"Talla: 17.5,Manga de Camisa: S1 - 32/33",Not present in Phase 2 or simple CSV
__export__.product_product_86996_18aa4a9e,__import__.product_template_cmst_cv_b90_002gu,H. CAMISETA P/CABALLEROS CARVEN,,Not present in Phase 2 or simple CSV
__export__.product_product_86995_987f3c83,__import__.product_template_cmst_cv_b90_002wi,H. CAMISETA P/CABALLEROS WINE CARVEN,,Not present in Phase 2 or simple CSV
__export__.product_product_93276_8ad43bb0,__import__.product_template_442199090_37,H. HORMA P/ZAPATOS BRUNO CASSINI TL 37-38,,Not present in Phase 2 or simple CSV
__export__.product_product_93277_bb2f5038,__import__.product_template_442199090_39,H. HORMA P/ZAPATOS BRUNO CASSINI TL 39-40,,Not present in Phase 2 or simple CSV
__export__.product_product_93278_81f88da2,__import__.product_template_442199090_41,H. HORMA P/ZAPATOS BRUNO CASSINI TL 41-42,,Not present in Phase 2 or simple CSV
__export__.product_product_93279_1eb79e50,__import__.product_template_442199090_43,H. HORMA P/ZAPATOS BRUNO CASSINI TL 43-44,,Not present in Phase 2 or simple CSV
__export__.product_product_86994_d735a127,__import__.product_template_pt_cv_b90_001hgr,H. PANTALON P/CABALLERO CARVEN (pt_cv_b90_001hgr),,Not present in Phase 2 or simple CSV
__export__.product_product_86991_16d9c26a,__import__.product_template_pt_cv_b90_002gu,H. PANTALON P/CABALLERO CARVEN (pt_cv_b90_002gu),,Not present in Phase 2 or simple CSV
__export__.product_product_86990_4a8a1710,__import__.product_template_pt_cv_b90_002wi,H. PANTALON P/CABALLERO CARVEN (pt_cv_b90_002wi),,Not present in Phase 2 or simple CSV
__export__.product_product_88063_7d16324f,__import__.product_template_lbpc_a31_254r_dknv,H. POLO LONG BEACH M/C P/CABALLERO DARK NAVY,,Not present in Phase 2 or simple CSV
__export__.product_product_95559_56f4c309,__import__.product_template_j,JUMPER,,Not present in Phase 2 or simple CSV
__export__.product_product_95588_c283ac30,__import__.product_template_px_nztd,LED DOWN LIGHT 30W 6000-6500K,,Not present in Phase 2 or simple CSV
__export__.product_product_86804_9103f592,__import__.product_template_23e4246_15,Leva 23E4246-15,,Not present in Phase 2 or simple CSV
__export__.product_product_86667_4872e6a5,__import__.product_template_lv_008_black_2,Leva LV-008-BLACK-2,,Not present in Phase 2 or simple CSV
__export__.product_product_89620_e8eeb763,__import__.product_template_lv_12342_1,Leva LV-12342-1,,Not present in Phase 2 or simple CSV
__export__.product_product_88433_c27d683b,__import__.product_template_lv_17001_9,Leva LV-17001-9,,Not present in Phase 2 or simple CSV
__export__.product_product_86637_77c6000d,__import__.product_template_lv_23a29607_32,Leva LV-23A29607-32,,Not present in Phase 2 or simple CSV
__export__.product_product_86668_0a28b4c4,__import__.product_template_lv_23c25168_220,Leva LV-23C25168-220,,Not present in Phase 2 or simple CSV
__export__.product_product_86976_097903f2,__import__.product_template_lv_23e3705_25,Leva LV-23E3705-25,,Not present in Phase 2 or simple CSV
__export__.product_product_86345_7c7e0c4a,__import__.product_template_lv_24b11210_100,Leva LV-24B11210-100,,Not present in Phase 2 or simple CSV
__export__.product_product_86622_3d976fe5,__import__.product_template_lv_24c28061_76,Leva LV-24C28061-76,,Not present in Phase 2 or simple CSV
__export__.product_product_85716_0ce09386,__import__.product_template_lv_25c29118_13,Leva LV-25C29118-13,,Not present in Phase 2 or simple CSV
__export__.product_product_88339_11398544,__import__.product_template_lv_gb_g11_002,Leva LV-GB-G11-002,,Not present in Phase 2 or simple CSV
__export__.product_product_88427_e56d0936,__import__.product_template_lv_tl10_658a,Leva LV-TL10-658A,,Not present in Phase 2 or simple CSV
__export__.product_product_96176_bc9cc139,__import__.product_template_9039_bl,M. BIKINI JUNIOR BLANCO FLOR,,Not present in Phase 2 or simple CSV
__export__.product_product_87747_9aa1441f,__import__.product_template_pb,M. BRAZALETES P/DAMA VARIOS MODELOS,,Not present in Phase 2 or simple CSV
__export__.product_product_88973_a968e8ec,__import__.product_template_t1005b_fuc_sep,M. CAMISA P/DAMA FUCHSIA,,Not present in Phase 2 or simple CSV
__export__.product_product_95906_a42bd33e,__import__.product_template_sabi_fiesta,M. CARTERA DE FIESTA VARIOS MD,,Not present in Phase 2 or simple CSV
__export__.product_product_94917_9ffdb259,__import__.product_template_dfb3011_blanco,M. CONJUNTO PANT+ TOP P/DAMA BLANCO DANFIVE,,Not present in Phase 2 or simple CSV
__export__.product_product_94152_dca8ac28,__import__.product_template_jy,M. JOYERO P/DAMA VARIOS MODELOS,,Not present in Phase 2 or simple CSV
__export__.product_product_88261_3b633295,__import__.product_template_set_mili_nara_bl,M. SET P/DAMA ARENA MILI NARA,,Not present in Phase 2 or simple CSV
__export__.product_product_88269_69862500,__import__.product_template_set_lucero_n,M. SET P/DAMA PISTACHIO LUCERO,,Not present in Phase 2 or simple CSV
__export__.product_product_94181_b5e8e3a2,__import__.product_template_1100_bg,M. TOP P/DAMA BEIGE,,Not present in Phase 2 or simple CSV
__export__.product_product_94184_1d64944e,__import__.product_template_2007_bg,M. TOP P/DAMA BEIGE (2007_bg),,Not present in Phase 2 or simple CSV
__export__.product_product_94179_96b3b4a0,__import__.product_template_5000_bg,M. TOP P/DAMA BIEGE,,Not present in Phase 2 or simple CSV
__export__.product_product_94182_ed464b0f,__import__.product_template_1100_bl,M. TOP P/DAMA BLACK,,Not present in Phase 2 or simple CSV
__export__.product_product_94183_6d521558,__import__.product_template_2007_bl,M. TOP P/DAMA BLACK (2007_bl),,Not present in Phase 2 or simple CSV
__export__.product_product_94180_4a475209,__import__.product_template_5000_wh,M. TOP P/DAMA WHITE,,Not present in Phase 2 or simple CSV
__export__.product_product_94185_c12afcbb,__import__.product_template_2007_wh,M. TOP P/DAMA WHITE (2007_wh),,Not present in Phase 2 or simple CSV
__export__.product_product_88268_50501313,__import__.product_template_ve_destello,M. VESTIDO AZUL DESTELLO,,Not present in Phase 2 or simple CSV
__export__.product_product_86685_b64a3dc2,__import__.product_template_ref_elena_az,M. VESTIDO MOPA AZUL (ref_elena_az),,Not present in Phase 2 or simple CSV
__export__.product_product_86672_df5448ea,__import__.product_template_ref_margarita_rj,M. VESTIDO MOPA ESTAMPADO ROJO,,Not present in Phase 2 or simple CSV
__export__.product_product_86671_8c2e999a,__import__.product_template_ref_clara_ve,M. VESTIDO MOPA VERDE,,Not present in Phase 2 or simple CSV
__export__.product_product_89492_7e6a8d93,__import__.product_template_ve_isa_rj,M. VESTIDO P/DAMA ISA ROJO AZUL,,Not present in Phase 2 or simple CSV
__export__.product_product_89491_4d779af7,__import__.product_template_ve_madison_ve,M. VESTIDO P/DAMA MADISON VERDE,,Not present in Phase 2 or simple CSV
__export__.product_product_89488_f1232dac,__import__.product_template_ve_yesica_wh,M. VESTIDO P/DAMA YESICA BLANCO,,Not present in Phase 2 or simple CSV
__export__.product_product_89595_cb01a226,__import__.product_template_ve_yesica_na,M. VESTIDO YESICA P/DAMA NARANJA,,Not present in Phase 2 or simple CSV
__export__.product_product_88318_bea6cece,__import__.product_template_z_3125_pl,M. ZAPATO P/DAMA PLATA DFV,,Not present in Phase 2 or simple CSV
__export__.product_product_88319_60c3a3f6,__import__.product_template_z_3130_pl,M. ZAPATO P/DAMA PLATA DFV (z_3130_pl),,Not present in Phase 2 or simple CSV
__export__.product_product_96390_f365fd4e,__import__.product_template_12110black,M.BRASSIERE CHAMELA,,Not present in Phase 2 or simple CSV
__export__.product_product_96180_3c2291eb,__import__.product_template_8656bl,M.PRINCIPIANTE BLUE 08,,Not present in Phase 2 or simple CSV
__export__.product_product_95967_7ae16af8,__import__.product_template_pt_rs3688_blk_m,PANTALON DE TERNO P/DAMA BRUNO CASSINI (pt_rs3688_blk_m),,Not present in Phase 2 or simple CSV
__export__.product_product_87096_1986156a,__import__.product_template_pant_prisila,PANTALON PRISILA,,Not present in Phase 2 or simple CSV
__export__.product_product_95945_11419a49,__import__.product_template_pv,PANTALONETA DE NINO SOLEI,,Not present in Phase 2 or simple CSV
__export__.product_product_86977_d0426eca,__import__.product_template_pt_10036a_8_495,Pantalon PT-10036A-8-495,,Not present in Phase 2 or simple CSV
__export__.product_product_86636_11baec90,__import__.product_template_pt_2070_2,Pantalon PT-2070-2,,Not present in Phase 2 or simple CSV
__export__.product_product_86832_7dccc830,__import__.product_template_pt_24c29918_16,Pantalon PT-24C29918-16,,Not present in Phase 2 or simple CSV
__export__.product_product_85613_e14dd2b4,__import__.product_template_pt_24e2712_3,Pantalon PT-24E2712-3,,Not present in Phase 2 or simple CSV
__export__.product_product_85603_85cdaa27,__import__.product_template_pt_24e510097_5,Pantalon PT-24E510097-5,,Not present in Phase 2 or simple CSV
__export__.product_product_85560_2db83960,__import__.product_template_pt_25c29118_10,Pantalon PT-25C29118-10,,Not present in Phase 2 or simple CSV
__export__.product_product_85715_c9711077,__import__.product_template_pt_25c29118_13,Pantalon PT-25C29118-13,,Not present in Phase 2 or simple CSV
__export__.product_product_86989_f50ea7a1,__import__.product_template_pt_312010_4,Pantalon PT-312010-4,,Not present in Phase 2 or simple CSV
__export__.product_product_86988_2ab3f000,__import__.product_template_pt_3742_1,Pantalon PT-3742-1,,Not present in Phase 2 or simple CSV
__export__.product_product_88338_27bbae5c,__import__.product_template_pt_3803_50,Pantalon PT-3803/50,,Not present in Phase 2 or simple CSV
__export__.product_product_89024_aed944b3,__import__.product_template_pt_9a700112_3,Pantalon PT-9A700112-3,,Not present in Phase 2 or simple CSV
