DISTRIBUCIONES LORTIZ DIST LORTIZ DLORTIZ S.A.;;;;;;;;;;;;;;;;;;
Reporte de Saldos de Inventario por Bodega;;;;;;;;;;;;;;;;;;
Fecha de Corte: 2026-05-08;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código;Categoría;Producto;Unidad;Código de catálogo;PVP;Costo;Marca;Almacenes;Bodegas Principales;Bodegas Showroom;Oficina Adams;Bodega Mercaderia en Transito;Bodega 2;Bodega Web;BODEGAS BATAN;Bodegas Muestras;BODEGAS TEMPORALES LAVANDERIA;Total General
TOP-SLEVES-BURG/L;TOP / DAMAS;TOP SLEVES BURGUNDY;Unidad;DRESS FORUM;58,17;23,26;;;;;;;;;;;;0,00
TOP-SLEVES-BURG/M;TOP / DAMAS;TOP SLEVES BURGUNDY;Unidad;DRESS FORUM;58,17;23,26;;1,00;;;;;;;;;;1,00
TOP-SLEVES-BURG/S;TOP / DAMAS;TOP SLEVES BURGUNDY;Unidad;DRESS FORUM;58,17;23,26;;1,00;;;;;;;;;;1,00
TOP-SLEVES-ESM/L;TOP / DAMAS;TOP SLEVES KNIT EMERALD;Unidad;DRESS FORUM;52,09;20,75;;2,00;;;;;;;;;;2,00
TOP-SLEVES-ESM/M;TOP / DAMAS;TOP SLEVES KNIT EMERALD;Unidad;DRESS FORUM;52,09;20,75;;2,00;;;;;;;;;;2,00
TOP-SLEVES-ESM/S;TOP / DAMAS;TOP SLEVES KNIT EMERALD;Unidad;DRESS FORUM;52,09;20,75;;1,00;;;;;;;;;;1,00
TOP-VILMA-B/L;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;;;;;;;;;;;0,00
TOP-VILMA-B/M;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;;;;;;;;;;;0,00
TOP-VILMA-B/S;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;1,00;;;;;;;;;;1,00
TOP-VILMA-F/L;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;1,00;;;;;;;;;;1,00
TOP-VILMA-F/M;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;;;;;;;;;;;0,00
TOP-VILMA-F/S;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;1,00;;;;;;;;;;1,00
TOP-VILMA-RO/L;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;1,00;;;;;;;;;;1,00
TOP-VILMA-RO/M;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;;;;;;;;;;;0,00
TOP-VILMA-RO/S;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;1,00;;;;;;;;;;1,00
TOP-VILMA-RO/XL;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;;;;;;;;;;;0,00
TOP-VILMA-RO/XXL;TOP / DAMAS;TOP MOPA ROJO-BLANCO-FUCSIA;Unidad;7DIC2024- KERLY LLERENA;52,96;24,25;;;;;;;;;;;;0,00
TORRY-CART;CARTERA;M. CARTERA P/DAMA VARIOS MODELOS;Unidad;20220818-CARTERAS;60,78;35;;2,00;;;;;;;;;;2,00
TP-481F036N/L;TOP / DAMAS;M. TOP P/DAMAS VEROLA;Unidad;20240411-KERLY LLERENA;46;22,95;;;;;;;;;;;;0,00
TP-481F036N/M;TOP / DAMAS;M. TOP P/DAMAS VEROLA;Unidad;20240411-KERLY LLERENA;46;22,95;;;;;;;;;;;;0,00
TP-9449-6-WI/L;PANTALON / DAMA ;M. WIIDE LEG PANTS WINE;Unidad;20220827-FATCARD-EEUU;71,34;32,04;;;;;;;;;;;;0,00
TP-9449-6-WI/M;PANTALON / DAMA ;M. WIIDE LEG PANTS WINE;Unidad;20220827-FATCARD-EEUU;71,34;32,04;;;;;;;;;;;;0,00
TP-9449-6-WI/S;PANTALON / DAMA ;M. WIIDE LEG PANTS WINE;Unidad;20220827-FATCARD-EEUU;71,34;32,04;;;;;;;;;;;;0,00
TP-9560-6-GR/L;PANTALON / DAMA ;M. TAILOR PANTS WITH NON FUCTIONAL FRONT POCKET GREEN;Unidad;20220827-FATCARD-EEUU;80,27;35,65;;;;;;;;;;;;0,00
TP-9560-6-GR/M;PANTALON / DAMA ;M. TAILOR PANTS WITH NON FUCTIONAL FRONT POCKET GREEN;Unidad;20220827-FATCARD-EEUU;80,27;35,65;;1,00;;;;;;;;;;1,00
TP-9560-6-GR/S;PANTALON / DAMA ;M. TAILOR PANTS WITH NON FUCTIONAL FRONT POCKET GREEN;Unidad;20220827-FATCARD-EEUU;80,27;35,65;;2,00;;;;;;;;;;2,00
TP-ALLEGRA-AZ/M;TOP / DAMAS;M. TOP ALLEGRA P/DAMA AZUL;Unidad;20230510-RAMIREZCOELLO;52,59;20,09;;;;;;;;;;;;0,00
TP-ALLEGRA-AZ/S;TOP / DAMAS;M. TOP ALLEGRA P/DAMA AZUL;Unidad;20230510-RAMIREZCOELLO;52,59;20,09;;;;;;;;;;;;0,00
TP-ALLEGRA-BL/L;TOP / DAMAS;M. TOP ALLEGRA P/DAMA BLANCO;Unidad;20230510-RAMIREZCOELLO;52,59;20,09;;;;;;;;;;;;0,00
TP-ALLEGRA-BL/M;TOP / DAMAS;M. TOP ALLEGRA P/DAMA BLANCO;Unidad;20230510-RAMIREZCOELLO;52,59;20,09;;;;;;;;;;;;0,00
TP-ALLEGRA-BL/S;TOP / DAMAS;M. TOP ALLEGRA P/DAMA BLANCO;Unidad;20230510-RAMIREZCOELLO;52,59;20,09;;;;;;;;;;;;0,00
TP-ALLEGRA-RJ/M;TOP / DAMAS;M. TOP ALLEGRA P/DAMA ROJO;Unidad;20230510-RAMIREZCOELLO;52,59;20,09;;;;;;;;;;;;0,00
TP-ALMA/M;BLUSA;TOP ALMA LILA T.S-M;Unidad;FACT7196-20-9-23;52,97;27,62;;;;;;;;;;;;0,00
TP-ALMA/S;BLUSA;TOP ALMA LILA T.S-M;Unidad;FACT7196-20-9-23;52,96;27,62;;1,00;;;;;;;;;;1,00
TP-KAI/L;BLUSA;TOP KAI BLANCA T.S-M-L;Unidad;FACT7196-20-9-23;61,65;32,05;;;;;;;;;;;;0,00
TP-KAI/M;BLUSA;TOP KAI BLANCA T.S-M-L;Unidad;FACT7196-20-9-23;61,65;32,05;;;;;;;;;;;;0,00
TP-KAI/S;BLUSA;TOP KAI BLANCA T.S-M-L;Unidad;FACT7196-20-9-23;61,65;32,05;;;;;;;;;;;;0,00
TP-MABEL-WH/S;TOP / DAMAS;M. TOP P/DAMAS BLANCO;Unidad;20230621-RAMIREZCOELLO;55,27;25;;;;;;;;;;;;0,00
TP-SILVIA-MO-AZ/L;TOP / DAMAS;M. TOP SILVIA P/DAMA MORADO AZUL;Unidad;20230510-RAMIREZCOELLO;55,27;21,38;;1,00;;;;;;;;;;1,00
TP-SILVIA-MO-AZ/M;TOP / DAMAS;M. TOP SILVIA P/DAMA MORADO AZUL;Unidad;20230510-RAMIREZCOELLO;55,27;21,38;;1,00;;;;;;;;;;1,00
TP-SOFIA-WH/L;TOP / DAMAS;M. TOP P/DAMAS BLANCO;Unidad;20230608-RAMIREZCOELLO;49,48;22,28;;;;;;;;;;;;0,00
TP-SOFIA-WH/M;TOP / DAMAS;M. TOP P/DAMAS BLANCO;Unidad;20230608-RAMIREZCOELLO;49,48;22,42;;;;;;;;;;;;0,00
TP001-XS;TOP / DAMAS;M. TOP P/DAMAS VARIOS MODELOS;Unidad;20222909-CONSIGNACION-ESTEFFY;24,02;21,99;;;;;;;;;;;;0,00
TR-9443-6-BL/L;JUMPER;M. MOCK NECK JUMPSUIT  BLACK;Unidad;20220827-FATCARD-EEUU;78,48;36,85;;;;;;;;;;;;0,00
TR-9443-6-BL/M;JUMPER;M. MOCK NECK JUMPSUIT  BLACK;Unidad;20220827-FATCARD-EEUU;78,48;36,85;;;;;;;;;;;;0,00
TR-9443-6-BL/S;JUMPER;M. MOCK NECK JUMPSUIT  BLACK;Unidad;20220827-FATCARD-EEUU;78,48;36,85;;;;;;;;;;;;0,00
TRAJ-M001;ROPA INTERIOR DAMA;TRAJE DE BANO VARIOS MODELOS;Unidad;;31,22;16,5;;;;;;;;;;;;0,00
TRL43836M/14;VESTIDO;VESTIDO CONNECTED TALLA 14;Unidad;VESTIDOS-NOV-2020;93,66;35;ROPA - EEUU - NOV 2020;;;;;;;;;;;0,00
TS438-3/COFFEE-7M;ZAPATOS / CABALLERO;ZAPATOS BRUNO CASSINI;Unidad;CASSINI CLASSIC;39,04;45,9;CASSINI ZAPATOS PROMOCION;;;;;;;;;;;0,00
TSM-ESTRUCTURA;ILUMINACIÓN;Estructura de Montaje Piso/ Tejado;Unidad;;100;10;;;;;;;;;;;;0,00
TSSPSF004;BLUSA;BLUSA TOMMY HILGFIGER;Unidad;;48,61;18,5;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
TT-8055-6/L;BLUSA;WOVEN TOP CONTRAST BUTTON;Unidad;202104-EEUU-ESTEFY;39,04;21,34;;;;;;;;;;;;0,00
TT-8055-6/M;BLUSA;WOVEN TOP CONTRAST BUTTON;Unidad;202104-EEUU-ESTEFY;39,04;21,34;;;;;;;;;;;;0,00
TT-8055-6/S;BLUSA;WOVEN TOP CONTRAST BUTTON;Unidad;202104-EEUU-ESTEFY;39,04;21,34;;;;;;;;;;;;0,00
TT-9499-6-SA/L;BLUSA;M. O-RING TIE WAIST SATIN BLOUSE SAGE;Unidad;20220827-FATCARD-EEUU;69,48;33,65;;;;;;;;;;;;0,00
TT-9499-6-SA/M;BLUSA;M. O-RING TIE WAIST SATIN BLOUSE SAGE;Unidad;20220827-FATCARD-EEUU;69,48;33,65;;;;;;;;;;;;0,00
TT-9499-6-SA/S;BLUSA;M. O-RING TIE WAIST SATIN BLOUSE SAGE;Unidad;20220827-FATCARD-EEUU;69,48;33,65;;;;;;;;;;;;0,00
TT4097;BLUSA;BLUSA TOSKA;Unidad;;40,07;22;;;;;;;;;;;;0,00
TX5548;BLUSA;BLUSA PASTEL;Unidad;20191205-AURADEFAS;37,3;19,23;;;;;;;;;;;;0,00
TX5548/L;BLUSA;BLUSA PASTEL TALLA L;Unidad;;37,3;19,23;;;;;;;;;;;;0,00
TX5548/S;BLUSA;BLUSA PASTEL TALLA S;Unidad;;37,3;19,23;;;;;;;;;;;;0,00
TY04-2BC-1/46;TERNO / CABALLERO ;TERNO BRUNO CASSINI 1 BOTON;Unidad;;78,17;45;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
TY04-2BC-1/48;TERNO / CABALLERO ;TERNO BRUNO CASSINI 1 BOTON;Unidad;;78,17;45;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
TY04-2BC-1/50;TERNO / CABALLERO ;TERNO BRUNO CASSINI 1 BOTON;Unidad;;78,17;45;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
TY04-2BC-2/46;TERNO / CABALLERO ;TERNO BRUNO CASSINI 2 BOTONES;Unidad;;78,17;45;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
TY04-2BC-2/48;TERNO / CABALLERO ;TERNO BRUNO CASSINI 2 BOTONES;Unidad;;78,17;45;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
TY04-2BC-2/50;TERNO / CABALLERO ;TERNO BRUNO CASSINI COMBO;Unidad;;217,3;43,42;CASSINI TERNOS - CABALLEROS;1,00;;;;;;;;;;1,00
TY07-4BC-1/48;TERNO / CABALLERO ;TERNO BRUNO CASSINI 1 BOTON;Unidad;;146;45;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
TY07-4BC-2/48;TERNO / CABALLERO ;TERNO BRUNO CASSINI 2 BOTONES;Unidad;;146;45;CASSINI TERNOS - CABALLEROS;;;;;;;;;;;0,00
UGL-1001MR;ILUMINACIÓN;LAMPARA DE PISO PARA EXTERIOR/85V-265V/50/60HZ;Unidad;;4,99;4,99;;;;1,00;;;;;;;;1,00
UGL7022;ILUMINACIÓN;LAMPARA  BASE DIRECTA;Unidad;;32;13,75;;;;;;;;;;;;0,00
UR4705-6397;VESTIDO;VESTIDO ONE CLOTHING;Unidad;;39,2;21,76;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
USJP-004;JEANS/CABALLEROS ;H.PANTALON JEANS POLO;Unidad;;74,3;22;;;;;;;;;;;;0,00
UV-ST-2020;INSUMO MEDICO/EQUIPO DE PROTECCION;EQUIPO DE ESTERILIZACION LUZ ULTRAVIOLETA  110VA;Unidad;;49,02;40;;;;;;;;;;;;0,00
V-013L;VESTIDO;VESTIDO CORTO P/DAMA RED;Unidad;20200204-MEYMOR;111,52;50;;;;;;;;;;;;0,00
V-1837;VESTIDO;VESTIDO LARGO COLORS;Unidad;VESTIDOS-NOV-2018;202,59;96,45;VESTIDOS-NOV-2018 AURA DEFAS;;;;;;;;;;;0,00
V0779;ROPA INTERIOR DAMA;VESTIDO LARGO JUNO;Unidad;;66,9;50;;;;;;;;;;;;0,00
V210327;VESTIDO;VESTIDO RONNY;Unidad;AURA-2018-0124;71,34;22,99;;;;;;;;;;;;0,00
V52083;FALDA ;MINI FALDA CHOCOLATE USA;Unidad;ESTEFANIA-NOV-2018;31,16;14,21;;;;;;;;;;;;0,00
VB-0600;BISUTERIA;M. ACCESORIOS PULSERA P/DAMA VARIOS MODELOS;Unidad;20220813-ESTEFFY-EEUU;19,04;5,5;;1,00;;;;;;;;;;1,00
VC6M9477;VESTIDO;VESTIDO CORTO VINCE CANUTO;Unidad;;136,52;69,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
VC7M4018;VESTIDO;VESTIDO VINCE CANUTO;Unidad;;136,52;69,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
VC8M4309;VESTIDO;VESTIDO CORTO VINCE CANUTO;Unidad;;136,52;69,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
VC8M6064;VESTIDO;VESTIDO VINCE CANUTO;Unidad;ESTEFANIA-NOV-2018;105,27;56,76;;;;;;;;;;;;0,00
VC8M6635;VESTIDO;VESTIDO VINCE CANUTO;Unidad;ESTEFANIA-NOV-2018;67,77;35,49;;;;;;;;;;;;0,00
VC8M6880;VESTIDO;VESTIDO CORTO VINCE CANUTO;Unidad;;136,52;69,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
VC8M7017;VESTIDO;VESTIDO CORTO VINCE CANUTO;Unidad;;136,52;69,42;VESTIDOS AURA DEFAS 2018;;;;;;;;;;;0,00
VC8M7689;VESTIDO;VESTIDO VINCE CAMUTO;Unidad;;75,8;32,65;ROPA TRAIDA ESTEFANIA - JUNIO 2018;;;;;;;;;;;0,00
VC8M7979;VESTIDO;VESTIDO VINCE CANUTO;Unidad;ESTEFANIA-NOV-2018;106,16;56,88;;;;;;;;;;;;0,00
VD4689;VESTIDO;VIJO COUTURE VESTIDO;Unidad;;62,41;32;;;;;;;;;;;;0,00
VE-4016;VESTIDO;VESTIDOS VARIOS MODELOS;Unidad;;42,89;18,5;;;;;;;;;;;;0,00
VE-ABRIL LI/L;VESTIDO;M. VESTIDO P/DAMA LINO BLANCO/VERDE;Unidad;20240624-KERLY LLERENA;117,3;53,31;;1,00;;;;;;;;;;1,00
VE-ABRIL LI/M;VESTIDO;M. VESTIDO P/DAMA LINO BLANCO/VERDE;Unidad;20240624-KERLY LLERENA;117,3;53,31;;;;;;;;;;;;0,00
VE-ABRIL LI/S;VESTIDO;M. VESTIDO P/DAMA LINO BLANCO/VERDE;Unidad;20240624-KERLY LLERENA;117,3;53,31;;;;;;;;;;;;0,00
VE-AIMAR M/L;VESTIDO;M. VESTIDO P/DAMA VERDE OLIVO;Unidad;20240624-KERLY LLERENA;128,61;58,45;;;;;;;;;;;;0,00
VE-AIMAR M/M;VESTIDO;M. VESTIDO P/DAMA VERDE OLIVO;Unidad;20240624-KERLY LLERENA;128,61;58,45;;;;;;;;;;;;0,00
VE-AIMAR M/S;VESTIDO;M. VESTIDO P/DAMA VERDE OLIVO;Unidad;20240624-KERLY LLERENA;128,61;58,45;;;;;;;;;;;;0,00
VE-AITANA-VN/S;VESTIDO;VESTIDO AITANA VINO;Unidad;VESTIDO NARANJA ROSA 2025-5;132,96;53,1;;;;;;;;;;;;0,00
VE-ALANA-VE-CONSIG/XL;VESTIDO;VESTIDO ALANA VERDE T.XL;Unidad;PROF-029-CONSIGNACION;126;46,58;CONSIGNA KERLY LLERENA;;;;;;;;;;;0,00
VE-ALICE /S;VESTIDO;VESTIDO ALICE TERRACOTA T.S;Unidad;FACT7196-20-9-23;124,02;49,4;;;;;;;;;;;;0,00
VE-ALLIS-AZ/S;VESTIDO;VESTIDO ALLISON AZUL;Unidad;NARANJA ROSA 2024-1;157,3;52,6;;;;;;;;;;;;0,00
VE-ALY MOP/L;VESTIDO;M. VESTIDO P/DAMA FUCSIA ESTAMPADO;Unidad;20240624-KERLY LLERENA;182,52;82,92;;;;;;;;;;;;0,00
VE-ALY MOP/M;VESTIDO;M. VESTIDO P/DAMA FUCSIA ESTAMPADO;Unidad;20240624-KERLY LLERENA;182,52;82,92;;;;;;;;;;;;0,00
VE-AMIRA-BL/L;VESTIDO;M. VESTIDO P/DAMA ANAMAR BLACK;Unidad;20251215-KELLY;104,26;41,61;;;;;;;;;;;;0,00
VE-AMIRA-BL/M;VESTIDO;M. VESTIDO P/DAMA ANAMAR BLACK;Unidad;20251215-KELLY;104,26;41,61;;;;;;;;;;;;0,00
VE-AMIRA-WH/L;VESTIDO;M. VESTIDO P/DAMA ANAMAR WHITE;Unidad;20251215-KELLY;104,26;41,61;;;;;;;;;;;;0,00
VE-AMIRA-WH/M;VESTIDO;M. VESTIDO P/DAMA ANAMAR WHITE;Unidad;20251215-KELLY;104,26;41,61;;;;;;;;;;;;0,00
VE-AMIRA-WH/S;VESTIDO;M. VESTIDO P/DAMA ANAMAR WHITE;Unidad;20251215-KELLY;104,26;41,61;;;;;;;;;;;;0,00
VE-ANAHI N/L;VESTIDO;M. VESTIDO P/DAMA NARANJA ROSA CORAL / NAVY;Unidad;20240624-KERLY LLERENA;139,91;63,26;;1,00;;;;;;;;;;1,00
VE-ANAHI N/M;VESTIDO;M. VESTIDO P/DAMA NARANJA ROSA CORAL / NAVY;Unidad;20240624-KERLY LLERENA;139,91;63,26;;2,00;;;;;;;;;;2,00
VE-ANAHI N/S;VESTIDO;M. VESTIDO P/DAMA NARANJA ROSA CORAL / NAVY;Unidad;20240624-KERLY LLERENA;139,91;63,26;;;;;;;;;;;;0,00
VE-ANGEL-GRN/M;VESTIDO;VESTIDO ANGEL GREEN;Unidad;NARANJA ROSA 2023-2;152,09;52,45;;;;;;;;;;;;0,00
VE-ANGEL-GRN/S;VESTIDO;VESTIDO ANGEL GREEN;Unidad;NARANJA ROSA 2023-2;152,09;52,45;;;;;;;;;;;;0,00
VE-ANGORA/L;VESTIDO;M. VESTIDO P/DAMA AZUL / BLANCO - VERDE CREMA ESTAMP.;Unidad;20240624-KERLY LLERENA;144,26;65,33;;;;;;;;;;;;0,00
VE-ANGORA/M;VESTIDO;M. VESTIDO P/DAMA AZUL / BLANCO - VERDE CREMA ESTAMP.;Unidad;20240624-KERLY LLERENA;144,26;65,33;;;;;;;;;;;;0,00
VE-ANGORA/S;VESTIDO;M. VESTIDO P/DAMA AZUL / BLANCO - VERDE CREMA ESTAMP.;Unidad;20240624-KERLY LLERENA;144,26;65,33;;;;;;;;;;;;0,00
VE-ANTONIA-CONSIG/L;VESTIDO;VESTIDO ESTAMPADO FUCSIA;Unidad;PR026771CONSIGNACION;124,26;40;CONSIGNACION SPRIT- RAMIREZ COELLO;1,00;;;;;;;;;;1,00
VE-ANTONIA-MO-BG/M;VESTIDO;M. VESTIDO ANTONIA P/DAMA MORADO BEIGE;Unidad;20230510-RAMIREZCOELLO;124,02;47,98;;;;;;;;;;;;0,00
VE-ARIADNA-BGE/S;VESTIDO;VESTIDO ARIADNA BEIGE;Unidad;VESTIDO NARANJA ROSA 2025-5;139,91;55,95;;1,00;;;;;;;;;;1,00
VE-ARIADNA-RD/L;VESTIDO;VESTIDO ARIADNA RED;Unidad;VESTIDO NARANJA ROSA 2025-5;139,91;55,96;;;;;;;;;;;;0,00
VE-ARIADNA-RD/M;VESTIDO;VESTIDO ARIADNA RED;Unidad;VESTIDO NARANJA ROSA 2025-5;139,91;55,95;;1,00;;;;;;;;;;1,00
VE-ARIANA-NA/L;VESTIDO;M. VESTIDO P/DAMAS ARIANA NARANJA T. L-XL;Unidad;19-09-2024-KERLY LLERENA;132,96;57,55;;;;;;;;;;;;0,00
VE-ARIANA-NA/XL;VESTIDO;M. VESTIDO P/DAMAS ARIANA NARANJA T. L-XL;Unidad;19-09-2024-KERLY LLERENA;132,96;57,5;;;;;;;;;;;;0,00
VE-ARIANA-WH/L;VESTIDO;VESTIDO ARIANA WHITE;Unidad;ZOLEY 2026;138,17;63,46;;1,00;;;;;;;;;;1,00
VE-ARIANA-WH/M;VESTIDO;VESTIDO ARIANA WHITE;Unidad;ZOLEY 2026;138,17;63,46;;1,00;;;;;;;;;;1,00
VE-ARLE-WHT/M;VESTIDO;VESTIDO ARLENE WHITE;Unidad;MOPA 2023-2;116,44;38,97;;;;;;;;;;;;0,00
VE-ARLE-WHT/S;VESTIDO;VESTIDO ARLENE WHITE;Unidad;MOPA 2023-2;116,44;38,97;;;;;;;;;;;;0,00
VE-ARTEMI-WH/L;VESTIDO;VESTIDO ARTEMISA WHITE;Unidad;MOPA 2025-5;142,52;56,91;;;;;;;;;;;;0,00
VE-ARTEMI-WH/M;VESTIDO;VESTIDO ARTEMISA WHITE;Unidad;MOPA 2025-5;142,52;56,91;;;;;;;;;;;;0,00
VE-AURORA-CONSIG/L;VESTIDO;VESTIDO FUCSIA;Unidad;PR026771CONSIGNACION;121,65;40;CONSIGNACION SPRIT- RAMIREZ COELLO;;;;;;;;;;;0,00
VE-AURORA-CONSIG/M;VESTIDO;VESTIDO FUCSIA;Unidad;PR026771CONSIGNACION;121,65;40;CONSIGNACION SPRIT- RAMIREZ COELLO;1,00;;;;;;;;;;1,00
VE-BEATRICE-GR/M;VESTIDO;VESTIDO BEATRICE GREEN;Unidad;VESTIDO NARANJA ROSA 2025-5;147,74;58,8;;;;;;;;;;;;0,00
VE-BEATRICE-RD/L;VESTIDO;VESTIDO BEATRICE RED;Unidad;VESTIDO NARANJA ROSA 2025-5;147,74;58,8;;1,00;;;;;;;;;;1,00
VE-BEATRICE-RD/M;VESTIDO;VESTIDO BEATRICE RED;Unidad;VESTIDO NARANJA ROSA 2025-5;147,74;58,8;;1,00;;;;;;;;;;1,00
VE-BELLA/L;VESTIDO;VESTIDO BELLA NEGR T.S-M-L BLANCO T. S-M-L;Unidad;FACT7196-20-9-23;86,52;43,59;;;;;;;;;;;;0,00
VE-BELLA/M;VESTIDO;VESTIDO BELLA NEGR T.S-M-L BLANCO T. S-M-L;Unidad;FACT7196-20-9-23;86,52;43,59;;;;;;;;;;;;0,00
VE-BELLA/S;VESTIDO;VESTIDO BELLA NEGR T.S-M-L BLANCO T. S-M-L;Unidad;FACT7196-20-9-23;86,52;43,59;;;;;;;;;;;;0,00
VE-BORA EST/S;VESTIDO;VESTIDO BORA ESTAMPADO MORADO NARANJA  T. S;Unidad;FACT7196-20-9-23;181,16;72,7;;;;;;;;;;;;0,00
VE-BORA M/L;VESTIDO;M. VESTIDO P/DAMA AZUL / TURQUESA;Unidad;20240624-KERLY LLERENA;159,91;72,54;;;;;;;;;;;;0,00
VE-BORA M/M;VESTIDO;M. VESTIDO P/DAMA AZUL / TURQUESA;Unidad;20240624-KERLY LLERENA;159,91;72,54;;;;;;;;;;;;0,00
VE-BORA M/S;VESTIDO;M. VESTIDO P/DAMA AZUL / TURQUESA;Unidad;20240624-KERLY LLERENA;159,91;72,54;;;;;;;;;;;;0,00
VE-BRENDA/L;VESTIDO;VESTIDO BRENDA VELESTE ROSA T.L BLANCO MORADO  T.L;Unidad;FACT7196-20-9-23;115,09;46;;;;;;;;;;;;0,00
VE-BRIANNA/M;VESTIDO;M. VESTIDO P/DAMA ROSA CELESTE;Unidad;20240624-KERLY LLERENA;126,87;57,57;;;;;;;;;;;;0,00
VE-BRIANNA/S;VESTIDO;M. VESTIDO P/DAMA ROSA CELESTE;Unidad;20240624-KERLY LLERENA;126,87;57,57;;;;;;;;;;;;0,00
VE-BRISSA-PL-NA/S;VESTIDO;M. VESTIDO BRISSA P/DAMA PIEL - NARANJA;Unidad;20230510-RAMIREZCOELLO;89,2;46,08;;;;;;;;;;;;0,00
VE-CAROLINA-CONSIG/L;VESTIDO;VESTIDO PISTACHO VERDE;Unidad;PR026771CONSIGNACION;112,96;40;CONSIGNACION SPRIT- RAMIREZ COELLO;;;;;;;;;;;0,00
VE-CARSON-MUS-L;VESTIDO;VESTIDO CARSON MUSTARD;Unidad;NARANJA ROSA 2026-1;156,43;62,49;;1,00;;;;;;;;;;1,00
VE-CARSON-MUS-M;VESTIDO;VESTIDO CARSON MUSTARD;Unidad;NARANJA ROSA 2026-1;156,43;62,49;;1,00;;;;;;;;;;1,00
VE-CARSON-VN-L;VESTIDO;VESTIDO CARSON VINO;Unidad;NARANJA ROSA 2026-1;156,43;62,49;;1,00;;;;;;;;;;1,00
VE-CARSON-VN-XL;VESTIDO;VESTIDO CARSON VINO;Unidad;NARANJA ROSA 2026-1;156,43;62,49;;1,00;;;;;;;;;;1,00
VE-CHENOA-WH-L;VESTIDO;VESTIDO CHENOA WHITE;Unidad;NARANJA ROSA 2025 3-4;121,65;47,31;;1,00;;;;;;;;;;1,00
VE-CHENOA-WH-M;VESTIDO;VESTIDO CHENOA WHITE;Unidad;NARANJA ROSA 2025 3-4;119,04;47,31;;;;;;;;;;;;0,00
VE-CHENOA-WH-S;VESTIDO;VESTIDO CHENOA WHITE;Unidad;NARANJA ROSA 2025 3-4;119,04;47,31;;1,00;;;;;;;;;;1,00
VE-CLARISA-BGE-L;VESTIDO;VESTIDO CLARISA BEIGE;Unidad;MOPA 2026-1;182,52;72,94;;1,00;;;;;;;;;;1,00
VE-CLARISA-BGE-M;VESTIDO;VESTIDO CLARISA BEIGE;Unidad;MOPA 2026-1;182,52;72,94;;1,00;;;;;;;;;;1,00
VE-CLARISA-BGE-XL;VESTIDO;VESTIDO CLARISA BEIGE;Unidad;MOPA 2026-1;182,52;72,94;;1,00;;;;;;;;;;1,00
VE-COMBINA/L;VESTIDO;VESTIDO CONBINADO AZUL-BLANCO;Unidad;KERLY  LLERENA;133,83;59,5;;;;;;;;;;;;0,00
VE-COMBINA/M;VESTIDO;VESTIDO CONBINADO AZUL-BLANCO;Unidad;KERLY  LLERENA;133,83;59,5;;;;;;;;;;;;0,00
VE-COMBINA/S;VESTIDO;VESTIDO CONBINADO AZUL-BLANCO;Unidad;KERLY  LLERENA;133,83;59,5;;;;;;;;;;;;0,00
