sku,nombre_contifico,codigo_barra,categoria_id,marca_nombre,pvp1,costo,stock_total_contifico,estado_contifico,motivo_exclusion
CB-I02-156DN.A/M,CAMISA M/C BLUE PRINT CUBAVERA,CB-I02-156DN.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156DN.A/XL,CAMISA M/C BLUE PRINT CUBAVERA,CB-I02-156DN.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156SK.A/M,CAMISA M/C BLUE TOPAZ CUBAVERA,CB-I02-156SK.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156SK.A/XL,CAMISA M/C BLUE TOPAZ CUBAVERA,CB-I02-156SK.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156SK.A/L,CAMISA M/C BLUE TOPAZ CUBAVERA,CB-I02-156SK.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156SK.A/S,CAMISA M/C BLUE TOPAZ CUBAVERA,CB-I02-156SK.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156BW.A/M,CAMISA M/C BRIGHT WHITE CUBAVERA,CB-I02-156BW.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156BW.A/S,CAMISA M/C BRIGHT WHITE CUBAVERA,CB-I02-156BW.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156BW.A/XL,CAMISA M/C BRIGHT WHITE CUBAVERA,CB-I02-156BW.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I02-156BW.A/L,CAMISA M/C BRIGHT WHITE CUBAVERA,CB-I02-156BW.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,63.39,0.00,0.00,A,stock_total_0
CB-I01-155BL.A/M,CAMISA M/L JET BLACK CUBAVERA,CB-I01-155BL.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155BL.A/S,CAMISA M/L JET BLACK CUBAVERA,CB-I01-155BL.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155BL.A/XL,CAMISA M/L JET BLACK CUBAVERA,CB-I01-155BL.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155BL.A/L,CAMISA M/L JET BLACK CUBAVERA,CB-I01-155BL.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155DN.A/S,CAMISA M/L BLUE PRINT CUBAVERA,CB-I01-155DN.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155DN.A/M,CAMISA M/L BLUE PRINT CUBAVERA,CB-I01-155DN.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155DN.A/L,CAMISA M/L BLUE PRINT CUBAVERA,CB-I01-155DN.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155DN.A/XL,CAMISA M/L BLUE PRINT CUBAVERA,CB-I01-155DN.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155SK.A/S,CAMISA M/L BLUE TOPAZ CUVBAVERA,CB-I01-155SK.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155SK.A/XL,CAMISA M/L BLUE TOPAZ CUVBAVERA,CB-I01-155SK.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155SK.A/L,CAMISA M/L BLUE TOPAZ CUVBAVERA,CB-I01-155SK.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155SK.A/M,CAMISA M/L BLUE TOPAZ CUVBAVERA,CB-I01-155SK.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155BU.A/S,CAMISA M/L LITTLE BOY BLUE CUBAVERA,CB-I01-155BU.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,65.13,0.00,0.00,A,stock_total_0
CB-I01-155BU.A/M,CAMISA M/L LITTLE BOY BLUE CUBAVERA,CB-I01-155BU.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,65.13,0.00,0.00,A,stock_total_0
CB-I01-155BU.A/L,CAMISA M/L LITTLE BOY BLUE CUBAVERA,CB-I01-155BU.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,65.13,0.00,0.00,A,stock_total_0
CB-I01-155BU.A/XL,CAMISA M/L LITTLE BOY BLUE CUBAVERA,CB-I01-155BU.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,65.13,0.00,0.00,A,stock_total_0
CB-I01-155BW.A/XL,CAMISA M/L BRIGHT WHITE CUBAVERA,CB-I01-155BW.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155BW.A/S,CAMISA M/L BRIGHT WHITE CUBAVERA,CB-I01-155BW.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155BW.A/M,CAMISA M/L BRIGHT WHITE CUBAVERA,CB-I01-155BW.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I01-155BW.A/L,CAMISA M/L BRIGHT WHITE CUBAVERA,CB-I01-155BW.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,68.61,0.00,0.00,A,stock_total_0
CB-I02-158BW.A/M,CAMISA M/C BRIGHT WHITE 100% LINO,CB-I02-158BW.A/OM,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,67.74,0.00,0.00,A,stock_total_0
CB-I02-158BW.A/XL,CAMISA M/C BRIGHT WHITE 100% LINO,CB-I02-158BW.A/OXL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,67.74,0.00,0.00,A,stock_total_0
CB-I02-158BW.A/L,CAMISA M/C BRIGHT WHITE 100% LINO,CB-I02-158BW.A/OL,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,67.74,0.00,0.00,A,stock_total_0
CB-I02-158BW.A/S,CAMISA M/C BRIGHT WHITE 100% LINO,CB-I02-158BW.A/OS,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,67.74,0.00,0.00,A,stock_total_0
4DFW4005-405/XL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101248,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4005-405/S,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101217,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4005-405/M,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101224,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4005-405/L,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101231,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4005-405/XXL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101262,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8566-010/L,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,7453097418365,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8566-010/XXL,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,7453097418389,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8566-010/S,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,7453097418341,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8566-010/M,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,7453097418358,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8566-010/XL,CAMISA P/CABALLERO M/L BLACK PERRY ELLIS,7453097418372,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8564-496/M,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420214,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8564-496/XL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420238,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8564-496/XXL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420245,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8564-496/S,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420207,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8564-496/L,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420221,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8563-496/M,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097418259,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8563-496/XL,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097418273,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8563-496/S,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097418242,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8563-496/L,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097418266,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8563-496/XXL,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097418280,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8562-496/S,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,7453097418198,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8562-496/XXL,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,7453097418235,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8562-496/M,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,7453097418204,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8562-496/XL,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,7453097418228,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8562-496/L,CAMISA P/CABALLERO ML KENTUCKY BLUE PERRY ELLIS,7453097418211,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-627/S,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,030672101637,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-627/L,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,030672101651,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-627/XL,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,030672101668,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-627/XXL,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,030672101682,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-627/M,CAMISA P/CABALLERO M/L BRIGHT RED DAHLIA PERRY ELLIS,030672101644,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DMW7060-468/XL,CAMISA P/CABALLERO M/C INK PERRY ELLIS,797082972942,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7060-468/S,CAMISA P/CABALLERO M/C INK PERRY ELLIS,797082972911,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7060-468/M,CAMISA P/CABALLERO M/C INK PERRY ELLIS,797082972928,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7060-468/XXL,CAMISA P/CABALLERO M/C INK PERRY ELLIS,797082972959,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7060-468/L,CAMISA P/CABALLERO M/C INK PERRY ELLIS,797082972935,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7071-126/XL,CAMISA P/CABALLERO M/C BRIGHT WHITE PERRY ELLIS,797082974441,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7071-126/S,CAMISA P/CABALLERO M/C BRIGHT WHITE PERRY ELLIS,797082974410,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7071-126/M,CAMISA P/CABALLERO M/C BRIGHT WHITE PERRY ELLIS,797082974427,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7071-126/L,CAMISA P/CABALLERO M/C BRIGHT WHITE PERRY ELLIS,797082974434,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DMW7071-126/XXL,CAMISA P/CABALLERO M/C BRIGHT WHITE PERRY ELLIS,797082974458,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
5CFW8714-436/M,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453085645681,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
5CFW8714-436/L,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453085645698,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
5CFW8714-436/S,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453085645674,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
5CFW8714-436/XL,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453085645704,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8594-436/XXL,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453097419133,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8594-436/XL,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453097419126,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8594-436/S,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453097419096,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8594-436/L,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453097419119,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8594-436/M,CAMISA P/CABALLERO M/L LT. BLUE PERRY ELLIS,7453097419102,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8559-496/L,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420122,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8559-496/XL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420139,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8559-496/S,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420108,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8559-496/M,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420115,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8559-496/XXL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420146,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW7010-405/L,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672102740,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW7010-405/S,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672102726,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW7010-405/M,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672102733,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW7010-405/XL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672102757,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW7010-405/XXL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672102764,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-405/XXL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101743,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-405/XL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101729,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-405/L,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101712,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-405/S,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101699,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW4015-405/M,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,030672101705,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8552-496/M,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097419867,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8552-496/XXL,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097419898,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8552-496/XL,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097419881,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8552-496/S,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097419850,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8552-496/L,CAMISA P/CABALLERO M/C KENTUCKY BLUE PERRY ELLIS,7453097419874,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,47.74,0.00,0.00,A,stock_total_0
4DFW8582-401/M,CAMISA P/CABALLERO M/L NAVY PERRY ELLIS,7453097420061,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8582-401/L,CAMISA P/CABALLERO M/L NAVY PERRY ELLIS,7453097420078,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8582-401/XL,CAMISA P/CABALLERO M/L NAVY PERRY ELLIS,7453097420085,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8582-401/XXL,CAMISA P/CABALLERO M/L NAVY PERRY ELLIS,7453097420092,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8582-401/S,CAMISA P/CABALLERO M/L NAVY PERRY ELLIS,7453097420054,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8575-405/L,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,7453097418464,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8575-405/XXL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,7453097418488,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8575-405/XL,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,7453097418471,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8575-405/M,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,7453097418457,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8575-405/S,CAMISA P/CABALLERO M/L DARK SAPPHIRE PERRY ELLIS,7453097418440,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8573-496/XXL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420597,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8573-496/L,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420573,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8573-496/XL,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420580,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8573-496/M,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420566,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8573-496/S,CAMISA P/CABALLERO M/L KENTUCKY BLUE PERRY ELLIS,7453097420559,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8586-405/S,CAMISA P/CABALLERO DARK SAPPHIRE PERRY ELLIS,7453097419751,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8586-405/XXL,CAMISA P/CABALLERO DARK SAPPHIRE PERRY ELLIS,7453097419799,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8586-405/XL,CAMISA P/CABALLERO DARK SAPPHIRE PERRY ELLIS,7453097419782,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8586-405/L,CAMISA P/CABALLERO DARK SAPPHIRE PERRY ELLIS,7453097419775,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
4DFW8586-405/M,CAMISA P/CABALLERO DARK SAPPHIRE PERRY ELLIS,7453097419768,gDGe7K3Zfm2yen2x,PERRY ELLIS CAMISAS,50.35,0.00,0.00,A,stock_total_0
OPBB0513-489.OP/38,PANTALON P/CABALLERO DARK DENIM PENGUIN,7453096726829,onPeEolPsWOnbp1v,PENGUIN PANTALONES,56.43,0.00,0.00,A,stock_total_0
OPBB0513-489.OP/33,PANTALON P/CABALLERO DARK DENIM PENGUIN,7453096726799,onPeEolPsWOnbp1v,PENGUIN PANTALONES,56.43,0.00,0.00,A,stock_total_0
OPBB0513-489.OP/30,PANTALON P/CABALLERO DARK DENIM PENGUIN,7453096726768,onPeEolPsWOnbp1v,PENGUIN PANTALONES,56.43,0.00,0.00,A,stock_total_0
OPBB0513-489.OP/36,PANTALON P/CABALLERO DARK DENIM PENGUIN,7453096726812,onPeEolPsWOnbp1v,PENGUIN PANTALONES,56.43,0.00,0.00,A,stock_total_0
OPBB0513-489.OP/34,PANTALON P/CABALLERO DARK DENIM PENGUIN,7453096726805,onPeEolPsWOnbp1v,PENGUIN PANTALONES,56.43,0.00,0.00,A,stock_total_0
OPBB0513-489.OP/32,PANTALON P/CABALLERO DARK DENIM PENGUIN,7453096726782,onPeEolPsWOnbp1v,PENGUIN PANTALONES,56.43,0.00,0.00,A,stock_total_0
OPBB0513-489.OP/31,PANTALON P/CABALLERO DARK DENIM PENGUIN,7453096726775,onPeEolPsWOnbp1v,PENGUIN PANTALONES,56.43,0.00,0.00,A,stock_total_0
OPBB0513-413.OP/38,PANTALON P/CABALLERO DARK SAPPHIRE PENGUIN,7453096726645,onPeEolPsWOnbp1v,PENGUIN PANTALONES,68.61,0.00,0.00,A,stock_total_0
