id,match_method,product_tmpl_id/id,Internal Reference,Barcode,Name,Variant Values,Sales Price,Cost
__export__.product_product_87743_e1ee6066,tmpl_id,__import__.product_template_ockb0801_005,OCKB0801-005/S,799016578541,H. POLO P/H M/C DK. CHARCOAL PENGUIN,Talla: S,65.13,0.00
__export__.product_product_87744_ca532b69,tmpl_id,__import__.product_template_ockb0801_005,OCKB0801-005/M,799016578527,H. POLO P/H M/C DK. CHARCOAL PENGUIN,Talla: M,65.13,0.00
__export__.product_product_87745_c920c044,tmpl_id,__import__.product_template_ockb0801_005,OCKB0801-005/L,799016578510,H. POLO P/H M/C DK. CHARCOAL PENGUIN,Talla: L,65.13,0.00
__export__.product_product_87740_8e62a5c5,tmpl_id,__import__.product_template_ockbs010_993,OCKBS010-993/M,799016543921,H. T-SHIRT P/H MOSAIC BLUE PENGUIN,Talla: M,65.13,0.00
__export__.product_product_87741_410db6df,tmpl_id,__import__.product_template_ockbs010_993,OCKBS010-993/L,799016543938,H. T-SHIRT P/H MOSAIC BLUE PENGUIN,Talla: L,65.13,0.00
__export__.product_product_87746_d5d16e5d,tmpl_id,__import__.product_template_ockb0801_005,OCKB0801-005/XL,799016578558,H. POLO P/H M/C DK. CHARCOAL PENGUIN,Talla: XL,65.13,0.00
__export__.product_product_87749_0dceae4f,tmpl_id,__import__.product_template_lv_cv_t11_031_nv,LV-CV-T11-031-NV-48,LV-CV-T11-031-NV-48,LEVA P/CABALLERO CARVEN NAVY,Talla: 48,156.43,0.00
__export__.product_product_87748_6a49942c,tmpl_id,__import__.product_template_lv_cv_t11_031_nv,LV-CV-T11-031-NV-46,LV-CV-T11-031-NV-46,LEVA P/CABALLERO CARVEN NAVY,Talla: 46,156.43,0.00
__export__.product_product_87754_8e11973d,tmpl_id,__import__.product_template_lv_cv_t11_031_nv,LV-CV-T11-031-NV-44,LV-CV-T11-031-NV-44,LEVA P/CABALLERO CARVEN NAVY,Talla: 44,156.43,0.00
__export__.product_product_87753_fe8e7c86,tmpl_id,__import__.product_template_lv_cv_t11_031_nv,LV-CV-T11-031-NV-42,LV-CV-T11-031-NV-42,LEVA P/CABALLERO CARVEN NAVY,Talla: 42,156.43,0.00
__export__.product_product_87752_9b22ad5a,tmpl_id,__import__.product_template_lv_cv_t11_031_nv,LV-CV-T11-031-NV-40,LV-CV-T11-031-NV-40,LEVA P/CABALLERO CARVEN NAVY,Talla: 40,156.43,0.00
__export__.product_product_87751_17bc2e06,tmpl_id,__import__.product_template_lv_cv_t11_031_nv,LV-CV-T11-031-NV-38,LV-CV-T11-031-NV-38,LEVA P/CABALLERO CARVEN NAVY,Talla: 38,156.43,0.00
__export__.product_product_87750_48b98269,tmpl_id,__import__.product_template_lv_cv_t11_031_nv,LV-CV-T11-031-NV-36,LV-CV-T11-031-NV-36,LEVA P/CABALLERO CARVEN NAVY,Talla: 36,156.43,0.00
__export__.product_product_86948_5da99964,tmpl_id,__import__.product_template_pt_cv_t11_031_nv,PT-CV-T11-031-NV-42,PT-CV-T11-031-NV-42,H. PANTALON P/CABALLERO CARVEN,Talla: 42,47.74,0.00
__export__.product_product_86947_6c77cedb,tmpl_id,__import__.product_template_pt_cv_t11_031_nv,PT-CV-T11-031-NV-40,PT-CV-T11-031-NV-40,H. PANTALON P/CABALLERO CARVEN,Talla: 40,47.74,0.00
__export__.product_product_86946_d2151175,tmpl_id,__import__.product_template_pt_cv_t11_031_nv,PT-CV-T11-031-NV-38,PT-CV-T11-031-NV-38,H. PANTALON P/CABALLERO CARVEN,Talla: 38,47.74,0.00
__export__.product_product_86945_08ea7283,tmpl_id,__import__.product_template_pt_cv_t11_031_nv,PT-CV-T11-031-NV-36,PT-CV-T11-031-NV-36,H. PANTALON P/CABALLERO CARVEN,Talla: 36,47.74,0.00
__export__.product_product_86944_9d2060ec,tmpl_id,__import__.product_template_pt_cv_t11_031_nv,PT-CV-T11-031-NV-34,PT-CV-T11-031-NV-34,H. PANTALON P/CABALLERO CARVEN,Talla: 34,47.74,0.00
__export__.product_product_86943_11ae7c89,tmpl_id,__import__.product_template_pt_cv_t11_031_nv,PT-CV-T11-031-NV-32,PT-CV-T11-031-NV-32,H. PANTALON P/CABALLERO CARVEN,Talla: 32,47.74,0.00
__export__.product_product_86942_4a20ab59,tmpl_id,__import__.product_template_pt_cv_t11_031_nv,PT-CV-T11-031-NV-30,PT-CV-T11-031-NV-30,H. PANTALON P/CABALLERO CARVEN,Talla: 30,47.74,0.00
__export__.product_product_87756_c7ae2634,tmpl_id,__import__.product_template_top_fanny_ro,TOP-FANNY-RO/L,TOP-FANNY-RO/OL,TOP P/DAMA MOPA ROJO,Talla: L,57.30,0.00
__export__.product_product_87761_71abb520,tmpl_id,__import__.product_template_blusa_hanna_ne,BLUSA-HANNA-NE/XL,BLUSA-HANNA-NE/OXL,BLUSA P/DAMA MOPPA NEGRA,Talla: XL,66.00,0.00
__export__.product_product_87760_f43d264d,tmpl_id,__import__.product_template_blusa_hanna_ne,BLUSA-HANNA-NE/L,BLUSA-HANNA-NE/OL,BLUSA P/DAMA MOPPA NEGRA,Talla: L,66.00,0.00
__export__.product_product_87759_23db0350,tmpl_id,__import__.product_template_blusa_hanna_ne,BLUSA-HANNA-NE/M,BLUSA-HANNA-NE/OM,BLUSA P/DAMA MOPPA NEGRA,Talla: M,66.00,0.00
__export__.product_product_87758_9ced87aa,tmpl_id,__import__.product_template_blusa_hanna_ne,BLUSA-HANNA-NE/S,BLUSA-HANNA-NE/OS,BLUSA P/DAMA MOPPA NEGRA,Talla: S,66.00,0.00
__export__.product_product_87762_5fcdaa78,tmpl_id,__import__.product_template_blusa_hanna_ro,BLUSA-HANNA-RO/S,BLUSA-HANNA-RO/OS,BLUSA P/DAMA MOPPA ROJA,Talla: S,66.00,0.00
__export__.product_product_87763_e5635329,tmpl_id,__import__.product_template_blusa_hanna_ro,BLUSA-HANNA-RO/M,BLUSA-HANNA-RO/OM,BLUSA P/DAMA MOPPA ROJA,Talla: M,66.00,0.00
__export__.product_product_87764_af3f8f44,tmpl_id,__import__.product_template_blusa_hanna_ro,BLUSA-HANNA-RO/L,BLUSA-HANNA-RO/OL,BLUSA P/DAMA MOPPA ROJA,Talla: L,66.00,0.00
__export__.product_product_87765_78743feb,tmpl_id,__import__.product_template_blusa_hanna_ro,BLUSA-HANNA-RO/XL,BLUSA-HANNA-RO/OXL,BLUSA P/DAMA MOPPA ROJA,Talla: XL,66.00,0.00
__export__.product_product_87766_65c51c25,tmpl_id,__import__.product_template_blus_brigida,BLUS-BRIGIDA/S,BLUS-BRIGIDA/OS,BLUSA P/DAMA MOPA BLANCA,Talla: S,75.56,0.00
__export__.product_product_87767_a33781b7,tmpl_id,__import__.product_template_blus_brigida,BLUS-BRIGIDA/M,BLUS-BRIGIDA/OM,BLUSA P/DAMA MOPA BLANCA,Talla: M,75.56,0.00
__export__.product_product_87768_6e919688,tmpl_id,__import__.product_template_blus_brigida,BLUS-BRIGIDA/L,BLUS-BRIGIDA/OL,BLUSA P/DAMA MOPA BLANCA,Talla: L,75.56,0.00
__export__.product_product_87771_be53a2de,tmpl_id,__import__.product_template_top_fanny_ve,TOP-FANNY-VE/XL,TOP-FANNY-VE/OXL,TOP P/DAMA MOPA VERDE,Talla: XL,57.30,0.00
__export__.product_product_87770_035780ab,tmpl_id,__import__.product_template_top_fanny_ve,TOP-FANNY-VE/L,TOP-FANNY-VE/OL,TOP P/DAMA MOPA VERDE,Talla: L,57.30,0.00
__export__.product_product_87769_d748b561,tmpl_id,__import__.product_template_top_fanny_ve,TOP-FANNY-VE/M,TOP-FANNY-VE/OM,TOP P/DAMA MOPA VERDE,Talla: M,57.30,0.00
__export__.product_product_87755_57a9e48e,tmpl_id,__import__.product_template_top_fanny_ro,TOP-FANNY-RO/M,TOP-FANNY-RO/OM,TOP P/DAMA MOPA ROJO,Talla: M,57.30,0.00
__export__.product_product_87757_797dbd06,tmpl_id,__import__.product_template_top_fanny_ro,TOP-FANNY-RO/XL,TOP-FANNY-RO/OXL,TOP P/DAMA MOPA ROJO,Talla: XL,57.30,0.00
__export__.product_product_87774_e8a09efd,tmpl_id,__import__.product_template_top_vilma_f,TOP-VILMA-F/L,TOP-VILMA-F/OL,TOP MOPA ROJO-BLANCO-FUCSIA,Talla: L,52.96,0.00
__export__.product_product_87773_b46ef4dd,tmpl_id,__import__.product_template_top_vilma_f,TOP-VILMA-F/M,TOP-VILMA-F/OM,TOP MOPA ROJO-BLANCO-FUCSIA,Talla: M,52.96,0.00
__export__.product_product_87772_af7dbe0d,tmpl_id,__import__.product_template_top_vilma_f,TOP-VILMA-F/S,TOP-VILMA-F/OS,TOP MOPA ROJO-BLANCO-FUCSIA,Talla: S,52.96,0.00
__export__.product_product_87777_0c26ec43,tmpl_id,__import__.product_template_top_vilma_b,TOP-VILMA-B/L,TOP-VILMA-B/OL,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_b),Talla: L,52.96,0.00
__export__.product_product_87776_3474d412,tmpl_id,__import__.product_template_top_vilma_b,TOP-VILMA-B/M,TOP-VILMA-B/OM,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_b),Talla: M,52.96,0.00
__export__.product_product_87775_176ad69c,tmpl_id,__import__.product_template_top_vilma_b,TOP-VILMA-B/S,TOP-VILMA-B/OS,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_b),Talla: S,52.96,0.00
__export__.product_product_87782_c7436623,tmpl_id,__import__.product_template_top_vilma_ro,TOP-VILMA-RO/XXL,TOP-VILMA-RO/OXXL,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_ro),Talla: XXL,52.96,0.00
__export__.product_product_87781_11dec498,tmpl_id,__import__.product_template_top_vilma_ro,TOP-VILMA-RO/XL,TOP-VILMA-RO/OXL,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_ro),Talla: XL,52.96,0.00
__export__.product_product_87780_fc1051d3,tmpl_id,__import__.product_template_top_vilma_ro,TOP-VILMA-RO/L,TOP-VILMA-RO/OL,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_ro),Talla: L,52.96,0.00
__export__.product_product_87779_5eec4623,tmpl_id,__import__.product_template_top_vilma_ro,TOP-VILMA-RO/M,TOP-VILMA-RO/OM,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_ro),Talla: M,52.96,0.00
__export__.product_product_87778_33336332,tmpl_id,__import__.product_template_top_vilma_ro,TOP-VILMA-RO/S,TOP-VILMA-RO/OS,TOP MOPA ROJO-BLANCO-FUCSIA (top_vilma_ro),Talla: S,52.96,0.00
__export__.product_product_87784_d5f3d68a,tmpl_id,__import__.product_template_vest_laura_b,VEST-LAURA-B/M,VEST-LAURA-B/OM,VESTIDO DAMA BLANCO - VERDE,Talla: M,142.52,0.00
__export__.product_product_87783_346a7803,tmpl_id,__import__.product_template_vest_laura_b,VEST-LAURA-B/S,VEST-LAURA-B/OS,VESTIDO DAMA BLANCO - VERDE,Talla: S,142.52,0.00
__export__.product_product_87796_74856398,tmpl_id,__import__.product_template_ern_sabat_10,ERN-SABAT-10-18-S2,ERN-SABAT-10-18-S2,H. CAMISA P/S BIG SIZE BRUNO CASSINI BLACK 34-35,"Talla: 18, Manga de Camisa: S2 - 34/35",65.13,0.00
__export__.product_product_87793_7b360acb,tmpl_id,__import__.product_template_ern_sabat_10,ERN-SABAT-10-17.5-S1,ERNS102317501,H. CAMISA P/S BIG SIZE BRUNO CASSINI BLACK 34-35,"Talla: 17.5, Manga de Camisa: S1 - 32/33",65.13,0.00
__export__.product_product_87801_54ea2888,tmpl_id,__import__.product_template_zp_1004_picasso_ne,ZP-1004-PICASSO-NE/8.5,ZP1004PICANE/O8.5,Zapato ZP-1004-PICASSO-NE,Talla: 8.5,130.35,0.00
__export__.product_product_87800_9003d8d7,tmpl_id,__import__.product_template_zp_1004_picasso_ne,ZP-1004-PICASSO-NE/8,ZP1004PICANE/O8,Zapato ZP-1004-PICASSO-NE,Talla: 8,130.35,0.00
__export__.product_product_87799_d53ac57a,tmpl_id,__import__.product_template_zp_1004_picasso_ne,ZP-1004-PICASSO-NE/7.5,ZP1004PICANE/O7.5,Zapato ZP-1004-PICASSO-NE,Talla: 7.5,130.35,0.00
__export__.product_product_87798_19f60936,tmpl_id,__import__.product_template_zp_1004_picasso_ne,ZP-1004-PICASSO-NE/6,ZP1004PICANE/O6,Zapato ZP-1004-PICASSO-NE,Talla: 6,130.35,0.00
__export__.product_product_87797_cf48bb00,tmpl_id,__import__.product_template_zp_1004_picasso_ne,ZP-1004-PICASSO-NE/5.5,ZP1004PICANE/O5.5,Zapato ZP-1004-PICASSO-NE,Talla: 5.5,130.35,0.00
__export__.product_product_87806_2b51f8b8,tmpl_id,__import__.product_template_zp_1002_ambar_vn,ZP-1002-AMBAR-VN/8.5,ZP1002AMBARVN/O8.5,Zapato ZP-1002-AMBAR-VN,Talla: 8.5,130.35,0.00
__export__.product_product_87805_a58ec76f,tmpl_id,__import__.product_template_zp_1002_ambar_vn,ZP-1002-AMBAR-VN/8,ZP1002AMBARVN/O8,Zapato ZP-1002-AMBAR-VN,Talla: 8,130.35,0.00
__export__.product_product_87804_1c285d19,tmpl_id,__import__.product_template_zp_1002_ambar_vn,ZP-1002-AMBAR-VN/7.5,ZP1002AMBARVN/O7.5,Zapato ZP-1002-AMBAR-VN,Talla: 7.5,130.35,0.00
__export__.product_product_87803_89a82339,tmpl_id,__import__.product_template_zp_1002_ambar_vn,ZP-1002-AMBAR-VN/6,ZP1002AMBARVN/O6,Zapato ZP-1002-AMBAR-VN,Talla: 6,130.35,0.00
__export__.product_product_87802_5756e9ee,tmpl_id,__import__.product_template_zp_1002_ambar_vn,ZP-1002-AMBAR-VN/5.5,ZP1002AMBARVN/O5.5,Zapato ZP-1002-AMBAR-VN,Talla: 5.5,130.35,0.00
__export__.product_product_87809_1004c5b7,tmpl_id,__import__.product_template_pt_23e312010_8,PT-23E312010-8/34,23E3120108202434,Pantalon PT-23E312010-8,Talla: 34,47.74,0.00
__export__.product_product_87810_d04fcca3,tmpl_id,__import__.product_template_pt_23e312010_8,PT-23E312010-8/36,23E3120108202436,Pantalon PT-23E312010-8,Talla: 36,47.74,0.00
__export__.product_product_87811_22987e72,tmpl_id,__import__.product_template_pt_23e312010_8,PT-23E312010-8/38,23E3120108202438,Pantalon PT-23E312010-8,Talla: 38,47.74,0.00
__export__.product_product_86838_7daa7879,tmpl_id,__import__.product_template_pt_23c29386_86,PT-23C29386-86/38,23C2938686202438,Pantalon PT-23C29386-86,Talla: 38,47.74,0.00
__export__.product_product_86837_a483272f,tmpl_id,__import__.product_template_pt_23c29386_86,PT-23C29386-86/36,23C2938686202436,Pantalon PT-23C29386-86,Talla: 36,47.74,0.00
__export__.product_product_86836_ed208f78,tmpl_id,__import__.product_template_pt_23c29386_86,PT-23C29386-86/34,23C2938686202434,Pantalon PT-23C29386-86,Talla: 34,47.74,0.00
__export__.product_product_87813_bdccc1b5,tmpl_id,__import__.product_template_pt_23e312010_8,PT-23E312010-8/33,23E3120108202433,Pantalon PT-23E312010-8,Talla: 33,47.74,0.00
__export__.product_product_87808_508b818a,tmpl_id,__import__.product_template_pt_23e312010_8,PT-23E312010-8/32,23E3120108202432,Pantalon PT-23E312010-8,Talla: 32,47.74,0.00
__export__.product_product_87812_c2d7829f,tmpl_id,__import__.product_template_pt_23e312010_8,PT-23E312010-8/40,23E3120108202440,Pantalon PT-23E312010-8,Talla: 40,47.74,0.00
__export__.product_product_87807_fbd31543,tmpl_id,__import__.product_template_pt_23e312010_8,PT-23E312010-8/30,23E3120108202430,Pantalon PT-23E312010-8,Talla: 30,47.74,0.00
__export__.product_product_87819_49529c67,tmpl_id,__import__.product_template_pt_23c29386_88,PT-23C29386-88/40,23C2938688202440,Pantalon PT-23C29386-88,Talla: 40,47.74,0.00
__export__.product_product_87820_784143a5,tmpl_id,__import__.product_template_pt_23c29386_88,PT-23C29386-88/33,23C2938688202433,Pantalon PT-23C29386-88,Talla: 33,47.74,0.00
__export__.product_product_87815_b12a57e4,tmpl_id,__import__.product_template_pt_23c29386_88,PT-23C29386-88/32,23C2938688202432,Pantalon PT-23C29386-88,Talla: 32,47.74,0.00
__export__.product_product_87818_2da70987,tmpl_id,__import__.product_template_pt_23c29386_88,PT-23C29386-88/38,23C2938688202438,Pantalon PT-23C29386-88,Talla: 38,47.74,0.00
__export__.product_product_87817_718fea39,tmpl_id,__import__.product_template_pt_23c29386_88,PT-23C29386-88/36,23C2938688202436,Pantalon PT-23C29386-88,Talla: 36,47.74,0.00
__export__.product_product_87814_4f4a2a7a,tmpl_id,__import__.product_template_pt_23c29386_88,PT-23C29386-88/30,23C2938688202430,Pantalon PT-23C29386-88,Talla: 30,47.74,0.00
__export__.product_product_86839_e5bcd8ec,tmpl_id,__import__.product_template_pt_23c29386_86,PT-23C29386-86/40,23C2938686202440,Pantalon PT-23C29386-86,Talla: 40,47.74,0.00
__export__.product_product_87816_93da90b4,tmpl_id,__import__.product_template_pt_23c29386_88,PT-23C29386-88/34,23C2938688202434,Pantalon PT-23C29386-88,Talla: 34,47.74,0.00
__export__.product_product_87826_e2093f91,tmpl_id,__import__.product_template_pt_23a29607_32,PT-23A29607-32/40,23A2960732202440,Pantalon PT-23A29607-32,Talla: 40,47.74,0.00
__export__.product_product_87825_1fcbe2e7,tmpl_id,__import__.product_template_pt_23a29607_32,PT-23A29607-32/38,23A2960732202438,Pantalon PT-23A29607-32,Talla: 38,47.74,0.00
__export__.product_product_87824_fb39ccca,tmpl_id,__import__.product_template_pt_23a29607_32,PT-23A29607-32/36,23A2960732202436,Pantalon PT-23A29607-32,Talla: 36,47.74,0.00
__export__.product_product_87823_aba04cdb,tmpl_id,__import__.product_template_pt_23a29607_32,PT-23A29607-32/34,23A2960732202434,Pantalon PT-23A29607-32,Talla: 34,47.74,0.00
__export__.product_product_87827_99fc5bad,tmpl_id,__import__.product_template_pt_23a29607_32,PT-23A29607-32/33,23A2960732202433,Pantalon PT-23A29607-32,Talla: 33,47.74,0.00
__export__.product_product_87822_d7cb91ef,tmpl_id,__import__.product_template_pt_23a29607_32,PT-23A29607-32/32,23A2960732202432,Pantalon PT-23A29607-32,Talla: 32,47.74,0.00
__export__.product_product_87821_3f4ace0e,tmpl_id,__import__.product_template_pt_23a29607_32,PT-23A29607-32/30,23A2960732202430,Pantalon PT-23A29607-32,Talla: 30,47.74,0.00
__export__.product_product_87833_452f2ebc,tmpl_id,__import__.product_template_pt_23a1516_6,PT-23A1516-6/40,23A15166202440,Pantalon PT-23A1516-6,Talla: 40,47.74,0.00
__export__.product_product_87832_a77b6612,tmpl_id,__import__.product_template_pt_23a1516_6,PT-23A1516-6/38,23A15166202438,Pantalon PT-23A1516-6,Talla: 38,47.74,0.00
__export__.product_product_87831_87ea7b94,tmpl_id,__import__.product_template_pt_23a1516_6,PT-23A1516-6/36,23A15166202436,Pantalon PT-23A1516-6,Talla: 36,47.74,0.00
__export__.product_product_87830_da6445d9,tmpl_id,__import__.product_template_pt_23a1516_6,PT-23A1516-6/34,23A15166202434,Pantalon PT-23A1516-6,Talla: 34,47.74,0.00
__export__.product_product_87834_6aad9147,tmpl_id,__import__.product_template_pt_23a1516_6,PT-23A1516-6/33,23A15166202433,Pantalon PT-23A1516-6,Talla: 33,47.74,0.00
__export__.product_product_87829_41a6e2dc,tmpl_id,__import__.product_template_pt_23a1516_6,PT-23A1516-6/32,23A15166202432,Pantalon PT-23A1516-6,Talla: 32,47.74,0.00
__export__.product_product_87828_31509585,tmpl_id,__import__.product_template_pt_23a1516_6,PT-23A1516-6/30,23A15166202430,Pantalon PT-23A1516-6,Talla: 30,47.74,0.00
__export__.product_product_86835_abd9e437,tmpl_id,__import__.product_template_pt_23c29386_86,PT-23C29386-86/32,23C2938686202432,Pantalon PT-23C29386-86,Talla: 32,47.74,0.00
__export__.product_product_86834_3ce8ecaa,tmpl_id,__import__.product_template_pt_23c29386_86,PT-23C29386-86/30,23C2938686202430,Pantalon PT-23C29386-86,Talla: 30,47.74,0.00
__export__.product_product_86840_5fd1ae26,tmpl_id,__import__.product_template_pt_23c29386_86,PT-23C29386-86/33,23C2938686202433,Pantalon PT-23C29386-86,Talla: 33,47.74,0.00
__export__.product_product_87842_2b39e485,tmpl_id,__import__.product_template_23a1516_6bc_2,23A1516-6BC-2/60,23A1516620246042,Terno 23A1516-6BC-2,Talla: 60,304.26,0.00
__export__.product_product_87843_ca1c09c8,tmpl_id,__import__.product_template_23a1516_6bc_2,23A1516-6BC-2/62,23A1516620246244,Terno 23A1516-6BC-2,Talla: 62,304.26,0.00
__export__.product_product_87844_e9bb9128,tmpl_id,__import__.product_template_23a1516_6bc_2,23A1516-6BC-2/64,23A1516620246446,Terno 23A1516-6BC-2,Talla: 64,304.26,0.00
__export__.product_product_87845_4eb8604f,tmpl_id,__import__.product_template_23a1516_6bc_2,23A1516-6BC-2/66,23A1516620246648,Terno 23A1516-6BC-2,Talla: 66,304.26,0.00
__export__.product_product_87846_b543cd41,tmpl_id,__import__.product_template_23a1516_6bc_2,23A1516-6BC-2/68,23A1516620246850,Terno 23A1516-6BC-2,Talla: 68,304.26,0.00
__export__.product_product_87847_3ee94fe5,tmpl_id,__import__.product_template_23a1516_6bc_2,23A1516-6BC-2/70,23A1516620247052,Terno 23A1516-6BC-2,Talla: 70,304.26,0.00
__export__.product_product_87848_cbff7bdf,tmpl_id,__import__.product_template_23c29386_86bc_2,23C29386-86BC-2/62,23C293868620246244,Terno 23C29386-86BC-2,Talla: 62,304.26,0.00
__export__.product_product_87849_d260a4e5,tmpl_id,__import__.product_template_23c29386_86bc_2,23C29386-86BC-2/64,23C293868620246446,Terno 23C29386-86BC-2,Talla: 64,304.26,0.00
__export__.product_product_87850_d420a77d,tmpl_id,__import__.product_template_23c29386_86bc_2,23C29386-86BC-2/66,23C293868620246648,Terno 23C29386-86BC-2,Talla: 66,304.26,0.00
__export__.product_product_87851_e152a22c,tmpl_id,__import__.product_template_23c29386_86bc_2,23C29386-86BC-2/68,23C293868620246850,Terno 23C29386-86BC-2,Talla: 68,304.26,0.00
__export__.product_product_87852_d32958ab,tmpl_id,__import__.product_template_23c29386_86bc_2,23C29386-86BC-2/70,23C293868620247052,Terno 23C29386-86BC-2,Talla: 70,304.26,0.00
__export__.product_product_87853_5752419a,tmpl_id,__import__.product_template_23a29607_32bc_2,23A29607-32BC-2/46,23A2960732244628,Terno 23A29607-32BC-2,Talla: 46,260.78,0.00
__export__.product_product_87854_772143ce,tmpl_id,__import__.product_template_23a29607_32bc_2,23A29607-32BC-2/48,23A2960732244830,Terno 23A29607-32BC-2,Talla: 48,260.78,0.00
__export__.product_product_87855_60728a66,tmpl_id,__import__.product_template_23a29607_32bc_2,23A29607-32BC-2/50,23A2960732245032,Terno 23A29607-32BC-2,Talla: 50,260.78,0.00
__export__.product_product_87856_2e9e9945,tmpl_id,__import__.product_template_23a29607_32bc_2,23A29607-32BC-2/52,23A2960732245234,Terno 23A29607-32BC-2,Talla: 52,260.78,0.00
__export__.product_product_87857_d385054d,tmpl_id,__import__.product_template_23a29607_32bc_2,23A29607-32BC-2/54,23A2960732245436,Terno 23A29607-32BC-2,Talla: 54,260.78,0.00
__export__.product_product_87858_672b92ad,tmpl_id,__import__.product_template_23a29607_32bc_2,23A29607-32BC-2/56,23A2960732245638,Terno 23A29607-32BC-2,Talla: 56,260.78,0.00
__export__.product_product_87859_46e38755,tmpl_id,__import__.product_template_23a29607_32bc_2,23A29607-32BC-2/58,23A2960732245840,Terno 23A29607-32BC-2,Talla: 58,260.78,0.00
__export__.product_product_87860_85def374,tmpl_id,__import__.product_template_23b11210_100bc_2,23B11210-100BC-2/46,23B11210100244628,Terno 23B11210-100BC-2,Talla: 46,260.78,0.00
__export__.product_product_87861_c43395d5,tmpl_id,__import__.product_template_23b11210_100bc_2,23B11210-100BC-2/48,23B11210100244830,Terno 23B11210-100BC-2,Talla: 48,260.78,0.00
__export__.product_product_87862_201b995f,tmpl_id,__import__.product_template_23b11210_100bc_2,23B11210-100BC-2/50,23B11210100245032,Terno 23B11210-100BC-2,Talla: 50,260.78,0.00
__export__.product_product_87863_efff82a2,tmpl_id,__import__.product_template_23b11210_100bc_2,23B11210-100BC-2/52,23B11210100245234,Terno 23B11210-100BC-2,Talla: 52,260.78,0.00
__export__.product_product_87864_272379e9,tmpl_id,__import__.product_template_23b11210_100bc_2,23B11210-100BC-2/54,23B11210100245436,Terno 23B11210-100BC-2,Talla: 54,260.78,0.00
__export__.product_product_87865_19361910,tmpl_id,__import__.product_template_23b11210_100bc_2,23B11210-100BC-2/56,23B11210100245638,Terno 23B11210-100BC-2,Talla: 56,260.78,0.00
__export__.product_product_87866_7e60de0d,tmpl_id,__import__.product_template_23b11210_100bc_2,23B11210-100BC-2/58,23B11210100245840,Terno 23B11210-100BC-2,Talla: 58,260.78,0.00
__export__.product_product_87867_5eddf4a4,tmpl_id,__import__.product_template_23c29118_16bc_2,23C29118-16BC-2/46,23C2911816244628,Terno 23C29118-16BC-2,Talla: 46,260.78,0.00
__export__.product_product_87868_e33f5059,tmpl_id,__import__.product_template_23c29118_16bc_2,23C29118-16BC-2/48,23C2911816244830,Terno 23C29118-16BC-2,Talla: 48,260.78,0.00
__export__.product_product_87869_ba28de13,tmpl_id,__import__.product_template_23c29118_16bc_2,23C29118-16BC-2/50,23C2911816245032,Terno 23C29118-16BC-2,Talla: 50,260.78,0.00
__export__.product_product_87870_3901540a,tmpl_id,__import__.product_template_23c29118_16bc_2,23C29118-16BC-2/52,23C2911816245234,Terno 23C29118-16BC-2,Talla: 52,260.78,0.00
__export__.product_product_87871_6e0f3a1b,tmpl_id,__import__.product_template_23c29118_16bc_2,23C29118-16BC-2/54,23C2911816245436,Terno 23C29118-16BC-2,Talla: 54,260.78,0.00
__export__.product_product_87872_2c2fefa0,tmpl_id,__import__.product_template_23c29118_16bc_2,23C29118-16BC-2/56,23C2911816245638,Terno 23C29118-16BC-2,Talla: 56,260.78,0.00
__export__.product_product_87873_b980fa28,tmpl_id,__import__.product_template_23c29118_16bc_2,23C29118-16BC-2/58,23C2911816245840,Terno 23C29118-16BC-2,Talla: 58,260.78,0.00
__export__.product_product_87874_f8c8e9ed,tmpl_id,__import__.product_template_23e2780_n_bc_2,23E2780-N-BC-2/46,23E2780N20244628,Terno 23E2780-N-BC-2,Talla: 46,260.78,0.00
__export__.product_product_87875_49102610,tmpl_id,__import__.product_template_23e2780_n_bc_2,23E2780-N-BC-2/48,23E2780N20244830,Terno 23E2780-N-BC-2,Talla: 48,260.78,0.00
__export__.product_product_87876_6d52594e,tmpl_id,__import__.product_template_23e2780_n_bc_2,23E2780-N-BC-2/50,23E2780N20245032,Terno 23E2780-N-BC-2,Talla: 50,260.78,0.00
__export__.product_product_87877_11dad0f9,tmpl_id,__import__.product_template_23e2780_n_bc_2,23E2780-N-BC-2/52,23E2780N20245234,Terno 23E2780-N-BC-2,Talla: 52,260.78,0.00
__export__.product_product_87878_c7ec766a,tmpl_id,__import__.product_template_23e2780_n_bc_2,23E2780-N-BC-2/54,23E2780N20245436,Terno 23E2780-N-BC-2,Talla: 54,260.78,0.00
__export__.product_product_87879_3563cc80,tmpl_id,__import__.product_template_23e2780_n_bc_2,23E2780-N-BC-2/56,23E2780N20245638,Terno 23E2780-N-BC-2,Talla: 56,260.78,0.00
__export__.product_product_87880_84dc190f,tmpl_id,__import__.product_template_23e2780_n_bc_2,23E2780-N-BC-2/58,23E2780N20245840,Terno 23E2780-N-BC-2,Talla: 58,260.78,0.00
