Template External ID,Template Name,Source Variant External ID,Variant Attributes Key,Internal Reference,Barcode,Sales Price,Cost,Weight,Original Product Values
adams_tmpl_bodysuite_charcoal,BODYSUITE CHARCOAL,adams_bsut_sleves_ch_l,Talla=L,BSUT-SLEVES-CH/L,BSUT-SLEVES-CH/L,40.78,0.00,0.0,Talla:L
adams_tmpl_bodysuite_lt_sage,BODYSUITE LT SAGE,adams_bsut_sleves_lts_s,Talla=S,BSUT-SLEVES-LTS/S,BSUTSLEVESLTS/S,39.91,0.00,0.0,Talla:S
adams_tmpl_bodysuite_lt_sage,BODYSUITE LT SAGE,adams_bsut_sleves_lts_m,Talla=M,BSUT-SLEVES-LTS/M,BSUTSLEVESLTS/M,39.91,0.00,0.0,Talla:M
adams_tmpl_bodysuite_lt_sage,BODYSUITE LT SAGE,adams_bsut_sleves_lts_l,Talla=L,BSUT-SLEVES-LTS/L,BSUTSLEVESLTS/L,39.91,0.00,0.0,Talla:L
adams_tmpl_top_sleves_knit_emerald,TOP SLEVES KNIT EMERALD,adams_top_sleves_esm_s,Talla=S,TOP-SLEVES-ESM/S,TOPSLEVESESM/S,52.09,0.00,0.0,Talla:S
adams_tmpl_top_sleves_knit_emerald,TOP SLEVES KNIT EMERALD,adams_top_sleves_esm_m,Talla=M,TOP-SLEVES-ESM/M,TOPSLEVESESM/M,52.09,0.00,0.0,Talla:M
adams_tmpl_top_sleves_knit_emerald,TOP SLEVES KNIT EMERALD,adams_top_sleves_esm_l,Talla=L,TOP-SLEVES-ESM/L,TOPSLEVESESM/L,52.09,0.00,0.0,Talla:L
adams_tmpl_top_sleves_burgundy,TOP SLEVES BURGUNDY,adams_top_sleves_burg_s,Talla=S,TOP-SLEVES-BURG/S,TOPSLEVESBURG/S,58.17,0.00,0.0,Talla:S
adams_tmpl_top_sleves_burgundy,TOP SLEVES BURGUNDY,adams_top_sleves_burg_m,Talla=M,TOP-SLEVES-BURG/M,TOPSLEVESBURG/M,58.17,0.00,0.0,Talla:M
adams_tmpl_top_sleves_burgundy,TOP SLEVES BURGUNDY,adams_top_sleves_burg_l,Talla=L,TOP-SLEVES-BURG/L,TOPSLEVESBURG/L,58.17,0.00,0.0,Talla:L
adams_tmpl_top_sleves_black,TOP SLEVES BLACK,adams_top_sleves_bl_s,Color=Negro|Talla=S,TOP-SLEVES-BL/S,TOPSLEVESBL/S,66.00,0.00,0.0,"Talla:S,Color:Negro"
adams_tmpl_top_sleves_black,TOP SLEVES BLACK,adams_top_sleves_bl_m,Color=Negro|Talla=M,TOP-SLEVES-BL/M,TOPSLEVESBL/M,66.00,0.00,0.0,"Talla:M,Color:Negro"
adams_tmpl_top_sleves_black,TOP SLEVES BLACK,adams_top_sleves_bl_l,Color=Negro|Talla=L,TOP-SLEVES-BL/L,TOPSLEVESBL/L,0.00,0.00,0.0,"Talla:L,Color:Negro"
adams_tmpl_top_rayon_mocha_mousse,TOP RAYON MOCHA MOUSSE,adams_top_rayon_mm_s,Talla=S,TOP-RAYON-MM/S,TOPRAYONMM/S,66.00,0.00,0.0,Talla:S
adams_tmpl_top_rayon_mocha_mousse,TOP RAYON MOCHA MOUSSE,adams_top_rayon_mm_m,Talla=M,TOP-RAYON-MM/M,TOPRAYONMM/M,66.00,0.00,0.0,Talla:M
adams_tmpl_top_rayon_mocha_mousse,TOP RAYON MOCHA MOUSSE,adams_top_rayon_mm_l,Talla=L,TOP-RAYON-MM/L,TOPRAYONMM/L,66.00,0.00,0.0,Talla:L
adams_tmpl_falda_mini_mocha_mousse,FALDA MINI MOCHA MOUSSE,adams_fa_rayon_mm_s,Talla=S,FA-RAYON-MM/S,FARAYONMM/S,53.83,0.00,0.0,Talla:S
adams_tmpl_falda_mini_mocha_mousse,FALDA MINI MOCHA MOUSSE,adams_fa_rayon_mm_m,Talla=M,FA-RAYON-MM/M,FARAYONMM/M,53.83,0.00,0.0,Talla:M
adams_tmpl_falda_mini_mocha_mousse,FALDA MINI MOCHA MOUSSE,adams_fa_rayon_mm_l,Talla=L,FA-RAYON-MM/L,FARAYONMM/L,53.83,0.00,0.0,Talla:L
adams_tmpl_vestido_midi_maxi_black,VESTIDO MIDI/MAXI BLACK,adams_ve_midi_maxi_bl_s,Color=Negro|Talla=S,VE-MIDI-MAXI-BL/S,VEMIDIMAXIBL/S,77.30,0.00,0.0,"Talla:S,Color:Negro"
adams_tmpl_vestido_midi_maxi_black,VESTIDO MIDI/MAXI BLACK,adams_ve_midi_maxi_bl_m,Color=Negro|Talla=M,VE-MIDI-MAXI-BL/M,VEMIDIMAXIBL/M,77.30,0.00,0.0,"Talla:M,Color:Negro"
adams_tmpl_vestido_midi_maxi_black,VESTIDO MIDI/MAXI BLACK,adams_ve_midi_maxi_bl_l,Color=Negro|Talla=L,VE-MIDI-MAXI-BL/L,VEMIDIMAXIBL/L,77.30,0.00,0.0,"Talla:L,Color:Negro"
adams_tmpl_bodysuite_ash_rose,BODYSUITE ASH ROSE,adams_bsut_ar_s,Talla=S,BSUT-AR/S,BSUT-AR/S,48.61,0.00,0.0,Talla:S
adams_tmpl_bodysuite_ash_rose,BODYSUITE ASH ROSE,adams_bsut_ar_m,Talla=M,BSUT-AR/M,BSUT-AR/M,48.61,0.00,0.0,Talla:M
adams_tmpl_bodysuite_ash_rose,BODYSUITE ASH ROSE,adams_bsut_ar_l,Talla=L,BSUT-AR/L,BSUT-AR/L,48.61,0.00,0.0,Talla:L
adams_tmpl_gafas_ysl,GAFAS YSL,adams_gaf_68009_ysl,,GAF-68009-YSL,GAF-68009-YSL,15.66,0.00,0.0,
adams_tmpl_gafas_chanel_plastica_varios,GAFAS CHANEL PLASTICA VARIOS,adams_gaf_9861_cha,,GAF-9861-CHA,GAF9861CHA,14.70,0.00,0.0,
adams_tmpl_gafas_chanel_varios,GAFAS CHANEL VARIOS,adams_gaf_6047_cha,,GAF-6047-CHA,GAF6047CHA,14.70,0.00,0.0,
adams_tmpl_gafas_versage_varios,GAFAS VERSAGE VARIOS,adams_gaf_m9146_vers,,GAF-M9146-VERS,GAFM9146VERS,14.70,0.00,0.0,
adams_tmpl_vestido_viviene_olivo,VESTIDO VIVIENE OLIVO,adams_ve_viviene_ol_l,Talla=L,VE-VIVIENE-OL/L,VEVIVIENEOL/L,130.35,0.00,0.0,Talla:L
adams_tmpl_vestido_viviene_olivo,VESTIDO VIVIENE OLIVO,adams_ve_viviene_ol_m,Talla=M,VE-VIVIENE-OL/M,VEVIVIENEOL/M,130.35,0.00,0.0,Talla:M
adams_tmpl_vestido_beatrice_red,VESTIDO BEATRICE RED,adams_ve_beatrice_rd_l,Color=Rojo|Talla=L,VE-BEATRICE-RD/L,VEBEATRICERD/L,147.74,0.00,0.0,"Talla:L,Color:Rojo"
adams_tmpl_vestido_beatrice_red,VESTIDO BEATRICE RED,adams_ve_beatrice_rd_m,Color=Rojo|Talla=M,VE-BEATRICE-RD/M,VEBEATRICERD/M,147.74,0.00,0.0,"Talla:M,Color:Rojo"
adams_tmpl_vestido_ariadna_red,VESTIDO ARIADNA RED,adams_ve_ariadna_rd_l,Color=Rojo|Talla=L,VE-ARIADNA-RD/L,VEARIADNARD/L,139.91,0.00,0.0,"Talla:L,Color:Rojo"
adams_tmpl_vestido_ariadna_red,VESTIDO ARIADNA RED,adams_ve_ariadna_rd_m,Color=Rojo|Talla=M,VE-ARIADNA-RD/M,VEARIADNARD/M,139.91,0.00,0.0,"Talla:M,Color:Rojo"
adams_tmpl_vestido_ariadna_beige,VESTIDO ARIADNA BEIGE,adams_ve_ariadna_bge_s,Talla=S,VE-ARIADNA-BGE/S,VEARIADNABGE/S,139.91,0.00,0.0,Talla:S
adams_tmpl_baterias_12v_gel_250ah_felicity,BATERIAS 12V GEL 250AH FELICITY,adams_bat_12v_250ah,,BAT-12v-250AH,,400.00,0.00,0.0,
adams_tmpl_terno_mr_10845_1,Terno MR-10845-1,adams_mr_10845_1_7,Color=Negro|Talla=7,MR-10845-1/7,MR-10845-1/7,21.65,0.00,0.0,"Talla:7,Color:Negro"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_6_5,Marca=Bruno Cassini|Talla=6.5,ZP-50224-CASSINI-BRW/6.5,ZP-50224CASBRW/6.5,152.09,0.00,0.0,"Talla:6.5,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_10,Marca=Bruno Cassini|Talla=10,ZP-50224-CASSINI-BRW/10,ZP-50224-CAS-BRW/O10,152.09,0.00,0.0,"Talla:10,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_9,Marca=Bruno Cassini|Talla=9,ZP-50224-CASSINI-BRW/9,ZP-50224-CAS-BRW/O9,152.09,0.00,0.0,"Talla:9,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_9_5,Marca=Bruno Cassini|Talla=9.5,ZP-50224-CASSINI-BRW/9.5,ZP-50224-CAS-BRW/O9.5,152.09,0.00,0.0,"Talla:9.5,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_8_5,Marca=Bruno Cassini|Talla=8.5,ZP-50224-CASSINI-BRW/8.5,ZP-50224-CAS-BRW/O8.5,152.09,0.00,0.0,"Talla:8.5,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_8,Marca=Bruno Cassini|Talla=8,ZP-50224-CASSINI-BRW/8,ZP-50224-CAS-BRW/O8,152.09,0.00,0.0,"Talla:8,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_7_5,Marca=Bruno Cassini|Talla=7.5,ZP-50224-CASSINI-BRW/7.5,ZP-50224-CAS-BRW/O7.5,152.09,0.00,0.0,"Talla:7.5,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,adams_zp_50224_cassini_brw_7,Marca=Bruno Cassini|Talla=7,ZP-50224-CASSINI-BRW/7,ZP-50224-CAS-BRW/O7,152.09,0.00,0.0,"Talla:7,Marca:Bruno Cassini"
adams_tmpl_leva_lv_24c28061_76,Leva LV-24C28061-76,adams_lv_24c28061_76_56,Color=Azul|Marca=Bruno Cassini|Talla=56,LV-24C28061-76/56,LV-24C28061-76/O56,165.13,0.00,0.0,"Talla:56,Marca:Bruno Cassini,Color:Azul"
adams_tmpl_leva_lv_22c0905_4c,Leva LV-22C0905-4C,adams_lv_22c0905_4c_54,Marca=Bruno Cassini|Talla=54,LV-22C0905-4C/54,LV-22C0905-4C/O54,173.83,0.00,0.0,"Talla:54,Marca:Bruno Cassini"
adams_tmpl_leva_lv_22c0905_4c,Leva LV-22C0905-4C,adams_lv_22c0905_4c_52,Marca=Bruno Cassini|Talla=52,LV-22C0905-4C/52,LV-22C0905-4C/O52,173.83,0.00,0.0,"Talla:52,Marca:Bruno Cassini"
adams_tmpl_leva_lv_22c0905_4c,Leva LV-22C0905-4C,adams_lv_22c0905_4c_48,Marca=Bruno Cassini|Talla=48,LV-22C0905-4C/48,LV-22C0905-4C/O48,165.13,0.00,0.0,"Talla:48,Marca:Bruno Cassini"
adams_tmpl_leva_lv_22c0905_4c,Leva LV-22C0905-4C,adams_lv_22c0905_4c_50,Marca=Bruno Cassini|Talla=50,LV-22C0905-4C/50,LV-22C0905-4C/O50,165.13,0.00,0.0,"Talla:50,Marca:Bruno Cassini"
adams_tmpl_leva_lv_22c0905_4c,Leva LV-22C0905-4C,adams_lv_22c0905_4c_58,Marca=Bruno Cassini|Talla=58,LV-22C0905-4C/58,LV-22C0905-4C/O58,165.13,0.00,0.0,"Talla:58,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_6_5,Color=Vino|Marca=Bruno Cassini|Talla=6.5,ZP-CASSINI-PS-PT-VN/6.5,ZPCASSPSPTVN/O6.5,152.09,0.00,0.0,"Talla:6.5,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_9_5,Color=Vino|Marca=Bruno Cassini|Talla=9.5,ZP-CASSINI-PS-PT-VN/9.5,ZPCASSPSPTVN/O9.5,152.09,0.00,0.0,"Talla:9.5,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_10,Color=Vino|Marca=Bruno Cassini|Talla=10,ZP-CASSINI-PS-PT-VN/10,ZPCASSPSPTVN/O10,152.09,0.00,0.0,"Talla:10,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_9,Color=Vino|Marca=Bruno Cassini|Talla=9,ZP-CASSINI-PS-PT-VN/9,ZPCASSPSPTVN/O9,152.09,0.00,0.0,"Talla:9,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_8_5,Color=Vino|Marca=Bruno Cassini|Talla=8.5,ZP-CASSINI-PS-PT-VN/8.5,ZPCASSPSPTVN/O8.5,152.09,0.00,0.0,"Talla:8.5,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_8,Color=Vino|Marca=Bruno Cassini|Talla=8,ZP-CASSINI-PS-PT-VN/8,ZPCASSPSPTVN/O8,152.09,0.00,0.0,"Talla:8,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_7,Color=Vino|Marca=Bruno Cassini|Talla=7,ZP-CASSINI-PS-PT-VN/7,ZPCASSPSPTVN/O7,152.09,0.00,0.0,"Talla:7,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_zapato_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,adams_zp_cassini_ps_pt_vn_7_5,Color=Vino|Marca=Bruno Cassini|Talla=7.5,ZP-CASSINI-PS-PT-VN/7.5,ZPCASSPSPTVN/O7.5,152.09,0.00,0.0,"Talla:7.5,Marca:Bruno Cassini,Color:Vino"
adams_tmpl_pantalon_pt_2070_2,Pantalon PT-2070-2,adams_pt_2070_2_28,Marca=Bruno Cassini|Talla=28,PT-2070-2/28,PT-2070-2/28,39.04,0.00,0.0,"Talla:28,Marca:Bruno Cassini"
adams_tmpl_leva_lv_23a29607_32,Leva LV-23A29607-32,adams_lv_23a29607_32_56,Color=Azul Marino|Marca=Bruno Cassini|Talla=56,LV-23A29607-32/56,LV-23A29607-32/56,173.83,0.00,0.0,"Talla:56,Marca:Bruno Cassini,Color:Azul Marino"
adams_tmpl_h_correa_cuero_genuino_p_caballero_barona,H. CORREA CUERO GENUINO P/CABALLERO BARONA,adams_c_cuero_barona_cof,,C/CUERO-BARONA-COF,C/CUEROBARONACOF,130.35,0.00,0.0,
adams_tmpl_zapato_zp_cassini_ambar_ml,Zapato ZP-CASSINI-AMBAR-ML,adams_zp_cassini_ambar_ml_6_5,Marca=Bruno Cassini|Talla=6.5,ZP-CASSINI-AMBAR-ML/6.5,ZPCASSINIAMBARML/65,152.09,0.00,0.0,"Talla:6.5,Marca:Bruno Cassini"
adams_tmpl_zapato_zp_cassini_ambar_ml,Zapato ZP-CASSINI-AMBAR-ML,adams_zp_cassini_ambar_ml_6,Marca=Bruno Cassini|Talla=6,ZP-CASSINI-AMBAR-ML/6,ZP-CASSINI-AMBAR-ML/O6,152.09,0.00,0.0,"Talla:6,Marca:Bruno Cassini"
adams_tmpl_falda_freda_coffe_white,FALDA FREDA COFFE-WHITE,adams_fld_freda_cof_s,Color=Multicolor|Talla=S,FLD-FREDA-COF-S,FLD-FREDA-COF-S,100.78,0.00,0.0,"Talla:S,Color:Multicolor"
adams_tmpl_falda_freda_coffe_white,FALDA FREDA COFFE-WHITE,adams_fld_freda_cof_m,Color=Multicolor|Talla=M,FLD-FREDA-COF-M,FLD-FREDA-COF-M,100.78,0.00,0.0,"Talla:M,Color:Multicolor"
adams_tmpl_falda_freda_coffe_white,FALDA FREDA COFFE-WHITE,adams_fld_freda_cof_l,Color=Multicolor|Talla=L,FLD-FREDA-COF-L,FLD-FREDA-COF-L,100.78,0.00,0.0,"Talla:L,Color:Multicolor"
adams_tmpl_set_dana_navy,SET DANA NAVY,adams_set_dana_nvy_m,Color=Azul Marino|Talla=M,SET-DANA-NVY-M,SET-DANA-NVY-M,149.48,0.00,0.0,"Talla:M,Color:Azul Marino"
adams_tmpl_set_dana_navy,SET DANA NAVY,adams_set_dana_nvy_l,Color=Azul Marino|Talla=L,SET-DANA-NVY-L,SET-DANA-NVY-L,149.48,0.00,0.0,"Talla:L,Color:Azul Marino"
adams_tmpl_set_canela_crudo,SET CANELA CRUDO,adams_set_canela_crd_s,Talla=S,SET-CANELA-CRD-S,SET-CANELA-CRD-S,148.61,0.00,0.0,Talla:S
adams_tmpl_set_canela_crudo,SET CANELA CRUDO,adams_set_canela_crd_m,Talla=M,SET-CANELA-CRD-M,SET-CANELA-CRD-M,148.61,0.00,0.0,Talla:M
adams_tmpl_set_canela_crudo,SET CANELA CRUDO,adams_set_canela_crd_l,Talla=L,SET-CANELA-CRD-L,SET-CANELA-CRD-L,148.61,0.00,0.0,Talla:L
adams_tmpl_vestido_paulina_magenta,VESTIDO PAULINA MAGENTA,adams_ve_paulina_mag_s,Talla=S,VE-PAULINA-MAG-S,VE-PAULINA-MAG-S,159.04,0.00,0.0,Talla:S
adams_tmpl_vestido_gaia_turquesa,VESTIDO GAIA TURQUESA,adams_ve_gaia_tur_s,Talla=S,VE-GAIA-TUR-S,VE-GAIA-TUR-S,166.00,0.00,0.0,Talla:S
adams_tmpl_vestido_gaia_turquesa,VESTIDO GAIA TURQUESA,adams_ve_gaia_tur_m,Talla=M,VE-GAIA-TUR-M,VE-GAIA-TUR-M,166.00,0.00,0.0,Talla:M
adams_tmpl_vestido_ines_red,VESTIDO INES RED,adams_ve_ines_red_s,Color=Rojo|Talla=S,VE-INES-RED-S,VE-INES-RED-S,164.26,0.00,0.0,"Talla:S,Color:Rojo"
adams_tmpl_vestido_ines_red,VESTIDO INES RED,adams_ve_ines_red_m,Color=Rojo|Talla=M,VE-INES-RED-M,VE-INES-RED-M,164.26,0.00,0.0,"Talla:M,Color:Rojo"
adams_tmpl_vestido_ines_flores_azul,VESTIDO INES FLORES AZUL,adams_ve_ines_az_s,Color=Azul|Talla=S,VE-INES-AZ-S,VE-INES-AZ-S,164.26,0.00,0.0,"Talla:S,Color:Azul"
adams_tmpl_vestido_ines_flores_azul,VESTIDO INES FLORES AZUL,adams_ve_ines_az_m,Color=Azul|Talla=M,VE-INES-AZ-M,VE-INES-AZ-M,164.26,0.00,0.0,"Talla:M,Color:Azul"
adams_tmpl_vestido_chenoa_white,VESTIDO CHENOA WHITE,adams_ve_chenoa_wh_s,Color=Blanco|Talla=S,VE-CHENOA-WH-S,VE-CHENOA-WH-S,119.04,0.00,0.0,"Talla:S,Color:Blanco"
adams_tmpl_vestido_chenoa_white,VESTIDO CHENOA WHITE,adams_ve_chenoa_wh_m,Color=Blanco|Talla=M,VE-CHENOA-WH-M,VE-CHENOA-WH-M,119.04,0.00,0.0,"Talla:M,Color:Blanco"
adams_tmpl_vestido_chenoa_white,VESTIDO CHENOA WHITE,adams_ve_chenoa_wh_l,Color=Blanco|Talla=L,VE-CHENOA-WH-L,VE-CHENOA-WH-L,121.65,0.00,0.0,"Talla:L,Color:Blanco"
adams_tmpl_vestido_stella_vino,VESTIDO STELLA VINO,adams_ve_stella_vn_s,Color=Vino|Talla=S,VE-STELLA-VN-S,VE-STELLA-VN-S,152.96,0.00,0.0,"Talla:S,Color:Vino"
adams_tmpl_vestido_stella_vino,VESTIDO STELLA VINO,adams_ve_stella_vn_m,Color=Vino|Talla=M,VE-STELLA-VN-M,VE-STELLA-VN-M,152.96,0.00,0.0,"Talla:M,Color:Vino"
adams_tmpl_vestido_stella_vino,VESTIDO STELLA VINO,adams_ve_stella_vn_l,Color=Vino|Talla=L,VE-STELLA-VN-L,VE-STELLA-VN-L,152.96,0.00,0.0,"Talla:L,Color:Vino"
adams_tmpl_vestido_stella_chocolate,VESTIDO STELLA CHOCOLATE,adams_ve_stella_choc_s,Talla=S,VE-STELLA-CHOC-S,VE-STELLA-CHOC-S,152.96,0.00,0.0,Talla:S
adams_tmpl_vestido_stella_chocolate,VESTIDO STELLA CHOCOLATE,adams_ve_stella_choc_m,Talla=M,VE-STELLA-CHOC-M,VE-STELLA-CHOC-M,152.96,0.00,0.0,Talla:M
adams_tmpl_vestido_stella_chocolate,VESTIDO STELLA CHOCOLATE,adams_ve_stella_choc_l,Talla=L,VE-STELLA-CHOC-L,VE-STELLA-CHOC-L,152.96,0.00,0.0,Talla:L
adams_tmpl_vestido_lea_vino_tinto,VESTIDO LEA VINO TINTO,adams_ve_lea_vn_s,Color=Vino|Talla=S,VE-LEA-VN-S,VE-LEA-VN-S,122.52,0.00,0.0,"Talla:S,Color:Vino"
adams_tmpl_vestido_lea_vino_tinto,VESTIDO LEA VINO TINTO,adams_ve_lea_vn_m,Color=Vino|Talla=M,VE-LEA-VN-M,VE-LEA-VN-M,122.52,0.00,0.0,"Talla:M,Color:Vino"
adams_tmpl_vestido_lea_vino_tinto,VESTIDO LEA VINO TINTO,adams_ve_lea_vn_l,Color=Vino|Talla=L,VE-LEA-VN-L,VE-LEA-VN-L,122.52,0.00,0.0,"Talla:L,Color:Vino"
adams_tmpl_leva_lv_008_black_2,Leva LV-008-BLACK-2,adams_lv_008_black_2_46,Color=Negro|Marca=Bruno Cassini|Talla=46,LV-008-BLACK-2/46,LV-008-BLACK-2/46,173.83,0.00,0.0,"Talla:46,Marca:Bruno Cassini,Color:Negro"
adams_tmpl_leva_lv_23c25168_220,Leva LV-23C25168-220,adams_lv_23c25168_220_50,Marca=Bruno Cassini|Talla=50,LV-23C25168-220/50,LV-23C25168-220/50,173.83,0.00,0.0,"Talla:50,Marca:Bruno Cassini"
adams_tmpl_correas_cint_cue_br_35_cafe_liso,CORREAS CINT CUE BR #35 CAFE LISO,adams_correa_ca_lisa,,CORREA-CA-LISA,CORREA-CA-LISA,24.35,0.00,0.0,
adams_tmpl_correas_cint_cue_br_35_tan_liso,CORREAS CINT CUE BR #35 TAN LISO,adams_correa_ta_lisa,,CORREA-TA-LISA,CORREA-TA-LISA,24.35,0.00,0.0,
adams_tmpl_m_set_mopa_habano,M. SET MOPA HABANO,adams_ref_aida_hb_m,Talla=M,REF-AIDA-HB/M,REF-AIDA-HB/OM,192.09,0.00,0.0,Talla:M
adams_tmpl_m_set_mopa_habano,M. SET MOPA HABANO,adams_ref_aida_hb_s,Talla=S,REF-AIDA-HB/S,REF-AIDA-HB/OS,192.09,0.00,0.0,Talla:S
adams_tmpl_m_vestido_mopa_verde,M. VESTIDO MOPA VERDE,adams_ref_clara_ve_m,Color=Verde|Talla=M,REF-CLARA-VE/M,REF-CLARA-VE/OM,156.43,0.00,0.0,"Talla:M,Color:Verde"
adams_tmpl_m_vestido_mopa_verde,M. VESTIDO MOPA VERDE,adams_ref_clavel_ve_l,Color=Verde|Talla=L,REF-CLAVEL-VE/L,REF-CLAVEL-VE/OL,155.57,0.00,0.0,"Talla:L,Color:Verde"
adams_tmpl_m_vestido_mopa_verde,M. VESTIDO MOPA VERDE,adams_ref_clavel_ve_s,Color=Verde|Talla=S,REF-CLAVEL-VE/S,REF-CLAVEL-VE/OS,155.57,0.00,0.0,"Talla:S,Color:Verde"
adams_tmpl_m_vestido_mopa_estampado_rojo,M. VESTIDO MOPA ESTAMPADO ROJO,adams_ref_margarita_rj_s,Color=Rojo|Talla=S,REF-MARGARITA-RJ/S,REF-MARGARITA-RJ/OS,166.00,0.00,0.0,"Talla:S,Color:Rojo"
adams_tmpl_m_vestido_estampado_verde,M. VESTIDO ESTAMPADO VERDE,adams_ref_vera_ve_m,Color=Verde|Talla=M,REF-VERA-VE/M,REF-VERA-VE/OM,137.30,0.00,0.0,"Talla:M,Color:Verde"
adams_tmpl_m_vestido_estampado_verde,M. VESTIDO ESTAMPADO VERDE,adams_ref_vera_ve_l,Color=Verde|Talla=L,REF-VERA-VE/L,REF-VERA-VE/OL,137.30,0.00,0.0,"Talla:L,Color:Verde"
adams_tmpl_m_vestido_mopa_azul,M. VESTIDO MOPA AZUL,adams_ref_roxana_az_l,Color=Azul|Talla=L,REF-ROXANA-AZ/L,REF-ROXANA-AZ/OL,146.87,0.00,0.0,"Talla:L,Color:Azul"
adams_tmpl_m_vestido_mopa_azul,M. VESTIDO MOPA AZUL,adams_ref_roxana_az_m,Color=Azul|Talla=M,REF-ROXANA-AZ/M,REF-ROXANA-AZ/OM,146.87,0.00,0.0,"Talla:M,Color:Azul"
adams_tmpl_m_vestido_mopa_azul,M. VESTIDO MOPA AZUL,adams_ref_roxana_az_s,Color=Azul|Talla=S,REF-ROXANA-AZ/S,REF-ROXANA-AZ/OS,146.87,0.00,0.0,"Talla:S,Color:Azul"
adams_tmpl_m_vestido_mopa_azul,M. VESTIDO MOPA AZUL,adams_ref_elena_az_m,Color=Azul|Talla=M,REF-ELENA-AZ/M,REF-ELENA-AZ/OM,139.91,0.00,0.0,"Talla:M,Color:Azul"
adams_tmpl_m_vestido_unicolor_amarillo,M. VESTIDO UNICOLOR AMARILLO,adams_ref_margarita_am_l,Talla=L,REF-MARGARITA-AM/L,REF-MARGARITA-AM/OL,155.57,0.00,0.0,Talla:L
adams_tmpl_m_vestido_unicolor_amarillo,M. VESTIDO UNICOLOR AMARILLO,adams_ref_margarita_am_s,Talla=S,REF-MARGARITA-AM/S,REF-MARGARITA-AM/OS,155.57,0.00,0.0,Talla:S
adams_tmpl_m_vestido_unicolor_amarillo,M. VESTIDO UNICOLOR AMARILLO,adams_ref_margarita_am_m,Talla=M,REF-MARGARITA-AM/M,REF-MARGARITA-AM/OM,155.57,0.00,0.0,Talla:M
adams_tmpl_m_vestido_mopa_rojo,M. VESTIDO MOPA ROJO,adams_ref_elena_rj_l,Color=Rojo|Talla=L,REF-ELENA-RJ/L,REF-ELENA-RJ/OL,139.91,0.00,0.0,"Talla:L,Color:Rojo"
adams_tmpl_m_vestido_mopa_rojo,M. VESTIDO MOPA ROJO,adams_ref_elena_rj_m,Color=Rojo|Talla=M,REF-ELENA-RJ/M,REF-ELENA-RJ/OM,139.91,0.00,0.0,"Talla:M,Color:Rojo"
adams_tmpl_m_vestido_mopa_rosado,M. VESTIDO MOPA ROSADO,adams_ref_clavel_ro_s,Talla=S,REF-CLAVEL-RO/S,REF-CLAVEL-RO/OS,155.57,0.00,0.0,Talla:S
adams_tmpl_m_vestido_mopa_rosado,M. VESTIDO MOPA ROSADO,adams_ref_clavel_ro_l,Talla=L,REF-CLAVEL-RO/L,REF-CLAVEL-RO/OL,155.57,0.00,0.0,Talla:L
