Product Template External ID,Product Template Name,Internal Reference,Barcode,Talla,Color,Manga de Camisa,Ancho Corbata,Marca,Sales Price,Cost,Product Category
product_template_fa_35_1073_wi,Leva FA-35-1073-WI,FA-35-1073-WI/40,0743682310639,40,Vino,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_cuwfd040_112,CAMISA P/H M/C BRILLIANT WHITE CUBAVERA,CUWFD040-112/S,713610971102,S,Blanco,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_fa_35_1071_ht,Leva FA-35-1071-HT,FA-35-1071-HT/36,0743682309893,36,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_cuwfd040_112,CAMISA P/H M/C BRILLIANT WHITE CUBAVERA,CUWFD040-112/L,713610971126,L,Blanco,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_fa_35_1071_ht,Leva FA-35-1071-HT,FA-35-1071-HT/42,0743682309923,42,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_cuwff020_112,CAMISA M/C P/H BRILLIANT WHITE CUBAVERA,CUWFF020-112/L,051054427961,L,Blanco,,,,84.26,0.00,Ropa / Hombres / Camisas
product_template_cuwff020_112,CAMISA M/C P/H BRILLIANT WHITE CUBAVERA,CUWFF020-112/M,051054427954,M,Blanco,,,,84.26,0.00,Ropa / Hombres / Camisas
product_template_cuwff020_112,CAMISA M/C P/H BRILLIANT WHITE CUBAVERA,CUWFF020-112/S,051054427947,S,Blanco,,,,84.26,0.00,Ropa / Hombres / Camisas
product_template_cuwff020_112,CAMISA M/C P/H BRILLIANT WHITE CUBAVERA,CUWFF020-112/XL,051054427978,XL,Blanco,,,,84.26,0.00,Ropa / Hombres / Camisas
product_template_cuwfd040_112,CAMISA P/H M/C BRILLIANT WHITE CUBAVERA,CUWFD040-112/M,713610971119,M,Blanco,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_cuwfd040_112,CAMISA P/H M/C BRILLIANT WHITE CUBAVERA,CUWFD040-112/XL,713610971133,XL,Blanco,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_fa_35_1071_wi,Leva FA-35-1071-WI,FA-35-1071-WI/40,0743682310134,40,Vino,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1071_ht,Leva FA-35-1071-HT,FA-35-1071-HT/38,0743682309909,38,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1073_nv,Leva FA-35-1073-NV,FA-35-1073-NV/38,0743682310312,38,Azul Marino,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1073_nv,Leva FA-35-1073-NV,FA-35-1073-NV/40,0743682310332,40,Azul Marino,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1073_nv,Leva FA-35-1073-NV,FA-35-1073-NV/42,0743682310349,42,Azul Marino,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1073_nv,Leva FA-35-1073-NV,FA-35-1073-NV/46,0743682310363,46,Azul Marino,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1073_nv,Leva FA-35-1073-NV,FA-35-1073-NV/44,0743682310356,44,Azul Marino,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1073_sk,Leva FA-35-1073-SK,FA-35-1073-SK/36,0743682310516,36,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1071_sd,Leva FA-35-1071-SD,FA-35-1071-SD/46,0743682310103,46,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1071_sd,Leva FA-35-1071-SD,FA-35-1071-SD/42,0743682310080,42,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1071_sd,Leva FA-35-1071-SD,FA-35-1071-SD/44,0743682310097,44,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_fa_35_1071_sd,Leva FA-35-1071-SD,FA-35-1071-SD/40,0743682310073,40,,,,,165.13,0.00,Ropa / Hombres / Levas
product_template_lbpc_b03_102s_wh,CAMISA P/H M/C WHITE LONG BEACH,LBPC-B03-102S-WH/L,7448336014088,L,Blanco,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_102s_sk,CAMISA P/H M/C SKY LONG BEACH,LBPC-B03-102S-SK/S,7448336314348,S,,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_d04_217s_wh,CAMISA P/H M/L WHITE LONG BEACH,LBPC-D04-217S-WH/L,0743682196790,L,Blanco,,,,50.35,0.00,Ropa / Hombres / Camisas
product_template_lbpc_c03_232s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-C03-232S-NV/M,743682044381,M,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_c03_232s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-C03-232S-NV/S,743682044374,S,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_c03_232s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-C03-232S-NV/L,743682044398,L,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_102s_sk,CAMISA P/H M/C SKY LONG BEACH,LBPC-B03-102S-SK/L,7448338987915,L,,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_c03_232s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-C03-232S-NV/XL,743682044404,XL,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_102s_wh,CAMISA P/H M/C WHITE LONG BEACH,LBPC-B03-102S-WH/S,7448336185160,S,Blanco,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_101s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-B03-101S-NV/S,7448353897800,S,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_101s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-B03-101S-NV/M,7448344538552,M,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_101s_ka,CAMISA P/H M/C KHAKI LONG BEACH,LBPC-B03-101S-KA/S,0743682193850,S,,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_101s_ka,CAMISA P/H M/C KHAKI LONG BEACH,LBPC-B03-101S-KA/L,0743682193874,L,,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_d04_216s_wh,CAMISA P/H M/L WHITE LONG BEACH,LBPC-D04-216S-WH/L,0743682196554,L,Blanco,,,,50.35,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_101s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-B03-101S-NV/XL,7448338822872,XL,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_101s_nv,CAMISA P/H M/C NAVY LONG BEACH,LBPC-B03-101S-NV/L,7448342423478,L,Azul Marino,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_b03_101s_ka,CAMISA P/H M/C KHAKI LONG BEACH,LBPC-B03-101S-KA/XL,0743682193881,XL,,,,,47.74,0.00,Ropa / Hombres / Camisas
product_template_lbpc_d04_216s_wh,CAMISA P/H M/L WHITE LONG BEACH,LBPC-D04-216S-WH/M,0743682196547,M,Blanco,,,,50.35,0.00,Ropa / Hombres / Camisas
product_template_lbpc_d04_216s_wh,CAMISA P/H M/L WHITE LONG BEACH,LBPC-D04-216S-WH/S,0743682196530,S,Blanco,,,,50.35,0.00,Ropa / Hombres / Camisas
product_template_cuwf2109_118,CAMISA P/H M/C BRIGHT WHITE CUBAVERA,CUWF2109-118/XL,0743682126841,XL,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_485s,CAMISA P/H M/C AQCUA CUBAVERA,CUWSP501-485S/S,0743682135140,S,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_454,CAMISA P/H M/L CASHEMERE BLUE CUBAVERA,CUWBP0035-454/L,0743682135010,L,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_485s,CAMISA P/H M/C AQCUA CUBAVERA,CUWSP501-485S/M,0743682136157,M,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwf2109_118,CAMISA P/H M/C BRIGHT WHITE CUBAVERA,CUWF2109-118/S,0743682126810,S,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwf2109_118,CAMISA P/H M/C BRIGHT WHITE CUBAVERA,CUWF2109-118/L,0743682126834,L,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_460,CAMISA P/H M/L ENSING BLUE CUBAVERA,CUWBP0035-460/XXL,0743682134983,XXL,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwfd040_457,CAMISA P/H M/C CLEAR SKY CUBAVERA,CUWFD040-457/L,713610971171,L,,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsf021_119,CAMISA M/C P/H EGRET CUBAVERA,CUWSF021-119/M,713610972147,M,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_475l,CAMISA P/H M/C LT. BLUE CUBAVERA,CUWSP501-475L/M,0743682135454,M,Azul,,,,90.35,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_475l,CAMISA P/H M/C LT. BLUE CUBAVERA,CUWSP501-475L/L,0743682135461,L,Azul,,,,90.35,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_100s,CAMISA P/H M/C WHITE CUBAVERA,CUWSP501-100S/XL,0743682135324,XL,Blanco,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_100s,CAMISA P/H M/C WHITE CUBAVERA,CUWSP501-100S/S,0743682135294,S,Blanco,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_110,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWBP0035-110/M,0743682134907,M,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_110,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWBP0035-110/L,0743682134914,L,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_460,CAMISA P/H M/L ENSING BLUE CUBAVERA,CUWBP0035-460/XL,0743682134976,XL,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwhe007_450,CAMISA P/H M/C DREAM BLUE CUBAVERA,CUWHE007-450/M,713610973762,M,Azul,,,,93.83,0.00,Ropa / Hombres / Camisas
product_template_cuwhe007_450,CAMISA P/H M/C DREAM BLUE CUBAVERA,CUWHE007-450/S,713610973755,S,Azul,,,,93.83,0.00,Ropa / Hombres / Camisas
product_template_cuwhe007_450,CAMISA P/H M/C DREAM BLUE CUBAVERA,CUWHE007-450/XL,713610973786,XL,Azul,,,,93.83,0.00,Ropa / Hombres / Camisas
product_template_cuwsf025_477,CAMISA P/H M/L PARISIAN BLUE CUBAVERA,CUWSF025-477/M,713610964265,M,Azul,,,,99.91,0.00,Ropa / Hombres / Camisas
product_template_cuwsf025_477,CAMISA P/H M/L PARISIAN BLUE CUBAVERA,CUWSF025-477/XL,713610964289,XL,Azul,,,,99.91,0.00,Ropa / Hombres / Camisas
product_template_cuwsf025_477,CAMISA P/H M/L PARISIAN BLUE CUBAVERA,CUWSF025-477/L,713510964272,L,Azul,,,,99.91,0.00,Ropa / Hombres / Camisas
product_template_cuwsf021_119,CAMISA M/C P/H EGRET CUBAVERA,CUWSF021-119/XL,713610972161,XL,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_100s,CAMISA P/H M/C WHITE CUBAVERA,CUWSP501-100S/M,0743682135300,M,Blanco,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsf021_119,CAMISA M/C P/H EGRET CUBAVERA,CUWSF021-119/S,713610972130,S,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsf025_477,CAMISA P/H M/L PARISIAN BLUE CUBAVERA,CUWSF025-477/S,713610967471,S,Azul,,,,99.91,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_100s,CAMISA P/H M/C WHITE CUBAVERA,CUWSP501-100S/L,0743682135317,L,Blanco,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwf2109_118,CAMISA P/H M/C BRIGHT WHITE CUBAVERA,CUWF2109-118/M,0743682126827,M,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwf2111_118,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWF2111-118/L,0743682127138,L,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwf2109_118,CAMISA P/H M/C BRIGHT WHITE CUBAVERA,CUWF2109-118/XXL,0743682126858,XXL,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwhe007_450,CAMISA P/H M/C DREAM BLUE CUBAVERA,CUWHE007-450/L,713610973779,L,Azul,,,,93.83,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_475l,CAMISA P/H M/C LT. BLUE CUBAVERA,CUWSP501-475L/XL,0743682135478,XL,Azul,,,,90.35,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_485s,CAMISA P/H M/C AQCUA CUBAVERA,CUWSP501-485S/L,0743682135164,L,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_475l,CAMISA P/H M/C LT. BLUE CUBAVERA,CUWSP501-475L/S,0743682135447,S,Azul,,,,90.35,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_110,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWBP0035-110/S,0743682134891,S,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_110,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWBP0035-110/XL,0743682134921,XL,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_110,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWBP0035-110/XXL,0743682134936,XXL,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwsf021_119,CAMISA M/C P/H EGRET CUBAVERA,CUWSF021-119/L,713610972154,L,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwsp501_485s,CAMISA P/H M/C AQCUA CUBAVERA,CUWSP501-485S/XL,0743682135171,XL,,,,,86.87,0.00,Ropa / Hombres / Camisas
product_template_cuwfd040_457,CAMISA P/H M/C CLEAR SKY CUBAVERA,CUWFD040-457/XL,713610971188,XL,,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_cuwfd040_457,CAMISA P/H M/C CLEAR SKY CUBAVERA,CUWFD040-457/S,713610971157,S,,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_cuwfd040_457,CAMISA P/H M/C CLEAR SKY CUBAVERA,CUWFD040-457/M,713610971164,M,,,,,106.87,0.00,Ropa / Hombres / Camisas
product_template_cuwf2111_118,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWF2111-118/M,0743682127121,M,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwf2111_118,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWF2111-118/S,0743682127114,S,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwf2111_118,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWF2111-118/XL,0743682127145,XL,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwf2111_118,CAMISA P/H M/L BRIGHT WHITE CUBAVERA,CUWF2111-118/XXL,0743682127152,XXL,Blanco,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_454,CAMISA P/H M/L CASHEMERE BLUE CUBAVERA,CUWBP0035-454/S,0743682134990,S,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_454,CAMISA P/H M/L CASHEMERE BLUE CUBAVERA,CUWBP0035-454/M,0743682135003,M,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_460,CAMISA P/H M/L ENSING BLUE CUBAVERA,CUWBP0035-460/S,0743682134945,S,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_460,CAMISA P/H M/L ENSING BLUE CUBAVERA,CUWBP0035-460/M,0743682134952,M,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_460,CAMISA P/H M/L ENSING BLUE CUBAVERA,CUWBP0035-460/L,0743682134969,L,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_454,CAMISA P/H M/L CASHEMERE BLUE CUBAVERA,CUWBP0035-454/XXL,0743682135034,XXL,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_cuwbp0035_454,CAMISA P/H M/L CASHEMERE BLUE CUBAVERA,CUWBP0035-454/XL,0743682135027,XL,Azul,,,,112.96,0.00,Ropa / Hombres / Camisas
product_template_ve_marce_bl,VESTIDO MARCELA ZOLEY BLACK,VE-MARCE-BL/M,VE-MARCE-BL/M,M,Negro,,,,102.52,0.00,Ropa / Mujeres / Vestidos
product_template_ve_marce_bl,VESTIDO MARCELA ZOLEY BLACK,VE-MARCE-BL/L,VE-MARCE-BL/L,L,Negro,,,,102.52,0.00,Ropa / Mujeres / Vestidos
product_template_ve_marce_wh,VESTIDO MARCELA ZOLEY WHITE,VE-MARCE-WH/S,VE-MARCE-WH/S,S,Blanco,,,,102.52,0.00,Ropa / Mujeres / Vestidos
product_template_ve_marce_wh,VESTIDO MARCELA ZOLEY WHITE,VE-MARCE-WH/M,VE-MARCE-WH/M,M,Blanco,,,,102.52,0.00,Ropa / Mujeres / Vestidos
product_template_ve_marce_wh,VESTIDO MARCELA ZOLEY WHITE,VE-MARCE-WH/L,VE-MARCE-WH/L,L,Blanco,,,,102.52,0.00,Ropa / Mujeres / Vestidos
product_template_ve_stela_az,VESTIDO STELA AZUL,VE-STELA-AZ/L,VE-STELA-AZ/L,L,Azul,,,,147.74,0.00,Ropa / Mujeres / Vestidos
product_template_cb_h22_006nv,Terno CB-H22-006NV,CB-H22-006NV/44,7448331641616,44,Azul,,,,82.52,0.00,Ropa / Hombres / Bermudas
product_template_cb_h22_006nv,Terno CB-H22-006NV,CB-H22-006NV/42,7448335090083,42,Azul,,,,82.52,0.00,Ropa / Hombres / Bermudas
product_template_pt_008_black_1,Pantalon PT-008-BLACK-1,PT-008-BLACK-1/36,PT008BLACK1/36,36,,,,Bruno Cassini,60.80,0.00,Ropa / Hombres / Pantalones
product_template_pt_6158_a7,Pantalon PT-6158-A7,PT-6158-A7/34,PT-6158-A7/34,34,,,,Bruno Cassini,60.80,0.00,Ropa / Hombres / Pantalones
product_template_lv_smoking_1bc,Leva LV-SMOKING-1BC,LV-SMOKING-1BC/56,LV-SMOKING-1BC/56,56,Negro,,,Bruno Cassini,217.30,0.00,Ropa / Hombres / Levas
product_template_pant_sub_cn_bl,PANTALON P/DAMA SUBLIME CINTA BLACK,PANT-SUB-CN-BL/S,PANTSUBCNBL/S,S,Negro,,,,45.13,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sub_cn_bl,PANTALON P/DAMA SUBLIME CINTA BLACK,PANT-SUB-CN-BL/M,PANTSUBCNBL/M,M,Negro,,,,45.13,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sub_cn_bl,PANTALON P/DAMA SUBLIME CINTA BLACK,PANT-SUB-CN-BL/L,PANTSUBCNBL/L,L,Negro,,,,45.13,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sub_cn_bge,PANTALON P/DAMA SUBLIME CINTA BEIGE,PANT-SUB-CN-BGE/S,PANTSUBCNBGE/S,S,,,,,45.13,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sub_cn_bge,PANTALON P/DAMA SUBLIME CINTA BEIGE,PANT-SUB-CN-BGE/M,PANTSUBCNBGE/M,M,,,,,45.13,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sub_cn_bge,PANTALON P/DAMA SUBLIME CINTA BEIGE,PANT-SUB-CN-BGE/L,PANTSUBCNBGE/L,L,,,,,45.13,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_rd,PANTALON P/DAMA SUBLIME RED,PANT-SUBLIM-RD/S,PANTSUBLIMRD/S,S,Rojo,,,,53.83,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_rd,PANTALON P/DAMA SUBLIME RED,PANT-SUBLIM-RD/M,PANTSUBLIMRD/M,M,Rojo,,,,53.83,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_rd,PANTALON P/DAMA SUBLIME RED,PANT-SUBLIM-RD/L,PANTSUBLIMRD/L,L,Rojo,,,,53.83,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_bl,PANTALON P/DAMA SUBLIME BLACK,PANT-SUBLIM-BL/S,PANTSUBLIMBL/S,S,Negro,,,,50.35,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_bl,PANTALON P/DAMA SUBLIME BLACK,PANT-SUBLIM-BL/M,PANTSUBLIMBL/M,M,Negro,,,,50.35,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_bl,PANTALON P/DAMA SUBLIME BLACK,PANT-SUBLIM-BL/L,PANTSUBLIMBL/L,L,Negro,,,,50.35,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_bge,PANTALON P/DAMA SUBLIME BEIGE,PANT-SUBLIM-BGE/S,PANTSUBLIMBGE/S,S,,,,,50.35,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_bge,PANTALON P/DAMA SUBLIME BEIGE,PANT-SUBLIM-BGE/M,PANTSUBLIMBGE/M,M,,,,,50.35,0.00,Ropa / Mujeres / Pantalones
product_template_pant_sublim_bge,PANTALON P/DAMA SUBLIME BEIGE,PANT-SUBLIM-BGE/L,PANTSUBLIMBGE/L,L,,,,,50.35,0.00,Ropa / Mujeres / Pantalones
product_template_bl_cot_3but_ol,BLUSA 3 BUTTONS COTTON OLIVE,BL-COT-3BUT-OL/S,BLCOT3BUTOL/S,S,,,,,70.35,0.00,Ropa / Mujeres / Blusas
product_template_bl_cot_3but_ol,BLUSA 3 BUTTONS COTTON OLIVE,BL-COT-3BUT-OL/M,BLCOT3BUTOL/M,M,,,,,70.35,0.00,Ropa / Mujeres / Blusas
product_template_bl_cot_3but_ol,BLUSA 3 BUTTONS COTTON OLIVE,BL-COT-3BUT-OL/L,BLCOT3BUTOL/L,L,,,,,70.35,0.00,Ropa / Mujeres / Blusas
product_template_bl_cot_3but_blu,BLUSA 3 BUTTONS COTTON BLUE,BL-COT-3BUT-BLU/S,BLCOT3BUTBLU/S,S,Azul,,,,70.35,0.00,Ropa / Mujeres / Blusas
product_template_bl_cot_3but_blu,BLUSA 3 BUTTONS COTTON BLUE,BL-COT-3BUT-BLU/M,BLCOT3BUTBLU/M,M,Azul,,,,70.35,0.00,Ropa / Mujeres / Blusas
product_template_bl_cot_3but_blu,BLUSA 3 BUTTONS COTTON BLUE,BL-COT-3BUT-BLU/L,BLCOT3BUTBLU/L,L,Azul,,,,70.35,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_wh,BLUSA ORGANZA SATIN WHITE,BL-ORG-WH/S,BL-ORG-WH/S,S,Blanco,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_wh,BLUSA ORGANZA SATIN WHITE,BL-ORG-WH/M,BLORGWH/M,M,Blanco,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_wh,BLUSA ORGANZA SATIN WHITE,BL-ORG-WH/L,BLORGWH/L,L,Blanco,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_moc,BLUSA ORGANZA SATIN MOCHA,BL-ORG-MOC/S,BLORGMOC/S,S,,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_moc,BLUSA ORGANZA SATIN MOCHA,BL-ORG-MOC/M,BLORGMOC/M,M,,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_moc,BLUSA ORGANZA SATIN MOCHA,BL-ORG-MOC/L,BLORGMOC/L,L,,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_blu,BLUSA ORGANZA SATIN BLUE,BL-ORG-BLU/S,BLORGBLU/S,S,Azul,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_blu,BLUSA ORGANZA SATIN BLUE,BL-ORG-BLU/M,BLORGBLU/M,M,Azul,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_org_blu,BLUSA ORGANZA SATIN BLUE,BL-ORG-BLU/L,BLORGBLU/L,L,Azul,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_satin_lgr,BLUSA SATIN CIEN L/GRAY,BL-SATIN-LGR/S,BLSATINLGR/S,S,,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_satin_lgr,BLUSA SATIN CIEN L/GRAY,BL-SATIN-LGR/M,BLSATINLGR/M,M,,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_bl_satin_lgr,BLUSA SATIN CIEN L/GRAY,BL-SATIN-LGR/L,BL-SATIN-LGR/L,L,,,,,66.87,0.00,Ropa / Mujeres / Blusas
product_template_set_cien_bl,SET VEST & PANT CIEN BLACK,SET-CIEN-BL/S,SETCIENBL/S,S,Negro,,,,106.87,0.00,Sin Categoria
product_template_set_cien_bl,SET VEST & PANT CIEN BLACK,SET-CIEN-BL/M,SETCIENBL/M,M,Negro,,,,106.87,0.00,Sin Categoria
product_template_set_cien_bl,SET VEST & PANT CIEN BLACK,SET-CIEN-BL/L,SET-CIEN-BL/L,L,Negro,,,,106.87,0.00,Sin Categoria
product_template_top_halneck_ivo,TOP HALTER NECK IVORY,TOP-HALNECK-IVO/S,TOPHALNECKIVO/S,S,,,,,64.26,0.00,Ropa / Mujeres / Tops
product_template_top_halneck_ivo,TOP HALTER NECK IVORY,TOP-HALNECK-IVO/M,TOPHALNECKIVO/M,M,,,,,64.26,0.00,Ropa / Mujeres / Tops
product_template_top_halneck_ivo,TOP HALTER NECK IVORY,TOP-HALNECK-IVO/L,TOPHALNECKIVO/L,L,,,,,64.26,0.00,Ropa / Mujeres / Tops
product_template_top_oshoul_dnvy,TOP ONE SHOULD DARK NAVY,TOP-OSHOUL-DNVY/S,TOPOSHOULDNVY/S,S,Azul Marino,,,,59.91,0.00,Ropa / Mujeres / Tops
product_template_top_oshoul_dnvy,TOP ONE SHOULD DARK NAVY,TOP-OSHOUL-DNVY/M,TOPOSHOULDNVY/M,M,Azul Marino,,,,59.91,0.00,Ropa / Mujeres / Tops
product_template_top_oshoul_dnvy,TOP ONE SHOULD DARK NAVY,TOP-OSHOUL-DNVY/L,TOPOSHOULDNVY/L,L,Azul Marino,,,,59.91,0.00,Ropa / Mujeres / Tops
product_template_top_oshoul_bl,TOP ONE SHOULD BLACK,TOP-OSHOUL-BL/S,TOPOSHOULBL/S,S,Negro,,,,52.96,0.00,Ropa / Mujeres / Tops
product_template_top_oshoul_bl,TOP ONE SHOULD BLACK,TOP-OSHOUL-BL/M,TOPOSHOULBL/M,M,Negro,,,,52.96,0.00,Ropa / Mujeres / Tops
product_template_top_oshoul_bl,TOP ONE SHOULD BLACK,TOP-OSHOUL-BL/L,TOPOSHOULBL/L,L,Negro,,,,52.96,0.00,Ropa / Mujeres / Tops
product_template_top_lsleves_nta,TOP LONG SLEEVES NAVY TAUPE,TOP-LSLEVES-NTA/S,TOP-LSLEVES-NTA/S,S,Azul Marino,,,,66.87,0.00,Ropa / Mujeres / Tops
