Product Template External ID,Product Template Name,Internal Reference,Barcode,Talla,Color,Manga de Camisa,Ancho Corbata,Marca,Sales Price,Cost,Product Category
product_template_ve_ariana_wh,VESTIDO ARIANA WHITE,VE-ARIANA-WH/M,VE-ARIANA-WH/M,M,Blanco,,,,138.17,0.00,Ropa / Mujeres / Vestidos
product_template_ve_ariana_wh,VESTIDO ARIANA WHITE,VE-ARIANA-WH/L,VE-ARIANA-WH/L,L,Blanco,,,,138.17,0.00,Ropa / Mujeres / Vestidos
product_template_bl_rive_wh,BLUSA RIVERA WHITE,BL-RIVE-WH-/XL,BL-RIVE-WH-/XL,XL,Blanco,,,,55.57,0.00,Ropa / Mujeres / Blusas
product_template_bl_rive_wh,BLUSA RIVERA WHITE,BL-RIVE-WH-/M,BL-RIVE-WH-/M,M,Blanco,,,,55.57,0.00,Ropa / Mujeres / Blusas
product_template_bl_rive_wh,BLUSA RIVERA WHITE,BL-RIVE-WH-/L,BL-RIVE-WH-/L,L,Blanco,,,,55.57,0.00,Ropa / Mujeres / Blusas
product_template_bl_rive_cel,BLUSA RIVERA CELESTE,BL-RIVE-CEL-/XL,BL-RIVE-CEL-/XL,XL,,,,,55.57,0.00,Ropa / Mujeres / Blusas
product_template_bl_rive_cel,BLUSA RIVERA CELESTE,BL-RIVE-CEL-/M,BL-RIVE-CEL-/M,M,,,,,55.57,0.00,Ropa / Mujeres / Blusas
product_template_bl_rive_cel,BLUSA RIVERA CELESTE,BL-RIVE-CEL-/L,BL-RIVE-CEL-/L,L,,,,,55.57,0.00,Ropa / Mujeres / Blusas
product_template_bl_vale_mok,BLUSA VALENTINE MOKA,BL-VALE-MOK-S,BL-VALE-MOK-S,S,,,,,69.48,0.00,Ropa / Mujeres / Blusas
product_template_bl_vale_mok,BLUSA VALENTINE MOKA,BL-VALE-MOK-M,BL-VALE-MOK-M,M,,,,,69.48,0.00,Ropa / Mujeres / Blusas
product_template_bl_vale_mok,BLUSA VALENTINE MOKA,BL-VALE-MOK-L,BL-VALE-MOK-L,L,,,,,69.48,0.00,Ropa / Mujeres / Blusas
product_template_bl_butt_wh,BLUSA BUTTERFLY WHITE,BL-BUTT-WH/XL,BL-BUTT-WH/XL,XL,Blanco,,,,55.57,0.00,Ropa / Mujeres / Blusas
product_template_bl_butt_wh,BLUSA BUTTERFLY WHITE,BL-BUTT-WH/M,BL-BUTT-WH/M,M,Blanco,,,,55.57,0.00,Ropa / Mujeres / Blusas
