"id","id","product_tmpl_id/id","product_tmpl_id/name","product_template_variant_value_ids"
"__export__.product_product_86721_f9b47eb8","__export__.product_product_86721_f9b47eb8","__import__.product_template_ar","ARETES P/DAMA V. MODELOS","Talla: 10"
"__export__.product_product_86722_a667ad53","__export__.product_product_86722_a667ad53","__import__.product_template_ar","ARETES P/DAMA V. MODELOS","Talla: 12"
"__export__.product_product_95997_89cda719","__export__.product_product_95997_89cda719","__import__.product_template_ophs5077_358_op","BERMUDA P/H 100% ALGODON","Talla: 30"
"__export__.product_product_95998_5316591d","__export__.product_product_95998_5316591d","__import__.product_template_ophs5077_358_op","BERMUDA P/H 100% ALGODON","Talla: 32"
"__export__.product_product_95999_ee9012da","__export__.product_product_95999_ee9012da","__import__.product_template_ophs5077_468_op","BERMUDA P/H 100% ALGODON (ophs5077_468_op)","Talla: 32"
"__export__.product_product_96000_e0608801","__export__.product_product_96000_e0608801","__import__.product_template_ophs5077_468_op","BERMUDA P/H 100% ALGODON (ophs5077_468_op)","Talla: 34"
"__export__.product_product_96001_23c96b46","__export__.product_product_96001_23c96b46","__import__.product_template_ophs5077_468_op","BERMUDA P/H 100% ALGODON (ophs5077_468_op)","Talla: 31"
"__export__.product_product_95635_d21ab8f3","__export__.product_product_95635_d21ab8f3","__import__.product_template_acce_12","BISUTERIA VARIOS MODELOS",""
"__export__.product_product_96103_87ba56aa","__export__.product_product_96103_87ba56aa","__import__.product_template_j11063_bleach_blue","BLEACH BLUE","Talla: 30"
"__export__.product_product_96104_7047841e","__export__.product_product_96104_7047841e","__import__.product_template_j11063_bleach_blue","BLEACH BLUE","Talla: 28"
"__export__.product_product_96105_f888fbc9","__export__.product_product_96105_f888fbc9","__import__.product_template_j11063_bleach_blue","BLEACH BLUE","Talla: 29"
"__export__.product_product_88966_b6ce9743","__export__.product_product_88966_b6ce9743","__import__.product_template_ft11389_p1335","BLUSA","Talla: S"
"__export__.product_product_88967_48bd476f","__export__.product_product_88967_48bd476f","__import__.product_template_ft11389_p1335","BLUSA","Talla: M"
"__export__.product_product_88968_042c4bf1","__export__.product_product_88968_042c4bf1","__import__.product_template_ft11389_p1335","BLUSA","Talla: L"
"__export__.product_product_88969_83247f15","__export__.product_product_88969_83247f15","__import__.product_template_ft9708","BLUSA (ft9708)","Talla: S"
"__export__.product_product_88970_0097e0bf","__export__.product_product_88970_0097e0bf","__import__.product_template_ft9708","BLUSA (ft9708)","Talla: M"
"__export__.product_product_88971_df98370c","__export__.product_product_88971_df98370c","__import__.product_template_ft9708","BLUSA (ft9708)","Talla: L"
"__export__.product_product_86549_7c852adb","__export__.product_product_86549_7c852adb","__import__.product_template_bl_cot_3but_blu","BLUSA 3 BUTTONS COTTON BLUE","Talla: S"
"__export__.product_product_86550_ea33524a","__export__.product_product_86550_ea33524a","__import__.product_template_bl_cot_3but_blu","BLUSA 3 BUTTONS COTTON BLUE","Talla: M"
"__export__.product_product_86551_c3212530","__export__.product_product_86551_c3212530","__import__.product_template_bl_cot_3but_blu","BLUSA 3 BUTTONS COTTON BLUE","Talla: L"
"__export__.product_product_86546_fbccf711","__export__.product_product_86546_fbccf711","__import__.product_template_bl_cot_3but_ol","BLUSA 3 BUTTONS COTTON OLIVE","Talla: S"
"__export__.product_product_86547_574f6ad7","__export__.product_product_86547_574f6ad7","__import__.product_template_bl_cot_3but_ol","BLUSA 3 BUTTONS COTTON OLIVE","Talla: M"
"__export__.product_product_86548_5e15c015","__export__.product_product_86548_5e15c015","__import__.product_template_bl_cot_3but_ol","BLUSA 3 BUTTONS COTTON OLIVE","Talla: L"
"__export__.product_product_89292_52bd21e5","__export__.product_product_89292_52bd21e5","__import__.product_template_bl_ariana_est","BLUSA ARIANA EST AZUL T. S-M-L","Talla: S"
"__export__.product_product_89293_d27ee4d8","__export__.product_product_89293_d27ee4d8","__import__.product_template_bl_ariana_est","BLUSA ARIANA EST AZUL T. S-M-L","Talla: M"
"__export__.product_product_89294_2643138b","__export__.product_product_89294_2643138b","__import__.product_template_bl_ariana_est","BLUSA ARIANA EST AZUL T. S-M-L","Talla: L"
"__export__.product_product_85596_a7c01d6b","__export__.product_product_85596_a7c01d6b","__import__.product_template_bl_butt_wh","BLUSA BUTTERFLY WHITE","Talla: M"
"__export__.product_product_85597_61e58167","__export__.product_product_85597_61e58167","__import__.product_template_bl_butt_wh","BLUSA BUTTERFLY WHITE","Talla: L"
"__export__.product_product_85598_fb3d6db0","__export__.product_product_85598_fb3d6db0","__import__.product_template_bl_butt_wh","BLUSA BUTTERFLY WHITE","Talla: XL"
"__export__.product_product_95308_d0b402d8","__export__.product_product_95308_d0b402d8","__import__.product_template_9511tw","BLUSA CQ BY CQ","Talla: S"
"__export__.product_product_95309_777f4eb6","__export__.product_product_95309_777f4eb6","__import__.product_template_9511tw","BLUSA CQ BY CQ","Talla: L"
"__export__.product_product_89602_c4da9e9d","__export__.product_product_89602_c4da9e9d","__import__.product_template_bl_dafne_az_ro","BLUSA DAFNE P/DAMA AZUL ROSA","Talla: S"
"__export__.product_product_89603_67290d88","__export__.product_product_89603_67290d88","__import__.product_template_bl_dafne_az_ro","BLUSA DAFNE P/DAMA AZUL ROSA","Talla: M"
"__export__.product_product_89604_3d81329d","__export__.product_product_89604_3d81329d","__import__.product_template_bl_dafne_az_ro","BLUSA DAFNE P/DAMA AZUL ROSA","Talla: L"
"__export__.product_product_89605_37630457","__export__.product_product_89605_37630457","__import__.product_template_bl_dafne_na_ca","BLUSA DAFNE P/DAMA NARANJA CAFE",""
"__export__.product_product_88308_737edcde","__export__.product_product_88308_737edcde","__import__.product_template_ern_sabat_1259_wm","BLUSA DE DAMA P/S BRUNO CASSINI WHITE T.S",""
"__export__.product_product_95310_f690e91f","__export__.product_product_95310_f690e91f","__import__.product_template_10896t","BLUSA IDEM DITTO","Talla: S"
"__export__.product_product_95311_eb32c409","__export__.product_product_95311_eb32c409","__import__.product_template_10896t","BLUSA IDEM DITTO","Talla: M"
"__export__.product_product_95312_0937d497","__export__.product_product_95312_0937d497","__import__.product_template_10896t","BLUSA IDEM DITTO","Talla: L"
"__export__.product_product_86908_311c6dbc","__export__.product_product_86908_311c6dbc","__import__.product_template_bl_luna_azn","BLUSA LUNA AZUL","Talla: S"
"__export__.product_product_86909_a85b8ad4","__export__.product_product_86909_a85b8ad4","__import__.product_template_bl_luna_azn","BLUSA LUNA AZUL","Talla: M"
"__export__.product_product_86910_354d7def","__export__.product_product_86910_354d7def","__import__.product_template_bl_luna_azn","BLUSA LUNA AZUL","Talla: L"
"__export__.product_product_86911_bedc7e46","__export__.product_product_86911_bedc7e46","__import__.product_template_bl_luna_cl","BLUSA LUNA CELESTE","Talla: S"
"__export__.product_product_86912_69afb737","__export__.product_product_86912_69afb737","__import__.product_template_bl_luna_cl","BLUSA LUNA CELESTE","Talla: M"
"__export__.product_product_86913_6bcce7c1","__export__.product_product_86913_6bcce7c1","__import__.product_template_bl_luna_cl","BLUSA LUNA CELESTE","Talla: L"
"__export__.product_product_95332_d1b469c0","__export__.product_product_95332_d1b469c0","__import__.product_template_1012065_az","BLUSA M/3/4 P/DAMA BLANCA AZUL TALLA M","Talla: XS"
"__export__.product_product_95333_6a320377","__export__.product_product_95333_6a320377","__import__.product_template_1012065_az","BLUSA M/3/4 P/DAMA BLANCA AZUL TALLA M","Talla: S"
"__export__.product_product_95334_b0b897b3","__export__.product_product_95334_b0b897b3","__import__.product_template_1012065_az","BLUSA M/3/4 P/DAMA BLANCA AZUL TALLA M","Talla: M"
"__export__.product_product_95328_917dd260","__export__.product_product_95328_917dd260","__import__.product_template_1012065_rj","BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA L","Talla: XS"
"__export__.product_product_95329_7e5b8df2","__export__.product_product_95329_7e5b8df2","__import__.product_template_1012065_rj","BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA L","Talla: S"
"__export__.product_product_95330_d12cbf9a","__export__.product_product_95330_d12cbf9a","__import__.product_template_1012065_rj","BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA L","Talla: M"
"__export__.product_product_95331_b9684729","__export__.product_product_95331_b9684729","__import__.product_template_1012065_rj","BLUSA M/3/4 P/DAMA BLANCA ROJO TALLA L","Talla: L"
"__export__.product_product_86925_520051b8","__export__.product_product_86925_520051b8","__import__.product_template_bl_encanto_wh","BLUSA NARANJA-ROSA 2025 BLANCO","Talla: S"
"__export__.product_product_86926_f348c133","__export__.product_product_86926_f348c133","__import__.product_template_bl_encanto_wh","BLUSA NARANJA-ROSA 2025 BLANCO","Talla: M"
"__export__.product_product_86927_e0794960","__export__.product_product_86927_e0794960","__import__.product_template_bl_encanto_wh","BLUSA NARANJA-ROSA 2025 BLANCO","Talla: L"
"__export__.product_product_86928_a31d074b","__export__.product_product_86928_a31d074b","__import__.product_template_bl_encanto_ter","BLUSA NARANJA-ROSA 2025 TERRACOTA","Talla: S"
"__export__.product_product_86929_14be338e","__export__.product_product_86929_14be338e","__import__.product_template_bl_encanto_ter","BLUSA NARANJA-ROSA 2025 TERRACOTA","Talla: M"
"__export__.product_product_86930_b82a5f96","__export__.product_product_86930_b82a5f96","__import__.product_template_bl_encanto_ter","BLUSA NARANJA-ROSA 2025 TERRACOTA","Talla: L"
"__export__.product_product_89016_1045e0ea","__export__.product_product_89016_1045e0ea","__import__.product_template_bl_clarisse","BLUSA NUDE-BLACK-WHITE","Talla: S"
"__export__.product_product_89017_7d490325","__export__.product_product_89017_7d490325","__import__.product_template_bl_clarisse","BLUSA NUDE-BLACK-WHITE","Talla: M"
"__export__.product_product_89018_a960fa9f","__export__.product_product_89018_a960fa9f","__import__.product_template_bl_clarisse","BLUSA NUDE-BLACK-WHITE","Talla: L"
"__export__.product_product_86558_11bb6fa0","__export__.product_product_86558_11bb6fa0","__import__.product_template_bl_org_blu","BLUSA ORGANZA SATIN BLUE","Talla: S"
"__export__.product_product_86559_641d736c","__export__.product_product_86559_641d736c","__import__.product_template_bl_org_blu","BLUSA ORGANZA SATIN BLUE","Talla: M"
"__export__.product_product_86560_d6d184b5","__export__.product_product_86560_d6d184b5","__import__.product_template_bl_org_blu","BLUSA ORGANZA SATIN BLUE","Talla: L"
"__export__.product_product_86555_659706ba","__export__.product_product_86555_659706ba","__import__.product_template_bl_org_moc","BLUSA ORGANZA SATIN MOCHA","Talla: S"
"__export__.product_product_86556_3abde268","__export__.product_product_86556_3abde268","__import__.product_template_bl_org_moc","BLUSA ORGANZA SATIN MOCHA","Talla: M"
"__export__.product_product_86557_3a9c2b4b","__export__.product_product_86557_3a9c2b4b","__import__.product_template_bl_org_moc","BLUSA ORGANZA SATIN MOCHA","Talla: L"
"__export__.product_product_86552_b6a73fae","__export__.product_product_86552_b6a73fae","__import__.product_template_bl_org_wh","BLUSA ORGANZA SATIN WHITE","Talla: S"
"__export__.product_product_86553_ee196da9","__export__.product_product_86553_ee196da9","__import__.product_template_bl_org_wh","BLUSA ORGANZA SATIN WHITE","Talla: M"
"__export__.product_product_86554_1507aa83","__export__.product_product_86554_1507aa83","__import__.product_template_bl_org_wh","BLUSA ORGANZA SATIN WHITE","Talla: L"
"__export__.product_product_87766_65c51c25","__export__.product_product_87766_65c51c25","__import__.product_template_blus_brigida","BLUSA P/DAMA MOPA BLANCA","Talla: S"
"__export__.product_product_87767_a33781b7","__export__.product_product_87767_a33781b7","__import__.product_template_blus_brigida","BLUSA P/DAMA MOPA BLANCA","Talla: M"
"__export__.product_product_87768_6e919688","__export__.product_product_87768_6e919688","__import__.product_template_blus_brigida","BLUSA P/DAMA MOPA BLANCA","Talla: L"
"__export__.product_product_87758_9ced87aa","__export__.product_product_87758_9ced87aa","__import__.product_template_blusa_hanna_ne","BLUSA P/DAMA MOPPA NEGRA","Talla: S"
"__export__.product_product_87759_23db0350","__export__.product_product_87759_23db0350","__import__.product_template_blusa_hanna_ne","BLUSA P/DAMA MOPPA NEGRA","Talla: M"
"__export__.product_product_87760_f43d264d","__export__.product_product_87760_f43d264d","__import__.product_template_blusa_hanna_ne","BLUSA P/DAMA MOPPA NEGRA","Talla: L"
"__export__.product_product_87761_71abb520","__export__.product_product_87761_71abb520","__import__.product_template_blusa_hanna_ne","BLUSA P/DAMA MOPPA NEGRA","Talla: XL"
"__export__.product_product_87762_5fcdaa78","__export__.product_product_87762_5fcdaa78","__import__.product_template_blusa_hanna_ro","BLUSA P/DAMA MOPPA ROJA","Talla: S"
"__export__.product_product_87763_e5635329","__export__.product_product_87763_e5635329","__import__.product_template_blusa_hanna_ro","BLUSA P/DAMA MOPPA ROJA","Talla: M"
"__export__.product_product_87764_af3f8f44","__export__.product_product_87764_af3f8f44","__import__.product_template_blusa_hanna_ro","BLUSA P/DAMA MOPPA ROJA","Talla: L"
"__export__.product_product_87765_78743feb","__export__.product_product_87765_78743feb","__import__.product_template_blusa_hanna_ro","BLUSA P/DAMA MOPPA ROJA","Talla: XL"
"__export__.product_product_85590_3cf70d31","__export__.product_product_85590_3cf70d31","__import__.product_template_bl_rive_cel","BLUSA RIVERA CELESTE","Talla: M"
"__export__.product_product_85591_0346dff2","__export__.product_product_85591_0346dff2","__import__.product_template_bl_rive_cel","BLUSA RIVERA CELESTE","Talla: L"
"__export__.product_product_85592_f67c3e34","__export__.product_product_85592_f67c3e34","__import__.product_template_bl_rive_cel","BLUSA RIVERA CELESTE","Talla: XL"
"__export__.product_product_85587_0c4db56b","__export__.product_product_85587_0c4db56b","__import__.product_template_bl_rive_wh","BLUSA RIVERA WHITE","Talla: M"
"__export__.product_product_85588_610cfa82","__export__.product_product_85588_610cfa82","__import__.product_template_bl_rive_wh","BLUSA RIVERA WHITE","Talla: L"
"__export__.product_product_85589_9f6e0e4c","__export__.product_product_85589_9f6e0e4c","__import__.product_template_bl_rive_wh","BLUSA RIVERA WHITE","Talla: XL"
"__export__.product_product_95323_14a700ab","__export__.product_product_95323_14a700ab","__import__.product_template_6010058_bl","BLUSA S/M P/DAMA MODELO TALLA XL","Talla: XS"
"__export__.product_product_95324_ae242e56","__export__.product_product_95324_ae242e56","__import__.product_template_6010058_bl","BLUSA S/M P/DAMA MODELO TALLA XL","Talla: S"
"__export__.product_product_95325_47cf39b1","__export__.product_product_95325_47cf39b1","__import__.product_template_6010058_bl","BLUSA S/M P/DAMA MODELO TALLA XL","Talla: M"
"__export__.product_product_95326_4fa7ca67","__export__.product_product_95326_4fa7ca67","__import__.product_template_6010058_bl","BLUSA S/M P/DAMA MODELO TALLA XL","Talla: L"
"__export__.product_product_95327_871ef0ee","__export__.product_product_95327_871ef0ee","__import__.product_template_6010058_bl","BLUSA S/M P/DAMA MODELO TALLA XL","Talla: XL"
"__export__.product_product_86561_db06f540","__export__.product_product_86561_db06f540","__import__.product_template_bl_satin_lgr","BLUSA SATIN CIEN L/GRAY","Talla: S"
"__export__.product_product_86562_3e7662c1","__export__.product_product_86562_3e7662c1","__import__.product_template_bl_satin_lgr","BLUSA SATIN CIEN L/GRAY","Talla: M"
"__export__.product_product_86563_c964bdd1","__export__.product_product_86563_c964bdd1","__import__.product_template_bl_satin_lgr","BLUSA SATIN CIEN L/GRAY","Talla: L"
"__export__.product_product_85593_7c786238","__export__.product_product_85593_7c786238","__import__.product_template_bl_vale_mok","BLUSA VALENTINE MOKA","Talla: S"
"__export__.product_product_85594_044b3243","__export__.product_product_85594_044b3243","__import__.product_template_bl_vale_mok","BLUSA VALENTINE MOKA","Talla: M"
"__export__.product_product_85595_7f3ed935","__export__.product_product_85595_7f3ed935","__import__.product_template_bl_vale_mok","BLUSA VALENTINE MOKA","Talla: L"
"__export__.product_product_86603_8d9d8de3","__export__.product_product_86603_8d9d8de3","__import__.product_template_bsut_ar","BODYSUITE ASH ROSE","Talla: S"
"__export__.product_product_86604_22062ff5","__export__.product_product_86604_22062ff5","__import__.product_template_bsut_ar","BODYSUITE ASH ROSE","Talla: M"
"__export__.product_product_86605_448cc75a","__export__.product_product_86605_448cc75a","__import__.product_template_bsut_ar","BODYSUITE ASH ROSE","Talla: L"
"__export__.product_product_86579_6ebc4181","__export__.product_product_86579_6ebc4181","__import__.product_template_bsut_sleves_ch","BODYSUITE CHARCOAL","Talla: S"
"__export__.product_product_86580_b17f6a7a","__export__.product_product_86580_b17f6a7a","__import__.product_template_bsut_sleves_ch","BODYSUITE CHARCOAL","Talla: M"
"__export__.product_product_86581_51c57db0","__export__.product_product_86581_51c57db0","__import__.product_template_bsut_sleves_ch","BODYSUITE CHARCOAL","Talla: L"
"__export__.product_product_86582_bc546387","__export__.product_product_86582_bc546387","__import__.product_template_bsut_sleves_lts","BODYSUITE LT SAGE","Talla: S"
"__export__.product_product_86583_00f34f14","__export__.product_product_86583_00f34f14","__import__.product_template_bsut_sleves_lts","BODYSUITE LT SAGE","Talla: M"
"__export__.product_product_86584_11872148","__export__.product_product_86584_11872148","__import__.product_template_bsut_sleves_lts","BODYSUITE LT SAGE","Talla: L"
"__export__.product_product_86351_1b86362b","__export__.product_product_86351_1b86362b","__import__.product_template_bsut_str_az","BODYSUITE STRETCH AZUL","Talla: S"
"__export__.product_product_86352_89d74b29","__export__.product_product_86352_89d74b29","__import__.product_template_bsut_str_az","BODYSUITE STRETCH AZUL","Talla: L"
"__export__.product_product_86355_2c4b626e","__export__.product_product_86355_2c4b626e","__import__.product_template_bsut_str_vn","BODYSUITE STRETCH VINO","Talla: XS"
"__export__.product_product_86356_5f5a6429","__export__.product_product_86356_5f5a6429","__import__.product_template_bsut_str_vn","BODYSUITE STRETCH VINO","Talla: S"
"__export__.product_product_86357_027a8c54","__export__.product_product_86357_027a8c54","__import__.product_template_bsut_str_vn","BODYSUITE STRETCH VINO","Talla: M"
"__export__.product_product_86358_d5a549de","__export__.product_product_86358_d5a549de","__import__.product_template_bsut_str_vn","BODYSUITE STRETCH VINO","Talla: L"
"__export__.product_product_86353_a0c47771","__export__.product_product_86353_a0c47771","__import__.product_template_bsut_str_wh","BODYSUITE STRETCH WHITE","Talla: S"
"__export__.product_product_86354_71ba1217","__export__.product_product_86354_71ba1217","__import__.product_template_bsut_str_wh","BODYSUITE STRETCH WHITE","Talla: M"
"__export__.product_product_94213_170b1515","__export__.product_product_94213_170b1515","__import__.product_template_ekp4109_dk","BOTTOM, WOVEN HIGH WAIST SHORTS WITH PLEATS DETAIL SELF DK ROSE","Talla: S"
"__export__.product_product_94214_82dc632d","__export__.product_product_94214_82dc632d","__import__.product_template_ekp4109_dk","BOTTOM, WOVEN HIGH WAIST SHORTS WITH PLEATS DETAIL SELF DK ROSE","Talla: M"
"__export__.product_product_94215_11a5ceef","__export__.product_product_94215_11a5ceef","__import__.product_template_ekp4109_dk","BOTTOM, WOVEN HIGH WAIST SHORTS WITH PLEATS DETAIL SELF DK ROSE","Talla: L"
"__export__.product_product_96352_ce7f0e37","__export__.product_product_96352_ce7f0e37","__import__.product_template_16834","BOXER CHAMELA AZUL, ROSA",""
"__export__.product_product_96356_eed543d4","__export__.product_product_96356_eed543d4","__import__.product_template_16904","BOXER CHAMELA ROSA",""
"__export__.product_product_94336_72c7b0df","__export__.product_product_94336_72c7b0df","__import__.product_template_acd70015l_ru","BRA CUP MIJI DRESS WITH LACEUO BACK RUST MULTI","Talla: S"
"__export__.product_product_94337_43f18ad9","__export__.product_product_94337_43f18ad9","__import__.product_template_acd70015l_ru","BRA CUP MIJI DRESS WITH LACEUO BACK RUST MULTI","Talla: M"
"__export__.product_product_94338_b30f782a","__export__.product_product_94338_b30f782a","__import__.product_template_acd70015l_ru","BRA CUP MIJI DRESS WITH LACEUO BACK RUST MULTI","Talla: L"
"__export__.product_product_96221_b27a121a","__export__.product_product_96221_b27a121a","__import__.product_template_534011g_050","BRALETTE GIRL EN MILE Y ENC","Talla: 32"
"__export__.product_product_96222_7b1141d6","__export__.product_product_96222_7b1141d6","__import__.product_template_534011g_050","BRALETTE GIRL EN MILE Y ENC","Talla: 34"
"__export__.product_product_96223_8e2c9a99","__export__.product_product_96223_8e2c9a99","__import__.product_template_534011g_996","BRALETTE GIRL EN MILE Y ENC (534011g_996)","Talla: 32"
"__export__.product_product_96224_b768cf18","__export__.product_product_96224_b768cf18","__import__.product_template_534011g_996","BRALETTE GIRL EN MILE Y ENC (534011g_996)","Talla: 34"
"__export__.product_product_96225_3f819a67","__export__.product_product_96225_3f819a67","__import__.product_template_534011g_996","BRALETTE GIRL EN MILE Y ENC (534011g_996)","Talla: 36"
"__export__.product_product_96327_1fd471ae","__export__.product_product_96327_1fd471ae","__import__.product_template_42000_beg","BRASIER BASICO BEIGE 32 DAMA ZE","Talla: 32"
"__export__.product_product_96328_9b15ac46","__export__.product_product_96328_9b15ac46","__import__.product_template_42000_beg","BRASIER BASICO BEIGE 32 DAMA ZE","Talla: 34"
"__export__.product_product_96329_e295e463","__export__.product_product_96329_e295e463","__import__.product_template_42000_beg","BRASIER BASICO BEIGE 32 DAMA ZE","Talla: 36"
"__export__.product_product_96336_c372181a","__export__.product_product_96336_c372181a","__import__.product_template_30000_beig","BRASIER BEIGE 32 DAMA ZE","Talla: 32"
"__export__.product_product_96337_1c1702be","__export__.product_product_96337_1c1702be","__import__.product_template_30000_beig","BRASIER BEIGE 32 DAMA ZE","Talla: 34"
"__export__.product_product_96338_6bab8f85","__export__.product_product_96338_6bab8f85","__import__.product_template_30000_beig","BRASIER BEIGE 32 DAMA ZE","Talla: 36"
"__export__.product_product_96332_e2f8402c","__export__.product_product_96332_e2f8402c","__import__.product_template_40000_bla","BRASIER BLANCO 32 DAMA ZE","Talla: 32"
"__export__.product_product_96333_a29e6c4a","__export__.product_product_96333_a29e6c4a","__import__.product_template_40000_bla","BRASIER BLANCO 32 DAMA ZE","Talla: 34"
"__export__.product_product_96334_b0bd03df","__export__.product_product_96334_b0bd03df","__import__.product_template_40000_bla","BRASIER BLANCO 32 DAMA ZE","Talla: 36"
